Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Aloe Care Health,Seed,Seed,"$5,000,000","Apr 20, 2021",Aloe Care Health,Aloe Care Health provides a voice-activated medical alert and communication system for older adults and caregivers.,"Elder Care, Health Care, Personal Health, Wellness",—,"New York, New York, United States, North America",get.aloecare.com/,,"$5,000,000",Seed,1,—,8
Seed Round - Braidbabes,Seed,Seed,"$530,000","Apr 14, 2021",Braidbabes,Braidbabes is a mobile braiding company that specializes in offering boho braids for events and bridal parties.,"Beauty, Events, Service Industry",—,"Buffalo, New York, United States, North America",www.braidbabes.com,,"$1,060,000",Seed,2,—,2
Seed Round - Kickfurther,Seed,Seed,"$5,900,000","Apr 29, 2021",Kickfurther,Kickfurther enables its users to buy inventory directly from suppliers and partner with businesses to sell the inventory.,"Crowdfunding, E-Commerce, Marketplace, Payments",—,"Boulder, Colorado, United States, North America",kickfurther.com/,,"$8,495,000",Seed,6,Grand Oaks Capital,4
Seed Round - Haven,Seed,Seed,"$5,514,997","May 3, 2021",Haven,Haven is a technology and marketplace platform that unlocks homeowner engagement for mortgage servicers.,"Financial Services, FinTech, Lending, Real Estate",—,"Brooklyn, New York, United States, North America",www.havenservicing.com/,,"$13,514,997",Early Stage Venture,3,—,5
Seed Round - Ontop,Seed,Seed,"$4,500,000","May 12, 2021",Ontop,A bank for remote workers connected to payroll.,"FinTech, Human Resources, Management Information Systems, Recruiting, SaaS",Hispanic / Latine Founded,"Miami, Florida, United States, North America",www.getontop.com,,"$35,000,000",Early Stage Venture,7,Point72 Ventures,8
Seed Round - GoFreight,Seed,Seed,"$800,000","May 1, 2021",GoFreight,GoFreight is a web-based freight management SaaS for international freight forwarders.,SaaS,—,"Los Angeles, California, United States, North America",www.gofreight.com,,"$30,125,000",Early Stage Venture,5,Cornerstone Ventures,2
Seed Round - BigBrain,Seed,Seed,"$4,500,000","May 6, 2021",BigBrain,BigBrain is launching its BigBrain trivia game where you can win real-money prizes.,"Media and Entertainment, Online Games, PC Games",—,"Brooklyn, New York, United States, North America",playbigbrain.com/,,"$12,988,417",—,4,—,5
Seed Round - Bikky,Seed,Seed,"$3,900,000","May 1, 2021",Bikky,Bikky is a guest data platform for restaurants.,"CRM, E-Commerce, Marketing, Restaurants, SaaS",Women Founded,"New York, New York, United States, North America",bikky.com,,"$9,800,000",—,5,"Coelius Capital, MetaProp",9
Seed Round - Blackdot,Seed,Seed,"$4,500,000","May 12, 2021",Blackdot,Blackdot is forging a new frontier in tattooing.,"Art, B2C, Consumer",—,"Austin, Texas, United States, North America",www.blackdot.tattoo,,"$4,500,000",Seed,2,FusionX Ventures,1
Seed Round - DataPelago,Seed,Seed,"$8,000,000","Apr 30, 2021",DataPelago,DataPelago is a software development company that offer big data analytics solutions.,Software,—,"Sunnyvale, California, United States, North America",datapelago.io/,,"$8,000,000",Early Stage Venture,2,Eclipse Ventures,1
Pre Seed Round - Stryde Bike,Pre-Seed,Seed,"$2,300,000","May 8, 2021",Stryde Bike,Access indoor cycling classes from the country's top studios on an interactive bike in your home,—,—,"Boston, Massachusetts, United States, North America",www.strydebike.com/,,"$2,300,000",Seed,1,—,1
Seed Round - Regent,Seed,Seed,"$9,000,000","Apr 13, 2021",Regent,Regent develops an electric boat-flying machine for coastal transportation.,"Electric Vehicle, Manufacturing, Marine Transportation",—,"Burlington, Massachusetts, United States, North America",www.regentcraft.com,,"$27,000,000",—,4,—,10
Pre Seed Round - Sunryde,Pre-Seed,Seed,"$185,000","Apr 15, 2021",Sunryde,Sunryde rents and sells electric bikes for delivery or personal use. We provide sustainable transportation solutions for last-mile delivery.,"Electric Vehicle, Food Delivery, Last Mile Transportation, Rental, Sustainability, Transportation",—,"Los Angeles, California, United States, North America",www.sunryde.com/,,"$325,000",Seed,4,—,1
Seed Round - Be Smart Mobile LLC,Seed,Seed,"$2,000,000","May 4, 2021",Be Smart Mobile LLC,"Be Smart Mobile specializes in the fields of information technology, advertising, developer, and E-commerce platforms.","Advertising Platforms, Developer Platform, E-Commerce, E-Commerce Platforms, Information Technology, Mobile Apps, Music Streaming, Social Media, Software, Web Apps",—,"Miami, Florida, United States, North America",besmart.technology,,"$3,920,000",Seed,4,—,1
Pre Seed Round - Flex Fantasy,Pre-Seed,Seed,"$360,000","May 1, 2021",Flex Fantasy,Traditional Fantasy sports meets daily fantasy. Sync rosters and challenge anyone on any platform in any game format for money,"Fantasy Sports, Gambling, Gaming, Sports",—,"New York, New York, United States, North America",www.flex.fan,,"$1,110,000",Seed,2,—,1
Seed Round - MightyFly,Seed,Seed,"$5,100,000","Apr 21, 2021",MightyFly,Remaking the future of logistics,"Aerospace, Autonomous Vehicles, Delivery Service, Drones, Freight Service, GreenTech, Logistics, Robotics, Transportation","Women Founded, Women Led","San Francisco, California, United States, North America",mightyfly.com/,,"$5,250,000",Seed,3,—,6
Seed Round - Caplight,Seed,Seed,"$1,700,000","May 7, 2021",Caplight,Caplight is a platform that enables institutional investors to buy and sell derivatives of private equity.,"Financial Services, FinTech, Information Technology","Hispanic / Latine Founded, Hispanic / Latine Led","San Francisco, California, United States, North America",www.caplight.io,,"$9,700,000",—,3,Fin Capital,6
Pre Seed Round - PowerX,Pre-Seed,Seed,"$4,000,000","May 1, 2021",PowerX,"PowerX is a technology startup that creates a line of precision sensors that gather data about a home’s electricity, gas, and water usage.","Artificial Intelligence, Energy, Energy Efficiency, Machine Learning, Sensor, Software, Water",—,"Brooklyn, New York, United States, North America",powerx.co,,"$8,000,000",Seed,3,Spring Tide Capital,3
Seed Round - Pearpop,Seed,Seed,"$6,000,000","Apr 15, 2021",Pearpop,Pearpop is a creator marketing and collaboration platform.,"Internet, Marketplace, Music, Social Media",—,"Los Angeles, California, United States, North America",pearpop.com,,"$34,000,000",Early Stage Venture,3,"Slow Ventures, Sound Ventures",23
Seed Round - PublicSq,Seed,Seed,"$790,000","Apr 21, 2021",PublicSq,PublicSq is an online marketplace that lets users discover local and national businesses that share the same values.,"Information Technology, Internet, Marketplace, Social Media",—,"Carlsbad, California, United States, North America",www.publicsq.com,,"$23,325,000",IPO,3,—,—
Seed Round - Cased,Seed,Seed,"$2,250,000","May 5, 2021",Cased,Cased provides a modern terminal for teams and a platform for production work.,"Information Services, Information Technology, Software",—,"San Francisco, California, United States, North America",cased.com/,,"$10,533,829",—,5,Founders Fund,8
Seed Round - Glow,Seed,Seed,"$4,500,000","May 1, 2021",Glow,Glow is an insurance company that aims to transform insurance to better protect people.,"Financial Services, Insurance, InsurTech",—,"San Francisco, California, United States, North America",www.glow.co,,"$28,500,000",Early Stage Venture,3,Freestyle Capital,5
Seed Round - Quala,Seed,Seed,"$4,000,000","May 2, 2021",Quala,Customer success. Simplified.,"CRM, SaaS","Hispanic / Latine Founded, Women Founded","Boston, Massachusetts, United States, North America",www.quala.io/,,"$4,000,000",Seed,2,Underscore VC,1
Seed Round - Alife,Seed,Seed,"$9,500,000","May 3, 2021",Alife,Alife develops artificial intelligence tools to assist physicians in increasing a patient's chances of pregnancy success.,"Artificial Intelligence, Health Care, Machine Learning, Software",—,"San Francisco, California, United States, North America",www.alifehealth.com,,"$31,500,000",Early Stage Venture,2,Lux Capital,10
Seed Round - Allocate,Seed,Seed,"$5,000,000","Apr 30, 2021",Allocate,Allocate is platform that enables investors to discover and invest in high-quality venture funds.,Financial Services,—,"Menlo Park, California, United States, North America",www.allocate.co/,,"$20,300,000",Early Stage Venture,2,—,13
Seed Round - Fleeting,Seed,Seed,"$500,000","May 10, 2021",Fleeting,Fleeting is a digital network of freight and trucks open to over 3.5M drivers across America.,"Logistics, Supply Chain Management, Transportation",Black / African American Founded,"Kearny, New Jersey, United States, North America",www.fleeting.us,,"$500,000",Seed,5,—,3
Seed Round - Kumospace,Seed,Seed,"$3,000,000","Apr 21, 2021",Kumospace,Kumospace builds virtual office and virtual event software,"Collaboration, Communications Infrastructure, Video Conferencing",—,"Long Island City, New York, United States, North America",www.kumospace.com/,,"$24,892,485",Early Stage Venture,2,boldstart ventures,6
Pre Seed Round - Wave Life,Pre-Seed,Seed,"$2,000,000","May 1, 2021",Wave Life,Wave Life is a mental health platform designed by licensed therapists to provide coaching and on-demand exercises.,"Health Care, Mobile Apps, Wellness","Women Founded, Women Led","Palo Alto, California, United States, North America",www.wavelife.io/,,"$10,000,000",Seed,3,Hannah Grey,6
Pre Seed Round - The Futures App,Pre-Seed,Seed,"$2,650,000","May 1, 2021",The Futures App,The Futures App is SaaS platform for sports teams and organizations.,"Apps, Baseball, Enterprise Software, SaaS, Software, Sports",—,"Beverly Hills, California, United States, North America",www.thefuturesapp.com/,,"$4,649,999",Seed,2,—,—
Seed Round - Upright Education,Seed,Seed,"$1,080,000","May 2, 2021",Upright Education,Upright Education partners with colleges and universities to close the technology skills gap and prepare adults for high-growth careers.,"Career Planning, Education, Training",—,"New York, New York, United States, North America",www.uprighted.com,,"$2,830,000",—,2,Learn Capital,2
Seed Round - Emoshape Inc.,Seed,Seed,"$350,000","May 1, 2021",Emoshape Inc.,Emoshape offer Emotion Synthesis by SaaS and SoC that teaches intelligent objects how to interact with humans to yield a positive result.,"Artificial Intelligence, Gaming, SaaS, Software",—,"New York, New York, United States, North America",www.emoshape.com,,"$1,020,000",Seed,11,—,1
Pre Seed Round - POP,Pre-Seed,Seed,"$25,000","May 11, 2021",POP,POP provides digital advertising services for brands.,Social Media,—,"Seattle, Washington, United States, North America",www.wearepop.com/,,"$60,000",Seed,3,—,1
Seed Round - Webnovare,Seed,Seed,"$2,500,000","May 4, 2021",Webnovare,"Leveraging modern websites, mobile apps and ad campaigns to scale small businesses into mid to large cap companies.","Consulting, Information Technology, Marketing, Mobile Apps, Software, Web Apps",—,"Detroit, Michigan, United States, North America",webnovare.com,,"$6,000,000",Seed,2,—,—
Pre Seed Round - Suavei,Pre-Seed,Seed,"$200,000","Apr 21, 2021",Suavei,Suavei makes it easy for businesses to rapidly find & fix cybersecurity threats across IoT and 5G devices through AI threat management.,"Artificial Intelligence, Cyber Security, Enterprise Software, Information Technology, Machine Learning, Network Security, SaaS, Security, Software, Wireless","Hispanic / Latine Founded, Women Founded","Las Vegas, Nevada, United States, North America",suavei.com/,,"$1,213,000",Seed,5,—,2
Pre Seed Round - Crave Retail,Pre-Seed,Seed,"$150,000","Apr 30, 2021",Crave Retail,Crave helps retailers make smart decisions with every shopper in every fitting room,"E-Commerce, Retail Technology, SaaS",—,"Austin, Texas, United States, North America",www.craveretail.com,,"$995,000",Seed,3,Techstars,1
Seed Round - Per Diem,Seed,Seed,"$2,300,000","Apr 21, 2021",Per Diem,Subscriptions for local businesses,E-Commerce,—,"Brooklyn, New York, United States, North America",tryperdiem.com,,"$2,300,000",Seed,1,Two Sigma Ventures,2
Seed Round - BoxPower,Seed,Seed,"$1,500,000","Apr 20, 2021",BoxPower,BoxPower's software and hardware innovations allow utilities and commercial customers to reimagine how power is provided.,"Energy, Manufacturing, Renewable Energy, Solar",—,"Grass Valley, California, United States, North America",www.boxpower.io,,"$7,700,000",Early Stage Venture,6,—,—
Seed Round - TRACTIAN,Seed,Seed,"$3,200,000","May 1, 2021",TRACTIAN,Tractian is a machine intelligence company that offers industrial monitoring systems.,"Artificial Intelligence, B2B, Hardware, Internet of Things, Machine Learning, SaaS, Software","Hispanic / Latine Founded, Hispanic / Latine Led","Atlanta, Georgia, United States, North America",tractian.com,,"$63,700,000",Early Stage Venture,4,DGF Investimentos,5
Seed Round - Mom Juice,Seed,Seed,"$756,000","May 1, 2021",Mom Juice,Wine/Beverage Company,"Food and Beverage, Wine And Spirits","Black / African American Founded, Black / African American Led, Southeast Asian Led, Women Founded, Women Led","Denver, Colorado, United States, North America",momjuicewine.com,,"$756,000",Seed,1,—,—
Seed Round - Zyp Run,Seed,Seed,"$2,300,000","Apr 16, 2021",Zyp Run,Zyp Run is a social equity company with a proprietary platform for cannabis delivery.,"Cannabis, Consumer, Delivery Service, E-Commerce",—,"Boston, Massachusetts, United States, North America",www.zyprun.com/,,"$4,935,000",Seed,3,Mollitiam Capital,2
Pre Seed Round - Smooth Ag Solutions,Pre-Seed,Seed,"$35,000","Apr 16, 2021",Smooth Ag Solutions,Smooth Ag Solutions produces equipment and the associated technology for ranchers.,"AgTech, Manufacturing, Robotics",—,"Graham, Texas, United States, North America",www.smoothag.com,,"$73,500",Seed,2,—,—
Seed Round - Hashflow,Seed,Seed,"$3,200,000","Apr 29, 2021",Hashflow,"Trade any asset on any chain in seconds, simply by connecting your wallet.","Cryptocurrency, Financial Services, Trading Platform",—,"San Francisco, California, United States, North America",hashflow.com,,"$28,200,000",Early Stage Venture,3,"Dragonfly, Electric Capital",10
Seed Round - Auxergen,Seed,Seed,"$535,000","Apr 16, 2021",Auxergen,Auxergen Biolongevity Laboratory creates skin care solutions which actively de-age cells in multiple organ systems.,"Agriculture, AgTech, Beauty, Biotechnology, Personal Health","East Asian Founded, East Asian Led","Baltimore, Maryland, United States, North America",www.auxergen.com/,,"$885,000",Seed,3,—,—
Seed Round - Pendle Finance,Seed,Seed,"$3,700,000","May 4, 2021",Pendle Finance,Pendle Finance is a decentralized finance protocol that allows users to tokenize and sell future yields.,"Blockchain, Cryptocurrency, Financial Services",—,"Denver, Colorado, United States, North America",pendle.finance/,,"$3,700,000",—,2,Mechanism Capital,23
Seed Round - Business Canvas,Seed,Seed,"$1,800,000","May 10, 2021",Business Canvas,"Empowering you to organize your resources the way you need, freeing up time for what really matters: creating something new.","Knowledge Management, Software",—,"Santa Clara, California, United States, North America",www.typed.do,,"$10,133,700",Early Stage Venture,7,Mirae Asset Venture Investment,4
Seed Round - Weav,Seed,Seed,"$4,300,000","Apr 26, 2021",Weav,Weav is an API for commerce platforms that allows its users to access their customers' standardized transaction data in real-time.,"Developer APIs, FinTech, Information Technology",—,"New York, New York, United States, North America",weav.co/,,"$4,450,000",M&A,2,Foundation Capital,22
Seed Round - Polycade,Seed,Seed,"$100,000","May 1, 2021",Polycade,Polycade is the platform for easy-to-learn games meant to be played in person.,"Consumer Electronics, Gaming",—,"Los Angeles, California, United States, North America",www.polycade.com,,"$100,000",Seed,3,—,2
Seed Round - Youthful Savings,Seed,Seed,"$227,500","May 1, 2021",Youthful Savings,Youthful Savings is an EdTech company dedicated to socioeconomic education.,"EdTech, Education",Women Founded,"Santa Monica, California, United States, North America",www.youthfulsavings.com,,"$227,500",Seed,1,—,2
Seed Round - Fintor,Seed,Seed,"$2,500,000","Apr 20, 2021",Fintor,Fintor is a platform for buying and selling fractional equity shares in real estate properties.,"Apps, Financial Services, FinTech, Mobile, Real Estate, Real Estate Investment",—,"Palo Alto, California, United States, North America",fintor.com,,"$8,700,000",Seed,3,—,11
Seed Round - LoadStop,Seed,Seed,"$4,500,000","May 5, 2021",LoadStop,"LoadStop is a cloud based, single window, end-to-end enterprise transportation management system (TMS) for complex trucking operations.","Logistics, SaaS, Software, Supply Chain Management, Transportation",—,"Irvine, California, United States, North America",loadstop.com,,"$4,500,000",Seed,1,—,—
Pre Seed Round - Et Oliva,Pre-Seed,Seed,"$165,000","May 5, 2021",Et Oliva,"We are a small, independent LGBT owned and operated company. We are passionate about great food to share with others.","Consumer Goods, Food Processing, Wholesale","LGBTQ+ Founded, LGBTQ+ Led","Washington, District of Columbia, United States, North America",www.etoliva.com/,,"$191,111",Seed,3,1863 Ventures,1
Seed Round - BEERMKR,Seed,Seed,"$458,000","May 5, 2021",BEERMKR,BEERMKR is the world's first all-in-one beer-making machine that anyone can use.,"Consumer, Food and Beverage",—,"Boulder, Colorado, United States, North America",beermkr.com,,"$4,206,000",Seed,7,—,—
Seed Round - Hapi App,Seed,Seed,"$2,000,000","Apr 13, 2021",Hapi App,Hapi is a stock trading app with zero commission and no minimums focused in Latam.,"FinTech, Stock Exchanges, Trading Platform",—,"Delaware City, Delaware, United States, North America",hapi.trade/,,"$2,000,000",Seed,2,—,9
Seed Round - Phantom Space,Seed,Seed,"$5,000,000","Apr 14, 2021",Phantom Space,"Phantom Space focuses on space transportation technology including satellites, propulsion, and launch vehicles.","Aerospace, Space Travel, Transportation",—,"Tucson, Arizona, United States, North America",www.phantomspace.com,,"$27,655,605",—,5,Chenel Capital,2
Seed Round - Oath Care,Seed,Seed,"$2,000,000","Apr 21, 2021",Oath Care,"Oath Care is building a new model of group-based, continuous care to meaningfully improve health outcomes for the next generation of kids.","Health Care, Medical, Wellness","Women Founded, Women Led","San Francisco, California, United States, North America",www.oathcare.com/,,"$8,000,000",—,2,XYZ Venture Capital,9
Seed Round - Monit,Seed,Seed,"$5,200,000","Apr 13, 2021",Monit,Monit provides integrated cashflow tools and personalized insights to SMBs through digital banking.,"Banking, FinTech, Predictive Analytics, SaaS",—,"Boston, Massachusetts, United States, North America",www.monitapp.io,,"$10,693,757",—,4,TTV Capital,6
Pre Seed Round - Kijiji Hub,Pre-Seed,Seed,"$275,000","May 12, 2021",Kijiji Hub,"Kijiji Hub works on designing, development and launching the next generation of companies.","Software Engineering, UX Design",—,"Chicago, Illinois, United States, North America",kijijihub.com/,,"$4,625,000",Early Stage Venture,3,—,1
Seed Round - Embed Financial Technologies,Seed,Seed,"$20,000,000","Apr 27, 2021",Embed Financial Technologies,"Embed develops securities execution, clearing, settlement, and custody APIs for the financial services industry.","Developer APIs, Financial Services, FinTech, Software",—,"Vancouver, Washington, United States, North America",embed.com,,"$80,000,000",M&A,4,—,15
Seed Round - TeraWatt Infrastructure,Seed,Seed,"$100,000,000","May 5, 2021",TeraWatt Infrastructure,TeraWatt Infrastructure operates an electric vehicle charging infrastructure for medium and heavy-duty transport and fleets.,"Electric Vehicle, Energy Management, Fleet Management, Industrial Engineering",—,"San Francisco, California, United States, North America",terawattinfrastructure.com,,"$1,100,000,000",Early Stage Venture,2,—,3
Seed Round - Breadcrumbs.io,Seed,Seed,"$5,400,000","May 10, 2021",Breadcrumbs.io,Breadcrumbs.io is a revenue acceleration platform that helps companies in rating and scoring current and potential customers.,"Analytics, Lead Management, Marketing, Sales, Software",—,"San Francisco, California, United States, North America",www.breadcrumbs.io,,"$5,400,000",Seed,2,Blue Canyon,6
Seed Round - Continuum Space Systems,Seed,Seed,"$3,000,000","May 1, 2021",Continuum Space Systems,Continuum Space Systems develops a platform that helps stakeholders collaboratively achieve their space needs and objectives.,"Aerospace, Management Information Systems, Space Travel",—,"Pasadena, California, United States, North America",www.continuum-space.com/,,"$6,000,000",Seed,2,—,—
Pre Seed Round - Graviky Labs,Pre-Seed,Seed,"$50,000","Apr 13, 2021",Graviky Labs,Graviky Labs harvests carbon emissions and turns it into advanced materials,"CleanTech, Product Design, Recycling",—,"Boston, Massachusetts, United States, North America",graviky.com,,"$245,000",Seed,7,—,1
Seed Round - InformAI,Seed,Seed,"$1,500,000","May 1, 2021",InformAI,InformAI is an AI company that develops artificial intelligence and deep learning algorithms for healthcare applications.,"Artificial Intelligence, Health Care, Image Recognition, InsurTech, Machine Learning, Medical, Software",—,"Houston, Texas, United States, North America",www.informai.com,,"$5,025,000",Seed,4,Delight Ventures,2
Seed Round - LynkState,Seed,Seed,"$1,500,000","Apr 30, 2021",LynkState,LynkState provides a digital experience monitoring application that allows clients to create actionable insights and marketing campaigns.,"Enterprise Software, Information Technology, SaaS, Software",—,"Walnut, California, United States, North America",www.lynkstate.com/,,"$1,500,000",Seed,2,—,2
Seed Round - Lookin Inc.,Seed,Seed,"$3,100,000","May 1, 2021",Lookin Inc.,Lookin develops terahertz scanners for high-throughput and high-sensitivity material characterization and quality control.,"Battery, Fuel Cell, Hardware, Manufacturing, Quality Assurance",—,"Los Angeles, California, United States, North America",www.lookininc.com/,,"$3,590,000",Seed,2,—,4
Pre Seed Round - Niocycle,Pre-Seed,Seed,"$120,000","May 1, 2021",Niocycle,"Cleantech, Recycling, Lithium-ion Batteries","Battery, CleanTech, Energy Storage, Recycling",—,"Sacramento, California, United States, North America",niocycle.com,,"$1,620,000",Seed,2,—,—
Seed Round - Behind Genius Ventures,Seed,Seed,"$1,600,000","Apr 21, 2021",Behind Genius Ventures,An early stage venture firm investing in the future of work and the future of play,—,—,"Pasadena, California, United States, North America",behindgeniusventures.com,,"$1,600,000",Seed,2,—,5
Pre Seed Round - Condoit,Pre-Seed,Seed,"$1,000,000","Apr 21, 2021",Condoit,"Condoit develops a modern platform for electrical design, analysis, and collaboration.","Electrical Distribution, Energy Management, Information Technology",—,"Birmingham, Alabama, United States, North America",www.condoit.io,,"$2,320,000",Seed,3,—,2
Seed Round - Albedo,Seed,Seed,"$10,000,000","Apr 22, 2021",Albedo,Albedo is the first company to offer aerial-quality imagery from space.,"Big Data, Geospatial",—,"Broomfield, Colorado, United States, North America",albedo.com,,"$58,000,000",Early Stage Venture,3,Initialized Capital,19
Pre Seed Round - EnlitenAI,Pre-Seed,Seed,"$345,000","May 1, 2021",EnlitenAI,Building an AI driven Platform for Neurological conditions aimed at better Management and Treatment of Seizures/Epilepsy,"Analytics, Artificial Intelligence, Cloud Computing, Health Care, Health Insurance, Internet of Things, Machine Learning, Personal Health, SaaS, Wearables",—,"Tracy, California, United States, North America",www.enlitenai.com,,"$495,000",Seed,3,—,—
Seed Round - Marty's Local,Seed,Seed,"$730,000","Apr 15, 2021",Marty's Local,"Marty's Local delivers fresh, high-quality produce, flours and grains, dairy, meats, cheeses, and specialty foods every day.","Delivery, Farming, Food and Beverage",—,"South Deerfield, Massachusetts, United States, North America",www.martyslocal.com/,,"$730,000",Seed,1,—,1
Pre Seed Round - MoodSpark,Pre-Seed,Seed,"$850,000","May 5, 2021",MoodSpark,"Digital companion that detects sadness and uplifts with emotional memories, personalized conversation and video visits.","Health Care, Information Technology, Media and Entertainment",—,"Kansas City, Kansas, United States, North America",www.getmoodspark.com,,"$970,000",Seed,3,Yucatan Rock Ventures,3
