Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Arrivant,Seed,Seed,"$5,000,000","Aug 9, 2022",Arrivant,Arrivant is a game publisher building the next era of sociable online gaming communities; powered by player built real money economies.,"Blockchain, MMO Games, Online Games",—,"Los Angeles, California, United States, North America",www.projecteluune.com/,,"$5,000,000",Seed,1,C² Ventures,4
Seed Round - Perplexity AI,Seed,Seed,"$3,100,000","Sep 1, 2022",Perplexity AI,Perplexity AI is an AI-chat-based conversational search engine that delivers answers to questions using language models.,"Artificial Intelligence, Search Engine, Software",—,"San Francisco, California, United States, North America",www.perplexity.ai,,"$28,700,000",Early Stage Venture,2,Elad Gil,9
Pre Seed Round - Stardust,Pre-Seed,Seed,"$2,200,000","Sep 1, 2022",Stardust,"Stardust is a cycle tracker that integrates science, ancient wisdom, astronomy and AI","Artificial Intelligence, Consumer Software, Health Care, iOS, Machine Learning, Mobile Apps, Software",—,"New York, New York, United States, North America",stardust.app/,,"$2,200,000",Seed,1,"Betaworks, Precursor Ventures",4
Seed Round - Paragon Pure,Seed,Seed,"$3,900,000","Jul 27, 2022",Paragon Pure,Paragon Pure has developed a plant-based structured fat from rice bran.,"Food and Beverage, Food Processing, Restaurants",—,"Princeton, New Jersey, United States, North America",paragonpure.com,,"$4,425,000",Seed,7,Unovis Asset Management,5
Seed Round - Kinetic,Seed,Seed,"$7,200,000","Aug 1, 2022",Kinetic,Frontier technology lab,Internet,—,"Santa Monica, California, United States, North America",kinetic.xyz,,"$7,200,000",Seed,1,—,8
Seed Round - Vartega,Seed,Seed,"$5,000,000","Aug 16, 2022",Vartega,Vartega manufactures low-cost recycled carbon fiber sourced from various dry fiber and pre-preg scraps.,"Advanced Materials, Manufacturing, Recycling",—,"Golden, Colorado, United States, North America",www.vartega.com,,"$10,741,119",—,10,"BELLE Michigan, LP",9
Pre Seed Round - Noba,Pre-Seed,Seed,"$5,000,000","Aug 15, 2022",Noba,Noba is a tech business building a more open world financial system.,"Financial Services, FinTech",—,"Miami, Florida, United States, North America",noba.com,,"$5,000,000",Seed,1,—,10
Seed Round - Center,Seed,Seed,"$11,000,000","Jul 28, 2022",Center,Center is an API for NFT metadata.,"Internet, Internet of Things, Software",—,"Palo Alto, California, United States, North America",center.app,,"$11,000,000",Seed,2,"Founders Fund, Thrive Capital",3
Seed Round - Kaito,Seed,Seed,"$5,300,000","Aug 17, 2022",Kaito,AI-powered search engine for digital assets,"Artificial Intelligence, Cryptocurrency, Information Technology, Machine Learning, Software",—,"Seattle, Washington, United States, North America",www.kaito.ai/,,"$10,800,000",Early Stage Venture,2,Dragonfly,9
Seed Round - Personal AI,Seed,Seed,"$2,500,000","Sep 1, 2022",Personal AI,Personal AI is an AI messaging application for augmenting human connection and memory recall.,"Artificial Intelligence, Consumer, Messaging",Women Founded,"New York, New York, United States, North America",personal.ai,,"$8,400,000",Seed,4,Supernode Global,9
Seed Round - Intramotev,Seed,Seed,"$6,487,000","Sep 12, 2022",Intramotev,Intramotev manufactures self-propelled battery-electric railcars to advance the future of freight movement.,"Autonomous Vehicles, Freight Service, Logistics, Railroad",—,"St Louis, Missouri, United States, North America",www.intramotev.com,,"$6,737,000",Seed,4,Flybridge,5
Seed Round - Campus Ink - NIL Store,Seed,Seed,"$1,700,000","Sep 1, 2022",Campus Ink - NIL Store,A platform for athletes to sell a to learn design and sell merch. Managing the brands of college athletes to monetize through merch.,"E-Commerce, Retail",—,"Urbana, Illinois, United States, North America",www.campus.ink,,"$1,955,000",Seed,2,Lightbank,6
Seed Round - Kona,Seed,Seed,"$4,000,000","Jul 26, 2022",Kona,"The Techstars-backed startup, Kona, allows managers to get a pulse on team morale.",—,—,"Los Angeles, California, United States, North America",www.heykona.com/,,"$4,000,000",Seed,2,Unusual Ventures,9
Seed Round - CornerUp,Seed,Seed,"$7,480,165","Jul 21, 2022",CornerUp,"CornerUp is a B2B e-commerce platform powered by sourcing, purchasing, and discovery for independent stores.","B2B, E-Commerce, Software",—,"New York, New York, United States, North America",www.cornerup.com,,"$8,980,165",—,2,—,3
Seed Round - EigenLayer,Seed,Seed,"$14,400,000","Aug 1, 2022",EigenLayer,EigenLayer provides developers access to the Ethereum staked capital basis and decentralized validator set.,"Blockchain, Information Technology, Innovation Management",—,"Seattle, Washington, United States, North America",www.eigenlayer.xyz,,"$64,400,000",Early Stage Venture,3,—,3
Seed Round - Andi,Seed,Seed,"$2,500,000","Sep 13, 2022",Andi,"Search for the next generation using generative AI. Instead of just links, Andi gives you answers - like chatting with a smart friend.",Artificial Intelligence,—,"New York, New York, United States, North America",andisearch.com/,,"$2,500,000",Seed,1,—,6
Pre Seed Round - Maya’s Carniceria,Pre-Seed,Seed,"$50,000","Aug 15, 2022",Maya’s Carniceria,"Maya's Carniceria provides fresh fruit, vegetables and meat to residents and visitors in Rocky Ford Colorado.","Grocery, Service Industry",—,"Rocky Ford, Colorado, United States, North America",www.yelp.com/biz/mayas-carniceria-rocky-ford,,"$50,000",Seed,1,Greater Colorado Pitch Series,1
Seed Round - Zeet,Seed,Seed,"$4,300,000","Sep 6, 2022",Zeet,"Zeet is a developer-focused application platform that deploys code or app to AWS, GCP, and other cloud providers.","Cloud Computing, Cloud Management, Developer Platform, Developer Tools, Software",—,"San Francisco, California, United States, North America",zeet.co,,"$6,300,000",Seed,3,Sequoia Capital,8
Seed Round - Violet,Seed,Seed,"$5,300,000","Aug 15, 2022",Violet,Violet is a platform that helps the healthcare industry deliver more inclusive services.,"Health Care, Medical, mHealth",—,"New York, New York, United States, North America",www.joinviolet.com,,"$6,800,000",Seed,2,SemperVirens Venture Capital,6
Seed Round - Magna,Seed,Seed,"$15,200,000","Sep 15, 2022",Magna,Magna develops a token vesting and DeFi investment management platform.,"Finance, Financial Services, FinTech",—,"San Francisco, California, United States, North America",magna.so,,"$15,200,000",Seed,1,"Tiger Global Management, Tusk Venture Partners",24
Seed Round - Allison,Seed,Seed,"€10,000,000","Sep 6, 2022",Allison,"Allison provides technical, engineering, and project management services.","Mechanical Engineering, Oil and Gas, Project Management",—,"Amelia, Louisiana, United States, North America",www.allison-companies.net,,"€10,000,000",Seed,1,"C4 Ventures, Samaipata",3
Seed Round - Book.io,Seed,Seed,"$500,000","Aug 23, 2022",Book.io,"Book.io is a multi-chain Web3 marketplace for buying, reading, and selling decentralized eBooks and Audiobooks.","Audiobooks, Blockchain, EBooks, Marketplace, Publishing",—,"Mckinney, Texas, United States, North America",www.book.io,,"$1,330,000",Seed,2,—,2
Pre Seed Round - Additive Space Technologies,Pre-Seed,Seed,"$120,000","Sep 12, 2022",Additive Space Technologies,"Additive Space Technologies uses machine-learning collaborative system for building vehicles and infrastructure on Earth, the Moon, or Mars.","3D Printing, 3D Technology, Aerospace, Machine Learning, Manufacturing",—,"Denver, Colorado, United States, North America",additivespacetech.com,,"$120,000",Seed,1,Techstars,2
Seed Round - Boram,Seed,Seed,"₩3,500,000,000","Aug 5, 2022",Boram,Boram includes a flexible agenda of specially designed services,Hospitality,—,"New York, New York, United States, North America",boramcare.com/,,"₩3,500,000,000",Seed,1,—,2
Seed Round - Ascend Homes,Seed,Seed,"$2,700,000","Aug 1, 2022",Ascend Homes,Ascend Homes helps families through the homeownership process.,"FinTech, Real Estate Investment",—,"New York, New York, United States, North America",www.ascendhome.co,,"$3,700,000",Seed,2,—,6
Pre Seed Round - FreshCredit Inc.,Pre-Seed,Seed,"$250,000","Sep 1, 2022",FreshCredit Inc.,We develop tools enabling credit anywhere. Control your data. Control your Credit.,"Artificial Intelligence, Biotechnology, Blockchain, Credit, Education, FinTech, Insurance, Pharmaceutical, Supply Chain Management, Telecommunications",—,"Bellevue, Washington, United States, North America",freshcredit.com/,,"$250,000",Seed,1,"Cesar Tinajero, Charles Wolfus",2
Pre Seed Round - Frame,Pre-Seed,Seed,"$1,542,000","Sep 2, 2022",Frame,All-in-one AI-powered collaboration OS,"Apps, B2B, Internet, Productivity Tools, SaaS, Software",—,"San Francisco, California, United States, North America",www.frame.so/,,"$1,542,000",Seed,1,Episode 1,6
Seed Round - xMentium,Seed,Seed,"$2,350,000","Aug 10, 2022",xMentium,XMentium is an information technology company that specializes in an online marketplace for online buyers and sellers.,"Digital Marketing, Information Technology, Marketplace, Online Portals",—,"Lincoln, Massachusetts, United States, North America",www.xmentium.com,,"$4,303,890",Seed,3,—,1
Pre Seed Round - Talkbase,Pre-Seed,Seed,"$2,100,000","Aug 22, 2022",Talkbase,Talkbase is a Community Operations platform that helps community builders visualize community engagement.,"Analytics, Collaboration, Information Technology, SaaS, Software",—,"Wilmington, Delaware, United States, North America",talkbase.io,,"$2,100,000",Seed,1,J&T Ventures,4
Seed Round - BlueFi,Seed,Seed,"$3,200,000","Aug 3, 2022",BlueFi,BlueFi is a blockchain-based company that offers know your customer and anti money laundering products.,"Blockchain, Cryptocurrency",—,"Tampa, Florida, United States, North America",blue.fi/,,"$3,300,000",Seed,2,"Blockchange Ventures, Fenbushi Capital",6
Seed Round - Sunbird Messaging App,Seed,Seed,"$2,500,000","Jul 18, 2022",Sunbird Messaging App,Sunbird is the future of messaging for Android users. Users get blue bubbles on their Android and unified messaging across top apps.,"Android, Apps, Messaging, Mobile Apps",—,"New York, New York, United States, North America",sunbirdapp.com,,"$2,900,000",Seed,2,—,6
Pre Seed Round - Emonomy,Pre-Seed,Seed,"$10,000","Jul 20, 2022",Emonomy,Emonomy is an enterprise solution that doubles brand marketing efficiency through emotion-based media planning,"Advertising, Marketing, Neuroscience",—,"Lewes, Delaware, United States, North America",emonomy.xyz,,"$10,000",Seed,1,500 Global,1
Seed Round - Winechain,Seed,Seed,"$6,500,000","Sep 5, 2022",Winechain,Winechain provides NFT platform engaged in fine and prestige wine DTC sales.,—,—,"Miami Beach, Florida, United States, North America",winechain.co/,,"$6,500,000",Seed,1,—,2
Seed Round - Profluent Bio,Seed,Seed,"$9,000,000","Aug 25, 2022",Profluent Bio,Profluent Bio is an AI-first protein design company,"Artificial Intelligence, Biotechnology",—,"Berkeley, California, United States, North America",www.profluent.bio/,,"$9,000,000",Seed,1,Insight Partners,4
Pre Seed Round - Suptho,Pre-Seed,Seed,"$1,000,000","Sep 9, 2022",Suptho,connecting people and places,Software,—,"Miami, Florida, United States, North America",suptho.xyz/,,"$1,000,000",Seed,2,—,2
Seed Round - Freedom Biosciences,Seed,Seed,"$10,500,000","Aug 23, 2022",Freedom Biosciences,Freedom Biosciences is a biotechnology platform developing next-generation psychedelic therapeutics.,"Biotechnology, Therapeutics",—,"San Francisco, California, United States, North America",www.freedombio.co/,,"$10,500,000",—,2,MBX Capital,10
"Pre Seed Round - Vengreso, Inc.",Pre-Seed,Seed,"$625,000","Aug 1, 2022","Vengreso, Inc.",Giving You Back 1 Hour Every Day in Productivity to Knowledge Workers Around the Globe with FlyMSG.io,"Information Technology, Internet, Marketing, Productivity Tools, Recruiting, Sales, Software, Training","Hispanic / Latine Founded, Women Founded","Walnut Creek, California, United States, North America",vengreso.com,,"$625,000",Seed,1,—,3
Seed Round - EEP Capital,Seed,Seed,"$3,540,000","Aug 10, 2022",EEP Capital,EEP Capital is a venture capital firm focusing on early-stage padel companies.,"Finance, Financial Services, Venture Capital",—,"Laguna Beach, California, United States, North America",www.eepcapital.com/,,"$3,540,000",Seed,1,—,—
Pre Seed Round - Liquidstar,Pre-Seed,Seed,"$900,000","Sep 1, 2022",Liquidstar,"Liquidstar makes Waypoints, or the 7/11 for Utility Services (Electricity, Water, and Internet) in Emerging Markets","CleanTech, Data Center, Emerging Markets, Renewable Energy, Social Impact, Sustainability",Black / African American Led,"Los Angeles, California, United States, North America",www.liquidstar.io/,,"$1,020,000",Seed,3,—,2
Pre Seed Round - NeoSwap,Pre-Seed,Seed,"$1,500,000","Aug 17, 2022",NeoSwap,"NeoSwap is a multi-party, multi-item NFT swap platform that redistributes items in a win-win-win manner, using minimal currency.","Artificial Intelligence, Blockchain, Cryptocurrency, FinTech, Information Services, Marketplace, Web Apps",—,"Richmond, Virginia, United States, North America",neoswap.party,,"$2,500,000",Seed,3,—,5
Seed Round - FinAccess,Seed,Seed,"$500,000","Aug 8, 2022",FinAccess,FinAccess is a banking software for microfinance organisations.,"Banking, Software",—,"San Francisco, California, United States, North America",finaccess.co/,,"$1,695,000",Seed,6,HAVAÍC,1
Seed Round - Power,Seed,Seed,"$16,100,000","Sep 14, 2022",Power,Power offers credit card programs for businesses using its cloud-native issuance platform.,"Credit Cards, Finance, Financial Services, FinTech",—,"New York, New York, United States, North America",usepower.com,,"$316,100,000",M&A,2,"Anthemis Group, Fin Capital",10
Pre Seed Round - Capsa Technology,Pre-Seed,Seed,"$120,000","Sep 12, 2022",Capsa Technology,Capsa Technology operates an online platform that facilitates the trading of invoices (receivables).,"Information Services, Information Technology",—,"Wilmington, Delaware, United States, North America",getcapsa.com/,,"$120,000",Seed,3,—,1
Seed Round - Raisonance,Seed,Seed,"$2,500,000","Aug 11, 2022",Raisonance,Raisonance provides artificial intelligence and machine learning-based solutions for the healthcare industry.,"Analytics, Artificial Intelligence, Biometrics, Machine Learning, Medical",—,"Greenwood Village, Colorado, United States, North America",raisonance.ai/,,"$2,500,000",Seed,1,—,—
Seed Round - PVS Financial Coaching & Services,Seed,Seed,"$17,500","Jul 28, 2022",PVS Financial Coaching & Services,Prospective Vision Solutions is an institute that gives financial literacy and educates students on the best financial options for college.,"Education, Finance, Personal Finance",—,"Vicksburg, Mississippi, United States, North America",prospectivevs.com/,,"$17,500",Seed,1,"CoBuilders, Innovate Mississippi / MS Angel Network/ MS Seed Fund",2
Seed Round - Shovel,Seed,Seed,"$157,500","Jul 28, 2022",Shovel,"Shovel is an online marketplace connecting buyers and sellers for the sourcing, purchase, and delivery of dirt for construction projects.","Building Material, Construction, E-Commerce, Marketplace",—,"Oxford, Mississippi, United States, North America",www.theshovelapp.com/,,"$317,500",Seed,2,"CoBuilders, Innovate Mississippi / MS Angel Network/ MS Seed Fund",2
Seed Round - WonderWindow,Seed,Seed,"$17,500","Jul 28, 2022",WonderWindow,WonderWindow is a construction firm that makes high-performance windows that provide net-zero energy savings.,"Building Material, Construction, Home and Garden, Machinery Manufacturing, Smart Home",—,"St Louis, Missouri, United States, North America",www.wonderwindow.net/,,"$134,000",Seed,3,"CoBuilders, Innovate Mississippi / MS Angel Network/ MS Seed Fund",2
Seed Round - Reciprocity Health,Seed,Seed,"$450,000","Aug 23, 2022",Reciprocity Health,Reciprocity Health provides health programs that reduce unnecessary health care costs.,"Apps, Artificial Intelligence, Health Care, Health Insurance, mHealth, Mobile Apps, Web Apps",—,"Wilmington, Delaware, United States, North America",www.reciprocityhealth.com/programs,,"$450,000",Seed,1,—,1
Seed Round - Fermat Commerce,Seed,Seed,"$12,000,000","Sep 19, 2022",Fermat Commerce,Fermat Commerce develops an influencer-driven e-commerce platform.,"E-Commerce, Shopping, Social Media Marketing",—,"San Francisco, California, United States, North America",fermatcommerce.com,,"$12,000,000",Seed,1,—,6
Seed Round - Uplinq,Seed,Seed,"$5,600,000","Aug 15, 2022",Uplinq,"Saas, Automated Bookkeeping, Financial Intelligence","Accounting, Business Intelligence, Financial Services, FinTech, Software",—,"Tempe, Arizona, United States, North America",uplinq.ai,,"$7,250,098",Seed,2,AZ-VC,3
Seed Round - The Skin Consult,Seed,Seed,"$257,500","Jul 28, 2022",The Skin Consult,The Skin Consult is a skincare marketplace platform for licensed skincare experts to offer customers a virtual skin consultation.,"Beauty, Consulting, Cosmetics, Marketplace","South Asian Founded, Women Founded, Women Led","Ridgeland, Mississippi, United States, North America",www.theskinconsult.com/,,"$507,500",Seed,3,"CoBuilders, Innovate Mississippi / MS Angel Network/ MS Seed Fund",2
Seed Round - Bookkeeper360,Seed,Seed,"$2,500,000","Aug 18, 2022",Bookkeeper360,Bookkeeper360 is a fintech accounting solution for small businesses.,"Accounting, Business Intelligence, Consulting, Finance, Financial Services, FinTech, SaaS, Software",—,"Woodbury, New York, United States, North America",www.bookkeeper360.com/,,"$4,600,000",Seed,6,—,3
Pre Seed Round - IFO Corporation,Pre-Seed,Seed,"$11,764","Aug 1, 2022",IFO Corporation,IFO Corporation is a software company that offers innovative graphic design and website development for its clients,"Creative Agency, Graphic Design, Project Management, Software",—,"Dover, Delaware, United States, North America",ifocorporation.com/,,"$73,528",Early Stage Venture,4,—,2
Seed Round - TerraScale,Seed,Seed,"$2,250,000","Sep 1, 2022",TerraScale,Green. Smart. Secure.,"Civil Engineering, Clean Energy, CleanTech, Financial Services, Fuel Cell, Green Building, GreenTech, Power Grid, Renewable Energy",Women Founded,"Santa Monica, California, United States, North America",terrascale.org,,"$4,500,000",Seed,2,Danny Hayes,1
Seed Round - Data Mynt,Seed,Seed,"$2,500,000","Aug 1, 2022",Data Mynt,Seamless global trade payments orchestrated across multiple rails for African businesses,"B2B, Banking, Blockchain, Emerging Markets, Financial Services, FinTech, Payments, Supply Chain Management",South Asian Led,"Oakland, California, United States, North America",datamynt.com,,"$2,700,000",Seed,2,—,13
Seed Round - Tavour,Seed,Seed,"$425,717","Jul 20, 2022",Tavour,Tavour bring the best independent craft beers to your door.,"Craft Beer, E-Commerce, Food and Beverage",—,"Seattle, Washington, United States, North America",www.tavour.com,,"$425,717",Seed,2,—,1
Seed Round - She Matters,Seed,Seed,"$1,500,000","Aug 10, 2022",She Matters,She Matters is a social networking platform dedicated to black women's mental health.,"Fitness, Health Care, Personal Health, Wellness","Black / African American Founded, Black / African American Led","New York, New York, United States, North America",www.shematters.health,,"$1,650,000",—,5,—,6
Seed Round - Pager,Seed,Seed,"$6,088,855","Aug 1, 2022",Pager,Pager is building a new way to capture digital experiences.,Social Media,—,"New York, New York, United States, North America",www.pager.xyz,,"$7,888,855",Seed,2,—,3
Seed Round - Fixie.ai,Seed,Seed,"$4,999,998","Jul 27, 2022",Fixie.ai,Fixie develops an automation platform for large language models.,"Artificial Intelligence, Information Technology, Machine Learning, Software",—,"Seattle, Washington, United States, North America",fixie.ai,,"$16,999,998",Seed,2,"SignalFire, Zetta Venture Partners",4
Seed Round - LiftUp Enterprises,Seed,Seed,"$1,850,000","Aug 17, 2022",LiftUp Enterprises,"LiftUp Enterprises is a for profit social enterprise that creates, grows, and scales profitable entities that are managed with dignity.","Communities, Social","Hispanic / Latine Founded, Hispanic / Latine Led","Chicago, Illinois, United States, North America",liftupchicago.org,,"$3,900,000",Seed,4,—,1
Pre Seed Round - Mattoboard,Pre-Seed,Seed,"$450,000","Aug 12, 2022",Mattoboard,Mattoboard provides object-based 3D design tool for industries.,Interior Design,—,"Las Vegas, Nevada, United States, North America",mattoboard.com,,"$570,000",Seed,3,—,3
Seed Round - Drugviu,Seed,Seed,"$2,400,000","Sep 15, 2022",Drugviu,Drugviu is a population health platform that is expanding the data set in health and medication outcomes for non-white populations.,"Computer, Health Care, Information Technology, Internet, Medical","Black / African American Founded, Black / African American Led, Women Founded","New York, New York, United States, North America",www.drugviu.com/,,"$4,750,000",Seed,5,—,1
Seed Round - Voyceme,Seed,Seed,"$2,500,000","Aug 1, 2022",Voyceme,"VoyceMe is the first English original platform for manga, webcomics, and light novels!","Comics, Content Creators, Content Discovery, Digital Entertainment, Digital Media, Internet, Media and Entertainment, Publishing",—,"New York, New York, United States, North America",www.voyce.me/,,"$2,520,000",Seed,4,"Bessemer Venture Partners, M13, Red Sea Ventures, RiverPark Ventures, Torch Capital",12
Seed Round - Old Salt,Seed,Seed,"$2,172,000","Aug 23, 2022",Old Salt,Old Salt offers fresh meats from livestock raised in landscapes.,"Consumer Goods, Food and Beverage, Livestock",—,"Helena, Montana, United States, North America",www.oldsaltco-op.com/,,"$2,297,000",Seed,2,—,—
Seed Round - Mural,Seed,Seed,"$5,600,000","Aug 23, 2022",Mural,"Mural is a fintech startup building the fastest collaborative payouts platform, with the lowest fees.",—,—,"New York, New York, United States, North America",www.mural.xyz,,"$5,600,000",Seed,1,—,18
Pre Seed Round - Fams,Pre-Seed,Seed,"$200,000","Sep 1, 2022",Fams,Edutainment parenting supportive app co-pilot for building healthy&conscious relationships in families,"Apps, Digital Entertainment, EdTech, Education, Information Technology, Parenting",—,"Wilmington, Delaware, United States, North America",apps.apple.com/app/id6443483034,,"$200,000",Seed,1,—,1
Pre Seed Round - Pay4Me App,Pre-Seed,Seed,"$120,000","Sep 13, 2022",Pay4Me App,Instant cross-border payments for international students worldwide.,"Financial Services, FinTech, Higher Education","Black / African American Founded, Black / African American Led","Boise, Idaho, United States, North America",pay4me.app/,,"$120,000",Seed,1,—,1
Seed Round - Cosmos,Seed,Seed,"$6,000,000","Aug 22, 2022",Cosmos,Cosmos is a Pinterest alternative for creatives.,—,—,"New York, New York, United States, North America",cosmos.so,,"$6,000,000",Seed,1,—,2
Pre Seed Round - Immigo,Pre-Seed,Seed,"$1,100,000","Aug 1, 2022",Immigo,"Peer-to-peer, cohort-based English learning platform.","Communities, Content Creators, EdTech, Information Technology","East Asian Founded, East Asian Led, Women Founded, Women Led","San Francisco, California, United States, North America",immigo.io,,"$1,370,000",Seed,3,—,6
Pre Seed Round - Outline It,Pre-Seed,Seed,"$865,500","Aug 31, 2022",Outline It,Outline is an interactive writing platform and pedagogical tool helping students write better-structured essays faster.,"EdTech, Education, Information Technology, Software",—,"Princeton, New Jersey, United States, North America",www.myoutline.com,,"$865,500",Seed,1,—,5
Pre Seed Round - Pilot AI,Pre-Seed,Seed,"$500,000","Jul 22, 2022",Pilot AI,Pilot AI operates as a tool that automatically turns call recording into structured information.,"Artificial Intelligence, Software",—,"San Francisco, California, United States, North America",www.getpilot.ai/,,"$2,700,000",—,2,Y Combinator,1
Pre Seed Round - Blockpliance Inc.,Pre-Seed,Seed,"$125,000","Aug 25, 2022",Blockpliance Inc.,User-friendly blockchain analytics and crypto compliance platform,"Analytics, B2B, Blockchain, Compliance, Cryptocurrency, FinTech, Software","Hispanic / Latine Founded, Hispanic / Latine Led","New York, New York, United States, North America",www.blockpliance.com,,"$125,000",Seed,1,—,2
Seed Round - Love Health,Seed,Seed,"$7,500,000","Aug 17, 2022",Love Health,Love is a healthcare company that considers community input while creating new therapies.,Health Care,—,"Miami, Florida, United States, North America",www.love.com/,,"$20,000,000",—,2,"Human Capital, MaC Venture Capital",3
Pre Seed Round - Nandi Labs,Pre-Seed,Seed,"$800,000","Sep 9, 2022",Nandi Labs,Connecting Global Capital to Creators With Global Audiences,"Blockchain, Cryptocurrency, FinTech",Black / African American Led,"Washington, District of Columbia, United States, North America",www.nandilabs.com,,"$800,000",Seed,2,"Flori Ventures, Nestcoin, SOSV",11
Pre Seed Round - Solar Unsoiled,Pre-Seed,Seed,"$120,000","Jul 29, 2022",Solar Unsoiled,Solar Unsoiled is a software platform that enables solar farms to optimize the mitigation of soiling losses.,"Renewable Energy, Solar",—,"Durham, North Carolina, United States, North America",www.solarunsoiled.com,,"$120,000",Seed,1,"Strategic & Angels, Techstars",2
Seed Round - Studio,Seed,Seed,"$3,300,000","Jul 29, 2022",Studio,Studio is a social software by & for creatives.,Consumer Software,—,"New York, New York, United States, North America",s-tud.io,,"$3,300,000",Seed,1,Google Ventures,10
Seed Round - Usko Privacy,Seed,Seed,"$1,800,000","Sep 8, 2022",Usko Privacy,Usko Privacy provides a suite of analytics tools that enable consumers to monitor their spending.,"Analytics, Mobile Apps, SaaS, Software",—,"Miami, Florida, United States, North America",usko.app,,"$1,800,000",Seed,1,—,10
Pre Seed Round - DTE Materials,Pre-Seed,Seed,"$987,500","Sep 1, 2022",DTE Materials,"DTE Materials manufactures engineered, cellulosic bioaggregates for use in insulating, fireproof, carbon negative natural fiber concretes.",Manufacturing,—,"Fresno, California, United States, North America",www.dtematerials.com/,,"$987,500",Seed,2,—,1
Pre Seed Round - AEER PLATFORM INC,Pre-Seed,Seed,"$130,000","Aug 1, 2022",AEER PLATFORM INC,AEER Platform - the creators of FeelGrow application.,"Education, Information Technology",—,"Dover, Delaware, United States, North America",feelgrow.ai,,"$330,000",Seed,3,—,1
Seed Round - Diversified Food Solutions,Seed,Seed,"$7,500","Jul 28, 2022",Diversified Food Solutions,Diversified Food Solutions is engaged in food consulting and business development.,"Business Development, Consulting, Food and Beverage",—,"Bentonville, Arkansas, United States, North America",www.diversifiedfoodsolutions.com/,,"$7,500",Seed,1,CoBuilders,1
