Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Pawp,Seed,Seed,"$3,000,000","May 3, 2019",Pawp,Pawp is a digital health clinic and telehealth platform for pet owners and their pets that connects them with veterinary professionals.,"Health Care, Pet, Wellness",—,"New York, New York, United States, North America",www.pawp.com,,"$27,500,000",—,4,—,8
Pre Seed Round - Cuanto,Pre-Seed,Seed,"$1,450,000","Mar 18, 2019",Cuanto,Cuanto allows Latin American creators monetize their audience and sell over social media.,"Information Technology, Mobile Payments, Payments",—,"San Francisco, California, United States, North America",web.cuanto.app,,"$1,450,000",Seed,2,Y Combinator,3
Seed Round - Bonfire Women,Seed,Seed,"$950,000","Mar 20, 2019",Bonfire Women,"Bonfire Women offers a distinctive model of talent development that combines multiple elements into a singular, transformative experience.","Communities, Corporate Training, Training",—,"Chicago, Illinois, United States, North America",thebonfire.co/,,"$4,020,000",—,2,—,—
Pre Seed Round - SoldWell,Pre-Seed,Seed,"$1,500,000","May 8, 2019",SoldWell,SoldWell is a real estate company that provides buying and selling services for homes.,"Commercial, Property Management, Real Estate, Residential",—,"Mclean, Virginia, United States, North America",soldwell.com,,"$1,500,000",Seed,1,—,1
Seed Round - Polco,Seed,Seed,"$2,065,000","Apr 4, 2019",Polco,Polco is a civic participation and public entity performance analytics SaaS technology company.,"Analytics, CivicTech, Crowdsourcing, GovTech, SaaS",—,"Middleton, Wisconsin, United States, North America",polco.us,,"$24,366,500",Early Stage Venture,5,Hivers and Strivers,4
Seed Round - Deel,Seed,Seed,"$3,850,000","Apr 2, 2019",Deel,"Deel is a payroll and compliance platform that provides employees and contractors with hiring, HR, and payroll services.","Financial Services, FinTech, Human Resources, Recruiting",Women Founded,"San Francisco, California, United States, North America",www.deel.com,,"$679,000,000",—,8,—,16
Seed Round - Sapient Industries,Seed,Seed,"$2,000,000","Apr 5, 2019",Sapient Industries,Sapient is an enterprise plug load management system powered by machine learning.,"Energy Management, Enterprise Software",—,"Philadelphia, Pennsylvania, United States, North America",www.sapient.industries/,,"$24,040,000",Early Stage Venture,8,—,6
Seed Round - SoftPoint,Seed,Seed,"$600,000","Apr 20, 2019",SoftPoint,"SoftPoint is the first fully integrated hospitality management system that specializes in operations, payments and control the business.","FinTech, Hotel, Point of Sale, Restaurants, Retail Technology, SaaS, Software",—,"Scottsdale, Arizona, United States, North America",www.softpointcloud.com,,"$600,000",Seed,1,—,—
Pre Seed Round - ZeroStorefront,Pre-Seed,Seed,"$150,000","Mar 13, 2019",ZeroStorefront,ZeroStorefront connects local business applications to drive more orders and better customer experiences.,"CRM, Data Mining, Restaurants","Black / African American Founded, Black / African American Led, East Asian Founded, South Asian Founded","San Francisco, California, United States, North America",www.zerostorefront.com,,"$2,250,000",M&A,4,Y Combinator,2
Seed Round - Co–Star,Seed,Seed,"$5,200,000","Apr 15, 2019",Co–Star,Co–Star is a real-time horoscopes bringing astrology into the 21st century.,"Artificial Intelligence, Social Media, Software","Middle Eastern / North African Founded, Women Founded, Women Led","New York, New York, United States, North America",www.costarastrology.com,,"$20,950,000",Early Stage Venture,3,Maveron,6
Seed Round - Boundary Layer Technologies,Seed,Seed,"$2,300,000","Mar 18, 2019",Boundary Layer Technologies,Boundary Layer Technologies is a startup that builds high-speed container ships using hydrofoil technology.,"Marine Transportation, Transportation",—,"San Francisco, California, United States, North America",boundarylayer.tech/,,"$7,100,000",Seed,3,—,8
Seed Round - Good Dog,Seed,Seed,"$6,700,000","Apr 2, 2019",Good Dog,Good Dog makes it simple to get a dog responsibly.,Pet,Women Founded,"New York, New York, United States, North America",www.gooddog.com/,,"$6,700,000",Seed,2,—,7
Seed Round - Fledging,Seed,Seed,"$1,100,000","Mar 30, 2019",Fledging,Fledging designs and develops premium electronics for creative professionals.,"Computer, Consumer Electronics, Hardware",—,"Birmingham, Alabama, United States, North America",fledging.net/,,"$1,525,000",Seed,4,—,3
Seed Round - Visit.org,Seed,Seed,"$2,000,000","Apr 1, 2019",Visit.org,Visit.org is a SaaS platform for employee-driven corporate social responsibility (CSR).,"Human Resources, SaaS, Social Impact, Software","Women Founded, Women Led","New York, New York, United States, North America",visit.org/,,"$12,036,196",—,6,World Trade Ventures (WTV),2
Seed Round - Gridwise,Seed,Seed,"$1,300,000","Apr 1, 2019",Gridwise,Gridwise develops a rideshare and delivery assistant platform that tracks mileage and performance.,"Apps, Car Sharing, Delivery, Transportation",—,"Pittsburgh, Pennsylvania, United States, North America",gridwise.io,,"$20,400,000",Early Stage Venture,7,—,11
Seed Round - Bison Trails,Seed,Seed,"$5,250,000","Mar 19, 2019",Bison Trails,Bison Trails allows the user to run secure infrastructure on multiple blockchains.,"Blockchain, Infrastructure, Internet, Software",—,"Brooklyn, New York, United States, North America",bisontrails.co/,,"$30,750,000",M&A,2,"Accomplice, Initialized Capital",10
Seed Round - 70 Million Jobs,Seed,Seed,"$150,000","Mar 18, 2019",70 Million Jobs,"70MillionJobs is the first national, for-profit employment platform for people with criminal records.","Human Resources, Internet, Recruiting",—,"Los Angeles, California, United States, North America",www.70millionjobs.com/,,"$1,150,000",Seed,3,"HATCHER+, Quake Capital Partners",4
Pre Seed Round - Equip ID,Pre-Seed,Seed,"$700,000","May 3, 2019",Equip ID,Equip ID connects mechanical equipment to the digital world using NFC tags to deliver equipment-specific data and supportive content.,"Autonomous Vehicles, Information Services, Information Technology, Internet",—,"New York, New York, United States, North America",www.equipid.com/,,"$700,000",Seed,1,—,1
Seed Round - Ashby,Seed,Seed,"$3,000,000","Mar 13, 2019",Ashby,Ashby develops recruitment software used for high-growth companies.,"Human Resources, Management Information Systems, Recruiting, Software",—,"San Francisco, California, United States, North America",www.ashbyhq.com,,"$39,035,107",Early Stage Venture,4,Lachy Groom,2
Seed Round - DeepMotion,Seed,Seed,"$2,200,000","Mar 20, 2019",DeepMotion,DeepMotion is building a motion intelligence platform for digital humans and virtual creatures powered by deep learning in the cloud.,"Animation, Artificial Intelligence, Augmented Reality, Cloud Computing, Digital Entertainment, Machine Learning, Robotics, SaaS, Simulation, Video Games, Virtual Reality",—,"Redwood City, California, United States, North America",www.deepmotion.com/,,"$2,200,000",—,3,Scrum Ventures,3
Pre Seed Round - Career Karma,Pre-Seed,Seed,"$437,500","Mar 18, 2019",Career Karma,Career Karma helps people find career advice and job training to navigate their careers.,"Career Planning, Social Network, Training","Black / African American Founded, Black / African American Led, Hispanic / Latine Founded","San Francisco, California, United States, North America",careerkarma.com,,"$51,937,500",Early Stage Venture,4,Y Combinator,14
Seed Round - Forage,Seed,Seed,"$1,600,000","May 7, 2019",Forage,"Forage works with the world’s top employers to create job simulations for students to build career skills, visibility, and confidence.","Corporate Training, E-Learning, Education, Employment, Skill Assessment",—,"San Francisco, California, United States, North America",www.theforage.com,,"$36,050,000",Early Stage Venture,7,—,3
Pre Seed Round - Lightup,Pre-Seed,Seed,"$4,750,000","Apr 9, 2019",Lightup,"No-Code Deep Data Quality, at Enterprise Scale","Cloud Data Services, Software",—,"Mountain View, California, United States, North America",www.lightup.ai/,,"$20,650,000",Early Stage Venture,3,—,—
Seed Round - rct AI,Seed,Seed,"$1,728,945","Apr 3, 2019",rct AI,Providing AI solutions to the game industry,"3D Technology, Artificial Intelligence, Gaming, Machine Learning",—,"Burbank, California, United States, North America",rct.ai/,,"$25,728,945",Early Stage Venture,5,Y Combinator,1
Seed Round - JOGO Health,Seed,Seed,"$2,500,000","May 1, 2019",JOGO Health,JOGO Health develops digital therapeutics products to treat pain and neuromuscular conditions.,"Biotechnology, Health Care, Medical Device, Pharmaceutical, Therapeutics",—,"Bridgewater, New Jersey, United States, North America",www.jogohealth.com,,"$10,427,299",Seed,3,—,1
Seed Round - Overview.ai,Seed,Seed,"$3,300,000","Mar 18, 2019",Overview.ai,"Reliable, Adaptable Computer Vision Systems for Any Factory.","Artificial Intelligence, Computer Vision, Industrial Automation, Machine Learning, Software",—,"San Francisco, California, United States, North America",www.overview.ai/,,"$13,300,000",Early Stage Venture,3,Y Combinator,2
Pre Seed Round - NIRVANS PROJECT CONSULTANTS,Pre-Seed,Seed,"$142,000","Mar 30, 2019",NIRVANS PROJECT CONSULTANTS,"Consulting Tech, Goods and Services, CRM, Emerging Markets",—,—,"Atlanta, Georgia, United States, North America",www.nirvansconsulting.com,,"$142,000",Seed,1,—,—
Seed Round - Halp,Seed,Seed,"$2,600,000","Apr 4, 2019",Halp,"Halp is a conversational ticketing solution for IT teams to assign, prioritize, and answer requests from Slack in a message-based interface.","Human Resources, Internet, IT Management, SaaS",—,"Boulder, Colorado, United States, North America",www.halp.com/,,"$2,720,000",M&A,3,Matchstick Ventures,7
Seed Round - Convex,Seed,Seed,"$2,800,000","Apr 2, 2019",Convex,Convex is a software development company that offers software and data to help commercial contractors and service businesses.,"Enterprise Software, Sales Automation, Software",—,"San Francisco, California, United States, North America",convexlabs.io,,"$59,550,000",Early Stage Venture,4,1984 Ventures,1
Pre Seed Round - Reelables,Pre-Seed,Seed,"$1,450,000","Apr 30, 2019",Reelables,Reelables is a automating supply chains and inventory management.,"Logistics, Manufacturing, Product Design, Supply Chain Management",—,"San Francisco, California, United States, North America",www.reelables.com/,,"$3,400,000",—,7,—,1
Seed Round - GameClub,Seed,Seed,"$2,500,000","May 2, 2019",GameClub,The home of mobile gaming’s greatest hits — all in one subscription. Available across iOS and Android.,"Mobile Apps, Video Games",—,"New York, New York, United States, North America",gameclub.io,,"$2,500,000",M&A,4,—,10
Pre Seed Round - Deel,Pre-Seed,Seed,"$150,000","Mar 18, 2019",Deel,"Deel is a payroll and compliance platform that provides employees and contractors with hiring, HR, and payroll services.","Financial Services, FinTech, Human Resources, Recruiting",Women Founded,"San Francisco, California, United States, North America",www.deel.com,,"$679,000,000",—,8,Y Combinator,1
Seed Round - Homelister,Seed,Seed,"$2,000,000","Mar 28, 2019",Homelister,Homelister is an online home-selling platform.,"E-Commerce, Real Estate","Women Founded, Women Led","Santa Monica, California, United States, North America",www.homelister.com,,"$16,500,000",Early Stage Venture,4,Mucker Capital,4
Pre Seed Round - Liquid Diamonds,Pre-Seed,Seed,"$300,000","May 4, 2019",Liquid Diamonds,Co-Pilot for B2B Diamond Sourcing,"B2B, FinTech, Stock Exchanges, Wholesale",South Asian Founded,"New York, New York, United States, North America",liquid.diamonds/,,"$300,000",Seed,4,—,2
Pre Seed Round - HomeMetrics,Pre-Seed,Seed,"$4,000","Apr 23, 2019",HomeMetrics,HomeMetrics is a producer of smart home water monitoring devices.,"Internet of Things, SaaS, Smart Home, Software",—,"Rapid City, South Dakota, United States, North America",www.homemetrics.io,,"$26,000",Seed,6,—,—
Pre Seed Round - HomeMetrics,Pre-Seed,Seed,"$5,000","May 5, 2019",HomeMetrics,HomeMetrics is a producer of smart home water monitoring devices.,"Internet of Things, SaaS, Smart Home, Software",—,"Rapid City, South Dakota, United States, North America",www.homemetrics.io,,"$26,000",Seed,6,—,—
Seed Round - Raftr Inc.,Seed,Seed,"$3,500,000","Apr 26, 2019",Raftr Inc.,A trusted communications platform enabling college students to get current on events and connect with people with similar interests.,"Education, Internet","Women Founded, Women Led","San Francisco, California, United States, North America",pro.raftr.com/,,"$4,900,000",Seed,2,Owl Ventures,3
Seed Round - soona,Seed,Seed,"$1,200,000","Apr 6, 2019",soona,Soona is a virtual content studio platform that helps brands to make professional-level photos and videos for e-commerce and marketing.,"Content Marketing, E-Commerce, Marketing, Photography, Video","Women Founded, Women Led","Denver, Colorado, United States, North America",soona.co/,,"$56,078,745",—,8,2048 Ventures,4
Seed Round - Slingshot Aerospace,Seed,Seed,"$5,000,000","Apr 17, 2019",Slingshot Aerospace,"Slingshot Aerospace builds space data, analytics, and simulation solutions.","Aerospace, Analytics, Simulation, Software","Women Founded, Women Led","Austin, Texas, United States, North America",www.slingshotaerospace.com,,"$118,935,900",Early Stage Venture,13,ATX Venture Partners,8
Pre Seed Round - CODECAVE,Pre-Seed,Seed,"$1,500","Mar 25, 2019",CODECAVE,"IT Consulting, Revit, Outsourcing, Web, Software Development","Consulting, Information Technology, Outsourcing, Software",—,"Dover, Delaware, United States, North America",codecave.pro,,"$1,500",Seed,1,—,—
Seed Round - PadSplit,Seed,Seed,"$4,600,000","Apr 18, 2019",PadSplit,PadSplit is an affordable housing tech startup that provides a house-sharing service for the workforce.,"Association, Communities, Lifestyle, Property Management, Real Estate, Residential",—,"Atlanta, Georgia, United States, North America",www.padsplit.com,,"$35,237,528",Early Stage Venture,5,Core Innovation Capital,11
Seed Round - SCUTI,Seed,Seed,"$1,000,000","Apr 11, 2019",SCUTI,"Scuti™ is a gCommerce marketplace, built to optimize video game monetization, retention, and LTV.","Advertising Platforms, Digital Media, E-Commerce Platforms, Marketplace, Video Games",—,"West Palm Beach, Florida, United States, North America",scuti.store,,"$7,490,000",Seed,2,—,—
Pre Seed Round - Cleary,Pre-Seed,Seed,"$3,000,000","Apr 18, 2019",Cleary,Cleary is an employee experience platform for hybrid teams.,"Enterprise Software, Human Resources, Software",—,"San Francisco, California, United States, North America",www.gocleary.com,,"$7,500,000",Seed,2,—,1
Seed Round - Satisfi Labs,Seed,Seed,"$3,000,000","Mar 28, 2019",Satisfi Labs,Satisfi Labs is an AI platform that provides digital workforces in industries.,"Analytics, Artificial Intelligence, Machine Learning, SaaS, Software",—,"Tampa, Florida, United States, North America",www.satisfilabs.com,,"$10,000,000",Early Stage Venture,10,Major League Baseball Ventures,6
Seed Round - Point Card,Seed,Seed,"$150,000","Mar 18, 2019",Point Card,"Point Card is a financial tool that offers debit, overdraft facility, and credit card-like features.","Banking, Credit, Debit Cards, Financial Services",—,"San Francisco, California, United States, North America",www.point.app/,,"$59,150,000",Early Stage Venture,4,Y Combinator,1
Seed Round - Umbra,Seed,Seed,"$10,000,000","Apr 2, 2019",Umbra,"Space and Earth based datasets for your defense, intelligence and analytics solutions.","Aerospace, Geospatial, Image Recognition, Information Technology, Satellite Communication, Software",—,"Santa Barbara, California, United States, North America",umbra.space,,"$49,129,967",Early Stage Venture,6,—,7
Seed Round - BattSwap,Seed,Seed,"$100,000","Apr 15, 2019",BattSwap,Commercial fleet enabler for electric vehicle implementation. 24/7 operation with amazing economy through battery swap systems.,"Automotive, Energy, Manufacturing",—,"Menlo Park, California, United States, North America",battswap.com/,,"$1,300,000",Seed,5,—,—
Seed Round - Bolt Labs,Seed,Seed,"$1,500,000","Apr 17, 2019",Bolt Labs,Bolt Labs - building secure digital asset management systems and privacy-enhancing technology for everyone,"Cyber Security, FinTech, Information Technology, Payments",Women Founded,"Baltimore, Maryland, United States, North America",boltlabs.tech/,,"$5,800,000",—,2,Dekrypt Capital,10
Seed Round - Sunsama,Seed,Seed,"$150,000","Mar 18, 2019",Sunsama,Sunsama is a social network for scheduling meetings.,"Apps, Mobile Apps, Social Media, Software",—,"Oakland, California, United States, North America",sunsama.com/,,"$1,550,000",Seed,5,Y Combinator,5
Seed Round - Jurny,Seed,Seed,"$2,950,000","Apr 1, 2019",Jurny,Jurny is the only vertically integrated AI-powered property management SaaS solution for hotels and short-term rentals,"Artificial Intelligence, Hospitality, Mobile Apps, Property Management, Real Estate, SaaS, Software, Vacation Rental",—,"Los Angeles, California, United States, North America",www.jurny.com/,,"$12,450,000",—,2,—,4
Pre Seed Round - Exxeella Education Group LLC,Pre-Seed,Seed,"$300,000","Apr 4, 2019",Exxeella Education Group LLC,"Exxeella provide knowledgeable, professional and career oriented solutions to students to obtain an international education.","Career Planning, Consulting, EdTech, Education, Higher Education",Women Founded,"Minneapolis, Minnesota, United States, North America",www.exxeella.com/,,"$300,000",Seed,1,Aravind Arasavilli,1
Seed Round - LOLIWARE,Seed,Seed,"$6,000,000","Apr 30, 2019",LOLIWARE,LOLIWARE is an award-winning materials tech company dedicated to replacing single-use plastics with seaweed.,"Advanced Materials, Biotechnology, GreenTech, Sustainability","Women Founded, Women Led","San Jose, California, United States, North America",www.loliware.com/,,"$15,600,000",Seed,7,CityRock Venture Partners,2
Seed Round - Fullpath,Seed,Seed,"$10,000,000","Mar 20, 2019",Fullpath,Fullpath is automotive's leading CD(x)P.,"Automotive, Software",—,"Miami, Florida, United States, North America",fullpath.com,,"$57,000,000",Late Stage Venture,4,Aleph,2
Seed Round - Higharc,Seed,Seed,"$4,700,000","May 9, 2019",Higharc,"Higharc is a homebuilding automation platform designed to simplify the way people design, construct, and shop for homes.","Architecture, Construction, Property Development, Software",—,"Durham, North Carolina, United States, North America",www.higharc.com,,"$27,000,000",—,5,Pillar VC,10
Seed Round - Geothermal Technologies,Seed,Seed,"$1,000,000","May 1, 2019",Geothermal Technologies,Geothermal Technologies is a geothermal energy exploration and production company.,Energy,—,"Baltimore, Maryland, United States, North America",geothermal.tech/,,"$1,650,000",Early Stage Venture,3,—,—
Seed Round - Trellis Research,Seed,Seed,"$2,000,000","Mar 27, 2019",Trellis Research,Trellis Research is a state trial court legal research and analytics platform with AI-based insights on judges.,"Analytics, Information Technology, Legal, Legal Tech","Women Founded, Women Led","Los Angeles, California, United States, North America",trellis.law,,"$35,620,000",Early Stage Venture,5,—,8
Seed Round - Voiceflow,Seed,Seed,"$3,500,000","May 1, 2019",Voiceflow,"Voiceflow is a collaborative platform to design, build, and manage conversational AI applications.","Artificial Intelligence, Collaboration, Internet, Software",—,"San Francisco, California, United States, North America",voiceflow.com,,"$38,899,020",—,4,True Ventures,4
Seed Round - Courier,Seed,Seed,"$2,300,000","Apr 26, 2019",Courier,"Courier is a notification-creation program for app developers that offers push notifications, emails, chat, slack, and custom channels.","Developer APIs, Internet, Messaging, Software",—,"San Francisco, California, United States, North America",www.courier.com,,"$47,500,000",Early Stage Venture,5,"Matrix Partners, Y Combinator",12
Seed Round - InfoTycoon,Seed,Seed,"$5,000,000","Apr 24, 2019",InfoTycoon,Multifamily Inspection & Asset Management Software,"Big Data, Cloud Computing, Property Management, Real Estate, SaaS, Software",—,"Atlanta, Georgia, United States, North America",infotycoon.com,,"$5,000,000",Seed,1,Shadow Ventures,1
Seed Round - Santa Fe Farms,Seed,Seed,"$1,550,000","Apr 5, 2019",Santa Fe Farms,"Santa Fe Farms is a company that cultivates, extracts, and manufactures hemp-derived products.","Agriculture, Alternative Medicine, Cannabis, Farming, Manufacturing",—,"Moriarty, New Mexico, United States, North America",www.santafefarmsllc.com,,"$3,925,000",—,2,—,—
Seed Round - Greenfield Nitrogen,Seed,Seed,"$3,000,000","Apr 1, 2019",Greenfield Nitrogen,Greenfield Nitrogen builds a regional ammonia plant through a grass-roots ownership model.,"Agriculture, Chemical, Farming",Women Founded,"Garner, North Carolina, United States, North America",www.greenfieldnitrogen.com/,,"$3,000,000",Seed,1,—,—
Seed Round - Pythonic AI,Seed,Seed,"$85,000","Apr 23, 2019",Pythonic AI,Phythonic empowering human experts with artificial intelligence,"Artificial Intelligence, Machine Learning",—,"Madison, Wisconsin, United States, North America",www.pythonic.ai/,,"$95,000",Seed,3,Cream City Venture Capital,1
Seed Round - Fourstay,Seed,Seed,"$400,000","Mar 25, 2019",Fourstay,4stay - SaaS enabled online marketplace for student and intern housing.,"E-Commerce, Education, Internet, Marketplace, Real Estate, Rental, Rental Property, Travel Accommodations",—,"Arlington, Virginia, United States, North America",4stay.com,,"$1,400,000",Seed,3,—,—
Seed Round - Goparrot,Seed,Seed,"$100,000","May 4, 2019",Goparrot,GoParrot is a platform that leverages point of sale integrations to provide an end-to-end solution for restaurant operators.,"Artificial Intelligence, Food and Beverage, Information Technology, Software",—,"New York, New York, United States, North America",www.goparrot.ai,,"$180,000",M&A,2,—,2
Pre Seed Round - LOGr Research,Pre-Seed,Seed,"$10,000","Apr 6, 2019",LOGr Research,What's Your Story? Smart Search & Content Generation,"Education, Information Technology, Market Research",—,"Westport, Connecticut, United States, North America",LOGr-Research.com,,"$10,000",Seed,1,—,—
Pre Seed Round - Lumanu,Pre-Seed,Seed,"$1,750,000","Mar 22, 2019",Lumanu,"Lumanu makes doing business easy, collaborative and fun","Digital Media, FinTech, Social Media Advertising, Software",—,"Oakland, California, United States, North America",www.lumanu.com,,"$15,750,000",Early Stage Venture,5,Northwestern Mutual,9
Seed Round - JUMP Holdings,Seed,Seed,"$1,000,000","Mar 13, 2019",JUMP Holdings,JUMP Holdings is an A.I.-based mobile platform.,Apps,—,"Los Angeles, California, United States, North America",jump.la/,,"$1,000,000",Seed,1,A3 Education,1
Pre Seed Round - Delee,Pre-Seed,Seed,"$100,000","May 12, 2019",Delee,A medical device company that specializes in early cancer diagnosis & treatment monitoring.,"Health Care, Health Diagnostics, Machine Learning, Medical Device, Product Research","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","San Francisco, California, United States, North America",www.delee.co,,"$2,370,000",—,4,—,—
Pre Seed Round - inHouse Produce Inc,Pre-Seed,Seed,"$110,000","Apr 1, 2019",inHouse Produce Inc,Growing food where it is served,"Agriculture, AgTech, Farming, Food and Beverage, Hardware, Hospitality, Restaurants",—,"Los Angeles, California, United States, North America",trevorhudson.com,,"$110,000",Seed,1,—,—
Seed Round - CrossFire Technologies,Seed,Seed,"$900,000","Apr 3, 2019",CrossFire Technologies,CrossFire Technologies develops and manufactures electronic systems using its patented interconnect and integration processes.,"Electronics, Manufacturing, Semiconductor",—,"Saint Paul, Minnesota, United States, North America",www.crossfire-tech.com/,,"$900,000",Seed,1,—,—
Pre Seed Round - Fitted Laundry,Pre-Seed,Seed,"$25,000","May 1, 2019",Fitted Laundry,Fitted is bridging the gap between laundry and fashion.,"Big Data, Delivery Service, Fashion, Information Technology, Internet",—,"Philadelphia, New York, United States, North America",fittedlaundry.com,,"$240,000",Seed,5,—,1
Pre Seed Round - MedBlox,Pre-Seed,Seed,"$250,000","May 9, 2019",MedBlox,MedBlox is a decentralized healthcare patient identity & information exchange. Enabling you the patient for the first time to #OwnYourRecord,"Consulting, Data Integration, Electronic Health Record (EHR), Health Care, Identity Management, Medical, Security, Software",Women Founded,"Coralville, Iowa, United States, North America",medblox.io,,"$250,000",Seed,2,—,—
Pre Seed Round - Omdena,Pre-Seed,Seed,"$30,000","Apr 23, 2019",Omdena,Omdena is a global platform where organizations build AI solutions to real-world problems.,"Artificial Intelligence, Computer Vision, Information Technology, Machine Learning, Natural Language Processing, Software",—,"Palo Alto, California, United States, North America",omdena.com/,,"$30,000",Seed,2,Orion Startups,1
Seed Round - Neopenda,Seed,Seed,"$1,040,000","Apr 11, 2019",Neopenda,Neopenda innovates needs-based medical technologies for high-growth emerging markets.,"Baby, Crowdfunding, Health Care, Medical Device, Wearables","Women Founded, Women Led","Chicago, Illinois, United States, North America",www.neopenda.com/,,"$4,037,000",—,13,"Axel Johnson, Sunu Capital",2
Seed Round - Alpha Foods,Seed,Seed,"$7,000,000","Mar 26, 2019",Alpha Foods,"Alpha Foods produces plant-based foods focused on taste, texture, and sustainability.","Food and Beverage, Food Processing, Nutrition, Sustainability",—,"Glendale, California, United States, North America",eatalphafoods.com,,"$40,350,000",M&A,4,"AF Ventures, New Crop Capital",2
Seed Round - Labviva,Seed,Seed,"$2,000,000","Apr 22, 2019",Labviva,Labviva is a digital marketplace for life science products that connects researchers with suppliers.,"E-Commerce, Health Care, Life Science, Marketplace",—,"Cambridge, Massachusetts, United States, North America",www.labviva.com,,"$30,000,000",Early Stage Venture,4,Glasswing Ventures,4
Seed Round - Geosite,Seed,Seed,"$1,500,000","Mar 18, 2019",Geosite,"Geosite is a business operations platform that links spatial data and analytics to business operations, incident management, and planning.","Analytics, Geospatial, InsurTech, Internet of Things, Mapping Services, SaaS","East Asian Led, Women Founded, Women Led","Palo Alto, California, United States, North America",www.geosite.io,,"$6,800,000",—,4,Y Combinator,6
Seed Round - EKTO VR,Seed,Seed,"$50,000","Apr 10, 2019",EKTO VR,EKTO VR develops wearable robotic boots that allow for locomotion in virtual reality environments.,"Hardware, Robotics, Training, Virtual Reality, Wearables",—,"Pittsburgh, Pennsylvania, United States, North America",ektovr.com,,"$440,000",Seed,3,—,1
