Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Superluminal Medicines,Seed,Seed,"$33,000,000","Aug 28, 2023",Superluminal Medicines,Superluminal Medicines is a generative biological and chemical company accelerating new possibilities in drug discovery and development.,"Biotechnology, Medical, Pharmaceutical",—,"Boston, Massachusetts, United States, North America",www.superluminalrx.com,,"$33,000,000",Seed,1,RA Capital Management,4
Seed Round - Nodal Power,Seed,Seed,"$13,000,000","Aug 21, 2023",Nodal Power,Nodal Power's mission is to develop power plants and increase the utilization of renewable energy resources.,"Electrical Distribution, Power Grid",—,"Salt Lake City, Utah, United States, North America",www.nodalpower.com,,"$13,000,000",Seed,1,Spacestation Investments,10
Seed Round - Koverly,Seed,Seed,"$7,600,000","Aug 22, 2023",Koverly,Koverly is a FinTech firm that helps businesses manage their B2B payments and receivables online.,—,—,"Waltham, Massachusetts, United States, North America",www.koverly.com/,,"$7,600,000",Seed,1,Accomplice,3
Seed Round - Kombai,Seed,Seed,"$4,500,000","Aug 23, 2023",Kombai,A new AI model that trained to understand and code UI designs like humans,"Artificial Intelligence, Developer Tools, Web Apps, Web Development",—,"Palo Alto, California, United States, North America",kombai.com/,,"$4,500,000",Seed,1,"Foundation Capital, Stellaris Venture Partners",2
Seed Round - Firstcard,Seed,Seed,"$4,700,000","Sep 6, 2023",Firstcard,Neobank for college students,FinTech,—,"Menlo Park, California, United States, North America",www.firstcard.app/,,"$7,700,000",Seed,2,—,5
Seed Round - Common Trust,Seed,Seed,"$2,600,000","Sep 11, 2023",Common Trust,Common Trust is a platform for employee ownership buyouts that allows small business.,Financial Services,—,"San Francisco, California, United States, North America",www.common-trust.com,,"$2,600,000",Seed,1,Crossbeam Venture Partners,2
Seed Round - BlueWhale Bio,Seed,Seed,"$18,000,000","Sep 7, 2023",BlueWhale Bio,BlueWhale Bio is committed to advancing cell-based therapeutics through manufacturing innovation.,"Biotechnology, Manufacturing",—,"Philadelphia, Pennsylvania, United States, North America",bluewhale.bio,,"$18,000,000",Seed,1,Danaher Ventures,3
Seed Round - Blooming Health,Seed,Seed,"$4,200,000","Sep 6, 2023",Blooming Health,Building the single touchpoint for all aging in-place needs,"Apps, Health Care, Software, Wellness",—,"New York, New York, United States, North America",gobloominghealth.com/,,"$4,300,000",Seed,3,"Afore Capital, Crossbeam Venture Partners",4
Seed Round - Sonera Magnetics,Seed,Seed,"$11,000,000","Sep 12, 2023",Sonera Magnetics,"Sonera develops a technology for high-performance, non-invasive brain-computer interfaces to democratize access to the brain.","Consumer Electronics, Sensor","Women Founded, Women Led","Berkeley, California, United States, North America",www.soneramagnetics.com,,"$11,224,996",Seed,3,Amplify Partners,6
Seed Round - Delphi,Seed,Seed,"$2,700,000","Sep 6, 2023",Delphi,"Delphi is digital cloning that scales time, monetizes knowledge, and interacts audience at scale.","Education, Software",—,"Miami, Florida, United States, North America",www.withdelphi.com/,,"$2,700,000",Seed,2,"Founders Fund, Keith Rabois",10
Seed Round - Atomicwork,Seed,Seed,"$11,000,000","Sep 5, 2023",Atomicwork,Atomicwork is an employee experience platform that allows users to find information and get help at work.,"Information Technology, Internet, SaaS",—,"San Francisco, California, United States, North America",www.atomic.work,,"$11,000,000",Seed,1,"Blume Ventures, Matrix Partners India",4
Seed Round - Visana Health,Seed,Seed,"$10,100,000","Aug 17, 2023",Visana Health,Visana Health offers a digital health program focused on improving the quality of life for women.,"Health Care, Wellness, Women's",—,"Minneapolis, Minnesota, United States, North America",www.visanahealth.com,,"$13,560,000",Seed,6,"Flare Capital Partners, Frist Cressey Ventures",6
Seed Round - Fianu Labs,Seed,Seed,"$2,000,000","Aug 30, 2023",Fianu Labs,"Fianu Labs automates software governance and bridges the gap between engineering, quality, security, and audit.","Developer Tools, Security, Software",—,"Fulton, Maryland, United States, North America",www.fianu.io,,"$2,000,000",Seed,1,DataTribe,1
Seed Round - NPCx,Seed,Seed,"$3,000,000","Aug 29, 2023",NPCx,"NPCx provides video game developers, designers, data scientists and programmers.",Computer,—,"Bonita Springs, Florida, United States, North America",npcx.ai,,"$3,544,138",Seed,2,Kakao Investment,1
Seed Round - Grit,Seed,Seed,"$7,000,000","Aug 15, 2023",Grit,Grit's fully automated migrations and AI-assisted refactoring put software maintenance on autopilot.,"Artificial Intelligence, Machine Learning, Software",—,"New York, New York, United States, North America",www.grit.io,,"$7,000,000",Seed,1,"Abstract Ventures, Founders Fund",14
Seed Round - Altos Radar,Seed,Seed,"$3,500,000","Aug 14, 2023",Altos Radar,Altos Radar accelerate the development and implementation of 4D Imaging Radar technology.,"Automotive, Autonomous Vehicles",—,"Los Altos, California, United States, North America",www.altosradar.com/,,"$3,500,000",Seed,1,"Monad Ventures, Yifan Li, ZhenFund",3
Seed Round - Mentra,Seed,Seed,"$3,500,000","Sep 5, 2023",Mentra,A neurodiversity-focused recruiting platform,"Internet, Recruiting, Social Impact, Software, Staffing Agency, Training","Women Founded, Women Led","Charlotte, North Carolina, United States, North America",www.mentra.me,,"$4,610,000",Seed,2,Shine Capital,6
Seed Round - Superframe,Seed,Seed,"$5,000,000","Aug 31, 2023",Superframe,Superframe is an artificial intelligence-powered software company to assist organizations optimize go-to-market technology stacks.,"Artificial Intelligence, Software",—,"San Francisco, California, United States, North America",superframe.ai,,"$5,000,000",Seed,1,"Dan Scholnick, Designer Fund",8
Seed Round - TANGGapp,Seed,Seed,"$2,500,000","Sep 5, 2023",TANGGapp,TANGapp is a mobile transaction and payments application.,Financial Services,"Women Founded, Women Led","Cambridge, Massachusetts, United States, North America",www.tangapp.org/,,"$2,550,000",Seed,4,"Foxmont Capital Partners, Goodwater Capital, North Fifth Asia, TEN13",5
Seed Round - Alias Technologies,Seed,Seed,"$3,000,000","Aug 31, 2023",Alias Technologies,Alias Technologies seeks to expedite innovation by increasing the value of technological footprint.,"Consulting, Financial Services",—,"Houston, Texas, United States, North America",www.aliasnow.com/,,"$3,000,000",Seed,1,Khosla Ventures,6
Seed Round - SaaShop,Seed,Seed,"€1,200,000","Sep 7, 2023",SaaShop,SaaShop is an online marketplace for software.,"Business Intelligence, Project Management, SaaS",—,"Austin, Texas, United States, North America",www.saashop.com,,"€1,200,000",Seed,2,—,2
Pre Seed Round - Symphony,Pre-Seed,Seed,"$1,000,000","Aug 29, 2023",Symphony,Symphony provides fanbase growth on autopilot.,—,—,"Los Angeles, California, United States, North America",symphonyos.co,,"$1,000,000",Seed,1,—,7
Seed Round - Kind Designs,Seed,Seed,"$5,000,000","Sep 5, 2023",Kind Designs,Kind Design uses 3D Printing technology to print living seawalls that mimic coral reefs and mangroves.,"3D Printing, Construction, Manufacturing",—,"Miami Beach, Florida, United States, North America",www.kinddesigns.com/,,"$5,040,000",Seed,2,—,3
Seed Round - Hadrius,Seed,Seed,"$2,000,000","Sep 11, 2023",Hadrius,Hadrius automates the SEC compliance process with AI for financial companies.,"Artificial Intelligence, FinTech",—,"San Francisco, California, United States, North America",www.hadrius.com,,"$2,500,000",Seed,2,—,6
Seed Round - Arialys Therapeutics,Seed,Seed,"$58,000,000","Sep 12, 2023",Arialys Therapeutics,Arialys Therapeutics is a pre-clinical stage company that develops auto-antibody focusing on neuroscience.,"Health Care, Medical, Therapeutics",—,"La Jolla, California, United States, North America",www.arialysrx.com,,"$58,000,000",Seed,1,—,5
Seed Round - Venteur,Seed,Seed,"$7,600,000","Aug 16, 2023",Venteur,Venteur helps businesses to provide more affordable and personalized health insurance options to their employees.,"Artificial Intelligence, Employee Benefits, Finance, Financial Services, Health Care, Insurance, InsurTech, Marketplace","East Asian Led, Women Founded, Women Led","Berkeley, California, United States, North America",www.venteur.co/,,"$7,720,000",Seed,4,GSR Ventures,7
Seed Round - Panobi,Seed,Seed,"$5,000,000","Aug 24, 2023",Panobi,Panobi is a SaaS company currently in stealth.,SaaS,—,"San Francisco, California, United States, North America",panobi.com,,"$5,000,000",Seed,2,"Nina Achadjian, Paris Heymann",8
Seed Round - Gleen AI,Seed,Seed,"$4,300,000","Sep 5, 2023",Gleen AI,Most Accurate and Capable Generative AI Platform for CX,"Artificial Intelligence, Communities, Customer Service, Information Technology, Machine Learning",—,"San Francisco, California, United States, North America",gleen.ai/,,"$4,900,000",Seed,2,Slow Ventures,7
Seed Round - Athena Alliance,Seed,Seed,"$2,000,000","Sep 5, 2023",Athena Alliance,Digital Community Platform - Subscription Membership + Executive Development,Communities,"Women Founded, Women Led","Moss Beach, California, United States, North America",athenaalliance.com/,,"$3,000,000",Seed,2,Leonas Capital,1
Seed Round - Arkifi,Seed,Seed,"$9,000,000","Aug 21, 2023",Arkifi,Arkifi is an artificial intelligence company that develops AI-powered financial analyst tools.,"Artificial Intelligence, Finance, Financial Services",—,"Palo Alto, California, United States, North America",www.arkifi.ai,,"$9,000,000",Seed,1,"Khosla Ventures, Nyca Partners",8
Seed Round - DevDynamics,Seed,Seed,"₹49,800,000","Sep 11, 2023",DevDynamics,"DevDynamics is a single platform for data-driven engineering - Metrics, Insights, Investments, Working Agreements and more.","Analytics, Software",—,"Wilmington, Delaware, United States, North America",devdynamics.ai/,,"₹49,800,000",Seed,1,Powerhouse Ventures,3
Seed Round - TeamSense,Seed,Seed,"$4,000,000","Aug 29, 2023",TeamSense,TeamSense is empowering organizations to better engage and enable their hourly workers.,"Information Services, Information Technology, Software","Women Founded, Women Led","Seattle, Washington, United States, North America",www.teamsense.com/,,"$4,000,000",M&A,1,Bonfire Ventures,2
Seed Round - Toothio,Seed,Seed,"$4,000,000","Aug 16, 2023",Toothio,Toothio is revolutionizing the dental staffing industry by seamlessly connecting dental offices with high quality talent on-demand.,"Dental, Enterprise Software, Staffing Agency",—,"Scottsdale, Arizona, United States, North America",toothio.co,,"$4,700,000",Seed,3,Craft Ventures,5
Seed Round - Creatively Focused,Seed,Seed,"$3,000,000","Aug 22, 2023",Creatively Focused,Creatively Focused is an educational platform that reduces burnout of special educators through support and technology.,"Education, Information Technology, Software",—,"Mendota, Minnesota, United States, North America",creativelyfocused.net,,"$3,000,000",Seed,1,York IE,4
Seed Round - StoreConnect,Seed,Seed,"$9,000,000","Aug 18, 2023",StoreConnect,"The first Customer Commerce company. Integrated eCommerce, Point of Sale, Subscriptions, Inventory, Bookings & Rewards built on Salesforce","Information Services, Information Technology, Software",—,"San Francisco, California, United States, North America",getstoreconnect.com,,"$9,000,000",Seed,1,Bellini Capital,1
Seed Round - Antaris,Seed,Seed,"$3,500,000","Sep 6, 2023",Antaris,"Antaris is a digital space platform that simplifies the design, simulation, and operation of satellites.","Information Technology, SaaS, Space Travel",—,"Los Altos, California, United States, North America",antaris.space/,,"$7,700,000",Seed,3,Streamlined Ventures,3
Seed Round - Science On Call,Seed,Seed,"$2,600,000","Sep 12, 2023",Science On Call,"Science On Call is the subscription-based tech support platform for restaurants. Help with POS, internet, Wi-Fi, online ordering & more.","Information Services, Information Technology, Internet, Point of Sale, Restaurants, Software","East Asian Founded, East Asian Led, Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","Chicago, Illinois, United States, North America",scienceoncall.com,,"$4,375,000",Seed,9,York IE,7
Seed Round - Mercury Bio,Seed,Seed,"$2,000,000","Aug 30, 2023",Mercury Bio,"Mercury Bio is a biomolecular delivery platform that transforms and treats viral diseases, cancer, and inflammatory conditions.","Biotechnology, Health Care, Medical, Medical Device",—,"Santa Fe, New Mexico, United States, North America",www.mercurybio.com/,,"$3,354,071",Seed,3,—,—
Seed Round - ElectroTempo,Seed,Seed,"$4,999,997","Aug 16, 2023",ElectroTempo,"ElectroTempo is a consulting firm offering fleet electrification strategy, equipment, and infrastructure advisory services for companies.","Consulting, Electric Vehicle, Infrastructure, Software",—,"Arlington, Virginia, United States, North America",www.electrotempo.com/,,"$5,999,997",Seed,2,Buoyant Ventures,3
Seed Round - The Bettering Company,Seed,Seed,"$6,700,000","Sep 12, 2023",The Bettering Company,The Bettering Company is a developer of cannabis edible brands that are refined for both novice and expert users.,"Cannabis, Food and Beverage, Manufacturing",—,"Chicago, Illinois, United States, North America",www.thatsbettering.com/,,"$6,700,000",Seed,2,—,—
Pre Seed Round - Cirkla,Pre-Seed,Seed,"$3,000,000","Sep 5, 2023",Cirkla,Cirkla assists responsible brands in meeting their sustainable packaging objectives.,"Manufacturing, Packaging Services, Service Industry",—,"Lewes, Delaware, United States, North America",www.gocirkla.com,,"$3,000,000",Seed,1,Matrix Partners India,2
Seed Round - Linera,Seed,Seed,"$6,000,000","Aug 16, 2023",Linera,Linera is a multi-chain infrastructure designed for highly scalable web3 applications.,Software,—,"Menlo Park, California, United States, North America",linera.io/,,"$12,000,000",Seed,2,"a16z crypto, Borderless Capital",16
Seed Round - SaaSGrid,Seed,Seed,"$3,300,000","Sep 6, 2023",SaaSGrid,SaaSGrid provide the insights SaaS executives require to make the most essential business choices.,"Business Development, SaaS, Service Industry",—,"San Francisco, California, United States, North America",www.saasgrid.com,,"$3,300,000",Seed,1,Craft Ventures,1
Seed Round - Tamnoon,Seed,Seed,"$5,100,000","Sep 12, 2023",Tamnoon,Tamnoon develops a state-of-the-art cloud security platform to empower security teams and manage cloud risks effectively.,"Artificial Intelligence, Computer, Information Technology",—,"Sammamish, Washington, United States, North America",www.tamnoon.io,,"$5,100,000",Seed,1,"Merlin Ventures, Secret Chord Ventures",5
Seed Round - Lydian,Seed,Seed,"$12,000,000","Sep 6, 2023",Lydian,Lydian aims to accelerate the decarbonization of the chemical industry by electrifying the chemical production process.,"Chemical, Chemical Engineering, Manufacturing",—,"Salem, Massachusetts, United States, North America",www.lydianlabsinc.com,,"$12,000,000",Seed,1,"Congruent Ventures, Galvanize Climate Solutions",7
Pre Seed Round - MagicSchool AI,Pre-Seed,Seed,"$2,400,000","Aug 28, 2023",MagicSchool AI,"MagicSchool uses AI to assist teachers in lesson planning, writing assessments, communicating , and more.","Artificial Intelligence, E-Learning, EdTech, Education",—,"Denver, Colorado, United States, North America",www.magicschool.ai/,,"$2,400,000",Seed,1,Range Ventures,12
Pre Seed Round - India Index,Pre-Seed,Seed,"$500,000","Aug 29, 2023",India Index,India Index is a B2B cloud-based supply chain marketplace.,—,—,"Washington, District of Columbia, United States, North America",indiaindex.com/,,"$500,000",Seed,1,—,3
Seed Round - Automat AI,Seed,Seed,"$3,750,000","Sep 6, 2023",Automat AI,Automat offers robotic process automation for Chrome using GPT4 and computer vision.,"Artificial Intelligence, Developer Tools",—,"San Francisco, California, United States, North America",runautomat.com,,"$4,250,000",Seed,2,Initialized Capital,6
Seed Round - Occuspace,Seed,Seed,"$3,600,000","Aug 24, 2023",Occuspace,The world's easiest and most scalable occupancy monitoring technology. Helping organizations understand and improve their physical spaces.,"Commercial Real Estate, Facilities Support Services, Facility Management, Information Technology, Smart Building, Software",—,"Westlake Village, California, United States, North America",occuspace.io/,,"$3,600,000",Seed,2,Okapi Venture Capital,4
Seed Round - FirstMate,Seed,Seed,"$3,750,000","Aug 28, 2023",FirstMate,FirstMate is a software company that designs and develops software tools for NFT creators.,"Developer Platform, Developer Tools, Software",—,"Brooklyn, New York, United States, North America",www.usefirstmate.xyz,,"$3,750,000",Seed,1,Dragonfly,3
Seed Round - Datavations,Seed,Seed,"$4,200,000","Aug 30, 2023",Datavations,Datavations is a commerce enablement software in the manufacturing and retail ecosystem.,"Information Technology, Retail, Sales, Software",—,"Miami, Florida, United States, North America",datavations.com,,"$6,900,000",Seed,2,"Nevcaut Ventures, Sage Venture Partners",2
Seed Round - Trident Digital,Seed,Seed,"$8,000,000","Sep 6, 2023",Trident Digital,Trident Digital is restoring market liquidity by providing the next-generation digital asset platform that addresses issues.,"Blockchain, Digital Marketing",—,"Stamford, Connecticut, United States, North America",www.tridig.io,,"$8,000,000",Seed,1,"New Form Capital, White Star Capital",5
Pre Seed Round - Cascade Biocatalysts,Pre-Seed,Seed,"$2,600,000","Aug 22, 2023",Cascade Biocatalysts,Cascade Biocatalysts creates productive enzymes for economical biomanufacturing of sustainable chemicals.,"Biotechnology, Chemical, Manufacturing",—,"Denver, Colorado, United States, North America",www.cascadebiocatalysts.com,,"$2,600,000",Seed,1,10vc,6
Seed Round - Raleon,Seed,Seed,"$3,800,000","Aug 24, 2023",Raleon,"Raleon gives web3 growth and product teams the toolkit to understand, target, and engage their users.","Software, Web Development",—,"Wilmington, North Carolina, United States, North America",www.raleon.io,,"$3,800,000",Seed,1,Blockchange Ventures,4
Seed Round - P6 Technologies,Seed,Seed,"$3,250,000","Aug 16, 2023",P6 Technologies,P6 Technologies offers software that makes it simple and verifiable to perform product-level life cycle analyses.,"Analytics, Web Development",—,"Austin, Texas, United States, North America",p6technologies.com,,"$3,250,000",Seed,1,GOOSE Capital,4
Seed Round - Pirros,Seed,Seed,"$2,000,000","Aug 31, 2023",Pirros,Pirros is a detail management system for architects and engineers.,"Architecture, Civil Engineering, Construction, Real Estate",—,"Los Angeles, California, United States, North America",www.pirros.com/,,"$2,125,000",Seed,2,FundersClub,7
Seed Round - Jellatech,Seed,Seed,"$3,500,000","Aug 22, 2023",Jellatech,"Jellatech is a B2B biotech business that produces pure, animal-free collagen and gelatin.","Biotechnology, Food and Beverage, Life Science, Medical, Pharmaceutical","Women Founded, Women Led","Raleigh, North Carolina, United States, North America",www.jellatech.com,,"$9,000,000",Seed,4,byFounders,5
Seed Round - ExcepGen,Seed,Seed,"$4,000,000","Aug 24, 2023",ExcepGen,ExcepGen is solving fundamental underlying problems in drug discovery to create a new generation of therapeutics.,"Biopharma, Biotechnology, Health Care, Life Science",—,"San Francisco, California, United States, North America",www.excepgen.com/,,"$4,175,000",Seed,3,RA Capital Management,4
Seed Round - Agave,Seed,Seed,"$2,900,000","Aug 30, 2023",Agave,Agave provides a unified API for data access across various construction software platforms.,"B2B, Construction, Developer APIs, SaaS, Software","Middle Eastern / North African Founded, Women Founded","San Francisco, California, United States, North America",www.agaveapi.com,,"$3,400,000",Seed,2,Accel,2
Seed Round - Sizzle AI,Seed,Seed,"$7,500,000","Aug 22, 2023",Sizzle AI,Sizzle AI operates as a free app that helps you solve problems step-by-step.,"Artificial Intelligence, Education",—,"New York, New York, United States, North America",www.szl.ai/,,"$7,500,000",Seed,1,Owl Ventures,2
Seed Round - D'Amelio Brands,Seed,Seed,"$5,000,000","Aug 17, 2023",D'Amelio Brands,D'Amelio Brands operates in women’s footwear line and a skincare line.,"Fashion, Women's",—,"San Mateo, California, United States, North America",thedamelios.com/,,"$11,000,000",Seed,2,Fifth Growth Fund,2
Seed Round - Pumpspotting,Seed,Seed,"$2,200,000","Sep 6, 2023",Pumpspotting,Pumpspotting is a non-judgmental community and breastfeeding app helping parents feed both family and career.,"Child Care, Communities, Mobile Apps","Women Founded, Women Led","Kittery, Maine, United States, North America",www.pumpspotting.com/,,"$4,057,500",Seed,7,"Maine Venture Fund, Sincere Corporation",4
Seed Round - Streamforge,Seed,Seed,"$1,200,000","Sep 6, 2023",Streamforge,"Streamforge is the technology-first, turnkey solution for all of your influencer marketing needs.","Advertising, Marketing, Video Games",—,"Boston, Massachusetts, United States, North America",streamforge.com,,"$1,200,000",Seed,1,Triptyq Capital,3
Seed Round - Bandana,Seed,Seed,"$3,800,000","Sep 6, 2023",Bandana,Bandana operates as a people-first online job platform.,"Information Technology, Online Portals",—,"Brooklyn, New York, United States, North America",bandana.co/,,"$3,800,000",Seed,1,"Craft Ventures, General Catalyst",4
Seed Round - HypeLab,Seed,Seed,"$4,000,000","Aug 11, 2023",HypeLab,HypeLab is a crypto-focused ad network that helps web3 companies acquire new users at scale.,"Ad Network, Advertising, Digital Media, Information Technology",—,"San Francisco, California, United States, North America",www.hypelab.com,,"$4,000,000",Seed,1,"Makers Fund, Shima Capital",5
Seed Round - BlueWhale Bio,Seed,Seed,"$18,000,000","Sep 7, 2023",BlueWhale Bio,The BlueWhale Bio technology platform seeks to deliver cell and gene therapy benefits to patients more quickly and at a lower cost.,"Biopharma, Medical",—,"Pennsylvania Furnace, Pennsylvania, United States, North America",,,"$18,000,000",Seed,1,Danaher Ventures,3
Pre Seed Round - YouMakr,Pre-Seed,Seed,"$500,000","Aug 21, 2023",YouMakr,YouMakr is an artificial intelligence app that generates content to overcome writers' block.,"Artificial Intelligence, Software",—,"Sacramento, California, United States, North America",youmakr.com,,"$700,000",Seed,2,—,3
Seed Round - Kiki,Seed,Seed,"$6,000,000","Aug 24, 2023",Kiki,Kiki is a subletting startup that matches listers with people looking to rent for up to six months.,"Marketplace, Rental Property",—,"New City, New York, United States, North America",kiki.club,,"$6,000,000",Seed,1,Blackbird Ventures,7
Seed Round - Numeral,Seed,Seed,"$3,575,000","Sep 5, 2023",Numeral,Numeral provides fully automated revenue recognition and transaction-level cash reconciliation for high-volume businesses.,"Financial Services, FinTech, Information Technology",—,"San Francisco, California, United States, North America",gonumeral.com/,,"$4,575,000",Seed,2,Bienville Capital,2
Seed Round - FL Newsletter,Seed,Seed,"$2,000,000","Aug 17, 2023",FL Newsletter,FL Newsletter provides football information delivered directly to customers' inboxes every morning for free.,"American Football, Fantasy Sports, News",—,"New York, New York, United States, North America",www.fantasylife.com/,,"$2,000,000",Seed,1,—,14
Seed Round - Advantek Waste Management Services,Seed,Seed,"$8,000,000","Sep 8, 2023",Advantek Waste Management Services,Advantek Waste Management Services LLC is a full service waste management company providing recycling.,"Oil and Gas, Waste Management",—,"Texas, South Carolina, United States, North America",advantekwms.com/,,"$8,000,000",Seed,2,Lowercarbon Capital,1
Seed Round - Kindo,Seed,Seed,"$7,000,000","Sep 5, 2023",Kindo,Kindo elevates the workforce by providing the only truly open AI platform for all businesses.,"Artificial Intelligence, Enterprise Software, Software",—,"Los Angeles, California, United States, North America",kindo.ai/,,"$7,000,000",Seed,1,Riot Ventures,9
Pre Seed Round - Bonfire Analytics,Pre-Seed,Seed,"$1,000,000","Aug 24, 2023",Bonfire Analytics,Bonfire Analytics offers services to the customer in decision making using AI.,"Artificial Intelligence, Business Intelligence",—,"New York, New York, United States, North America",www.jagadirimu.com,,"$1,000,000",Seed,1,—,—
Seed Round - ScribeUp,Seed,Seed,"$3,000,000","Aug 22, 2023",ScribeUp,ScribeUp is a chrome plugin that allows you to sign up for free subscription trials without using credit card.,"Retail, Shopping, Software",—,"Cambridge, Massachusetts, United States, North America",www.scribeup.io/,,"$3,000,000",Seed,2,Mucker Capital,1
Seed Round - BrainLogic AI,Seed,Seed,"$5,000,000","Aug 21, 2023",BrainLogic AI,BrainLogic AI is a cutting-edge startup developing AI products that foster positive change across Latin America. Creators of Zapia.com,Artificial Intelligence,—,"Menlo Park, California, United States, North America",brainlogic.ai,,"$5,000,000",Seed,1,Factory,6
Pre Seed Round - In-Seam,Pre-Seed,Seed,"$2,000,000","Aug 14, 2023",In-Seam,In-Seam is a platform that helps connectors whose personal relationships account for the majority of luxury fashion sales.,"Internet, Leisure",—,"New York, New York, United States, North America",www.in-seam.com,,"$2,120,000",Seed,2,Far Out Ventures,4
Seed Round - Parallax,Seed,Seed,"$4,500,000","Sep 12, 2023",Parallax,Parallax offers a crypto platform where users can seamlessly pay and get paid in crypto and cash.,"Cryptocurrency, Finance, FinTech, Payments",—,"New York, New York, United States, North America",www.parallax.to,,"$4,500,000",Seed,1,Dragonfly Capital Management,5
Seed Round - DRiP,Seed,Seed,"$3,000,000","Aug 28, 2023",DRiP,DRiP creates creator-centric Web3 content distribution network and offers free digital gifts from well-known producers.,"Blockchain, Service Industry",—,"Chicago, Illinois, United States, North America",drip.haus,,"$3,000,000",Seed,1,"6th Man Ventures, Collab+Currency, Placeholder",11
Seed Round - Rent Butter,Seed,Seed,"$3,000,000","Aug 31, 2023",Rent Butter,Rent Butter provides a solution that combines bank transaction history and credit behavior analytics into a tenant performance report.,"Banking, Predictive Analytics, Software",—,"Chicago, Illinois, United States, North America",rentbutter.com/,,"$3,000,000",Seed,1,RET Ventures,1
Seed Round - Kinjo,Seed,Seed,"$6,500,000","Aug 21, 2023",Kinjo,Kinjo operates as an app that ranks the educational value of games.,"E-Learning, Education",—,"Austin, Texas, United States, North America",kinjo.com/,,"$6,500,000",Seed,1,"Breyer Capital, LiveOak Venture Partners, Roble Ventures, Silverton Partners",4
Seed Round - Alix,Seed,Seed,"$5,500,000","Sep 7, 2023",Alix,Powering wealth across generations,"FinTech, Legal Tech",—,"San Francisco, California, United States, North America",www.meetalix.com,,"$5,500,000",Seed,1,Initialized Capital,5
