Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Pre Seed Round - TerraScale,Pre-Seed,Seed,"$2,250,000","Jul 1, 2020",TerraScale,Green. Smart. Secure.,"Civil Engineering, Clean Energy, CleanTech, Financial Services, Fuel Cell, Green Building, GreenTech, Power Grid, Renewable Energy",Women Founded,"Santa Monica, California, United States, North America",terrascale.org,,"$4,500,000",Seed,2,Danny Hayes,1
Seed Round - The Looma Project,Seed,Seed,"$2,200,000","Jun 19, 2020",The Looma Project,The people & stories behind your products.,"Grocery, Marketing, Retail Technology",—,"Durham, North Carolina, United States, North America",theloomaproject.com/,,"$2,575,000",Seed,3,Carolina Angel Network,2
Pre Seed Round - Streamdal,Pre-Seed,Seed,"$1,500,000","Jul 1, 2020",Streamdal,Streamdal is designed specifically for real-time data monitoring and observability on streaming platforms.,"Data Center, Software",—,"Chattanooga, Tennessee, United States, North America",streamdal.com/,,"$11,900,000",Seed,3,Y Combinator,1
Seed Round - RemoteHQ,Seed,Seed,"$2,700,000","May 29, 2020",RemoteHQ,RemoteHQ enables businesses to create interactive meeting rooms where their employees can use video conferencing to communicate.,"Computer, Internet, Meeting Software, Software, Video Conferencing",—,"Chestnut Hill, Massachusetts, United States, North America",www.remotehq.com,,"$2,700,000",Seed,3,"TechU Ventures, Underscore VC",5
Pre Seed Round - Eder Labs (dba ColorIt),Pre-Seed,Seed,"$2,000,000","Jun 18, 2020",Eder Labs (dba ColorIt),Privacy preserving hyperpersonalization for eCommerce consumers,"Artificial Intelligence, Internet, Privacy",—,"San Francisco, California, United States, North America",colorit.io,,"$2,000,000",Seed,1,Accel,1
"Seed Round - Lucid Drone Technologies, Inc.",Seed,Seed,"$2,130,000","Jun 1, 2020","Lucid Drone Technologies, Inc.",Lucid builds robots for labor-intensive tasks.,"Drones, Industrial Automation, Robotics",—,"Charlotte, North Carolina, United States, North America",www.luciddronetech.com/,,"$6,587,355",Seed,5,—,1
Pre Seed Round - Neurotype Inc.,Pre-Seed,Seed,"$29,700","Jun 30, 2020",Neurotype Inc.,"Medical Device, SaMD, Software, Neurotechnology, Biofeedback, Neurofeedback","Health Care, Information Technology, Medical Device, Neuroscience, Software",—,"Minneapolis, Minnesota, United States, North America",www.neurotype.io,,"$837,983",Seed,10,—,1
Seed Round - Algotive,Seed,Seed,"$1,250,000","Jun 30, 2020",Algotive,Leading the Global Transition to AI-enabled Productivity,"Artificial Intelligence, Government, Internet of Things, Law Enforcement, Machine Learning, Public Safety, Security, Software",Hispanic / Latine Founded,"San Diego, California, United States, North America",www.algotive.ai/,,"$2,000,000",Seed,2,—,1
Pre Seed Round - Zeta Surgical,Pre-Seed,Seed,"$80,000","Jun 26, 2020",Zeta Surgical,"Zeta Surgical develops surgical navigation and robotics tools to make minimally invasive surgeries easier, faster and more accessible.","Augmented Reality, Health Care, Medical Device, Robotics",—,"Boston, Massachusetts, United States, North America",zetasurgical.com,,"$6,925,500",—,5,—,1
Seed Round - Trade Hounds,Seed,Seed,"$3,200,000","Jun 12, 2020",Trade Hounds,Trade Hounds is a mobile app connecting trade workers to job-related discussions and employment opportunities.,"Construction, Mobile Apps, Professional Networking, Service Industry, Social Network",—,"Boston, Massachusetts, United States, North America",www.tradehounds.com/,,"$4,900,000",Seed,4,"Alpaca VC, Brick & Mortar Ventures",5
Seed Round - Unicycive Therapeutics,Seed,Seed,"$604,140","Jun 3, 2020",Unicycive Therapeutics,Unicycive Therapeutics provides development programs that focus on treating kidney diseases with unmet medical needs.,"Biotechnology, Health Care, Health Diagnostics, Medical",—,"Los Altos, California, United States, North America",unicycive.com/,,"$36,604,146",IPO,3,—,—
Seed Round - Eat Me,Seed,Seed,"$350,000","Jun 24, 2020",Eat Me,Eat Me creates superior dairy and non-dairy ice cream.,"Consumer Goods, Food and Beverage, Food Processing, Grocery",Women Founded,"Rochester, New York, United States, North America",www.eatmeicecream.com/,,"$420,000",Seed,4,Launch NY,1
Pre Seed Round - Alectio,Pre-Seed,Seed,"$650,000","Jun 1, 2020",Alectio,Artificial intelligence company specialized in DataPrepOps,"Artificial Intelligence, Big Data, Information Technology, Machine Learning, Software","Women Founded, Women Led","Santa Clara, California, United States, North America",www.alectio.com,,"$5,350,000",—,4,Notation Capital,1
Pre Seed Round - Artifact,Pre-Seed,Seed,"$1,500,000","Jul 10, 2020",Artifact,Artifact is a developer of a qualitative data insights platform used to understand customer needs.,"Analytics, Machine Learning, Natural Language Processing, Software",—,"Lehi, Utah, United States, North America",www.artifact.io,,"$7,280,000",Seed,3,South Park Commons,8
Seed Round - Palacio Inc.,Seed,Seed,"$5,000,000","May 20, 2020",Palacio Inc.,"Arts, Content platform, Smart home","Art, Content Delivery Network, Smart Home",—,"Santa Clara, California, United States, North America",www.canvia.art/,,"$10,375,000",Seed,3,FasterCapital,1
Seed Round - iSite Media,Seed,Seed,"$350,000","Jun 1, 2020",iSite Media,iSite Media is a digital advertising platform installed in the restroom at top tier stadiums and arenas,"Advertising, Marketing",—,"St Louis, Missouri, United States, North America",www.isitemediagroup.com/,,"$2,585,000",Seed,5,—,1
Seed Round - Crown Affair,Seed,Seed,"$100,000","Jun 4, 2020",Crown Affair,Crown Affair is a hair-care brand that specializes in luxury products and consumer goods.,"Beauty, Consumer Goods, Personal Health","Women Founded, Women Led","Miami, Florida, United States, North America",www.crownaffair.com/,,"$8,800,000",Private Equity,7,—,5
Pre Seed Round - AvantGuard,Pre-Seed,Seed,"$250,000","Jun 5, 2020",AvantGuard,AvantGuard is developing the next generation of antimicrobial products to provide long lasting protection against pathogens,"Advanced Materials, Health Care, Industrial Engineering, Manufacturing, Medical",—,"Ithaca, New York, United States, North America",www.avantguardinc.com/,,"$10,213,755",Seed,21,IndieBio,1
Pre Seed Round - Mobilo Card,Pre-Seed,Seed,"$85,000","May 30, 2020",Mobilo Card,Mobilo is a digital business card that uses NFC to wirelessly exchange contact information.,—,—,"New York, New York, United States, North America",www.mobilocard.com/,,"$4,185,000",Seed,2,—,1
Pre Seed Round - Andluca Technologies,Pre-Seed,Seed,"$750,000","May 20, 2020",Andluca Technologies,Andluca designs and develops self-powered smart window products based on intelligent systems and highly-transparent photovoltaic coatings.,"Electronics, Renewable Energy, Smart Building, Solar",—,"Princeton, New Jersey, United States, North America",andluca.com,,"$3,620,038",Seed,4,—,2
Pre Seed Round - Backtracks,Pre-Seed,Seed,"$125,000","Jun 20, 2020",Backtracks,"Backtracks helps podcasts, audio content creators, and brands know and grow their audiences.","Audio, Internet, Music, Podcast",American Indian / Alaska Native Founded,"Austin, Texas, United States, North America",backtracks.fm/,,"$4,125,000",Seed,7,—,1
Pre Seed Round - Neolth,Pre-Seed,Seed,"$120,000","Jul 9, 2020",Neolth,"On-demand, individualized mental health support for students","EdTech, Health Care, Information Technology, mHealth","Women Founded, Women Led","Walnut Creek, California, United States, North America",www.neolth.com,,"$855,000",Seed,3,Techstars,1
Seed Round - WhereBy.Us,Seed,Seed,"$192,800","Jul 7, 2020",WhereBy.Us,A platform that enables creators to build a media business for their community.,"Advertising, Content, Journalism, Local, Local Advertising, Media and Entertainment, Mobile Apps, Social Media, Travel, Video",—,"Miami, Florida, United States, North America",www.whereby.us,,"$2,967,800",Seed,9,Brick Capital Ventures,2
Seed Round - Partake Foods,Seed,Seed,"$1,073,507","May 29, 2020",Partake Foods,Partake Foods is a food and beverage company that specializes in selling allergy-friendly cookies.,"E-Commerce, Food and Beverage, Snack Food, Wellness","Black / African American Founded, Black / African American Led, Women Founded, Women Led","Jersey City, New Jersey, United States, North America",partakefoods.com,,"$21,272,407",Early Stage Venture,8,—,1
Pre Seed Round - Aktivate,Pre-Seed,Seed,"$2,207,854","Jun 8, 2020",Aktivate,Aktivate provides a digital platform for K-12 schools to manage and fund scholastic sports and student activities.,"Database, SaaS, Sports",—,"New York, New York, United States, North America",www.aktivate.com,,"$14,174,526",Early Stage Venture,4,—,—
Pre Seed Round - Paladin,Pre-Seed,Seed,"$149,999","May 22, 2020",Paladin,Paladin Attachments is one of the largest independent manufacturers of coupler systems and attachment tools for tractors & truck chassis.,"Landscaping, Manufacturing, Transportation",—,"Dexter, Michigan, United States, North America",www.paladinattachments.com/,,"$269,999",Seed,2,Techstars,1
Seed Round - EYSZ,Seed,Seed,"$1,950,000","Jul 1, 2020",EYSZ,A digital health platform that uses analysis of eye-movements as a biomarker to assess brain health across neurological disorders.,"Health Care, Information Technology, Machine Learning, Software","Women Founded, Women Led","Piedmont, California, United States, North America",eyszlab.com/,,"$3,913,000",Early Stage Venture,7,—,3
Seed Round - Summit Technology Laboratory,Seed,Seed,"$1,875,000","Jun 15, 2020",Summit Technology Laboratory,STL has developed the next generation platform for fully automated and surface shape conforming Spatially Augmented Reality,"3D Technology, Augmented Reality, Software","Women Founded, Women Led","Irvine, California, United States, North America",www.summittechlab.com,,"$4,099,956",Seed,4,—,1
Seed Round - Tava Health,Seed,Seed,"$3,000,000","May 19, 2020",Tava Health,"Tava Health improves emotional health through frictionless, technology-enabled care.","Health Care, Medical, Wellness",—,"Salt Lake City, Utah, United States, North America",www.tavahealth.com/,,"$13,000,000",Early Stage Venture,2,Peterson Ventures,5
Seed Round - kencko,Seed,Seed,"$300,000","Jun 2, 2020",kencko,kencko is a food-tech company reinventing organic fruit and vegetable products.,"Consumer Goods, E-Commerce, Food and Beverage, Nutrition, Organic Food, Retail",—,"New York, New York, United States, North America",www.kencko.com,,"$35,707,801",Early Stage Venture,6,Techstars,1
Seed Round - Ansa Biotechnologies,Seed,Seed,"$7,900,000","Jun 24, 2020",Ansa Biotechnologies,Ansa Biotechnologies develops a novel DNA synthesis technology based on enzymes.,"Biotechnology, Life Science, Therapeutics",—,"Emeryville, California, United States, North America",www.ansabio.com/,,"$83,419,682",Early Stage Venture,6,Horizons Ventures,4
Pre Seed Round - Ranch Rider Spirits,Pre-Seed,Seed,"$400,000","May 14, 2020",Ranch Rider Spirits,Ranch Rider Spirits produces and sells spirits.,"E-Commerce, Food and Beverage, Wine And Spirits",—,"Austin, Texas, United States, North America",www.ranchriderspirits.com,,"$17,423,400",Seed,3,—,—
Seed Round - Jupiter,Seed,Seed,"$2,450,000","Jun 16, 2020",Jupiter,Jupiter is a grocery commerce advertising network for CPGs,"Content Creators, E-Commerce, Food and Beverage, Social Media","Black / African American Founded, Black / African American Led, Women Founded","Stanford, California, United States, North America",jupiter.co,,"$8,000,000",Seed,4,"Khosla Ventures, NFX",5
Seed Round - 2NDNATURE,Seed,Seed,"$150,000","Jul 8, 2020",2NDNATURE,A science based enterprise cloud SaaS solution for performance based stormwater compliance.,"Cloud Data Services, Enterprise Software, Environmental Engineering, GovTech, Natural Resources, SaaS, Software, Water","Women Founded, Women Led","Santa Cruz, California, United States, North America",www.2ndnaturewater.com,,"$5,420,000",—,3,Techstars,1
Pre Seed Round - Venco.io,Pre-Seed,Seed,"$250,000","May 18, 2020",Venco.io,Event ticketing and event registration saas,"Software, Ticketing",—,"Lewes, Delaware, United States, North America",venco.io,,"$250,000",Seed,1,—,—
Seed Round - PostHog,Seed,Seed,"$3,000,000","Jun 4, 2020",PostHog,PostHog provides a platform for open-source product analytics to helps software teams understand user behavior.,"Analytics, Open Source, Software, Software Engineering",—,"San Francisco, California, United States, North America",posthog.com,,"$27,150,000",Early Stage Venture,4,1984 Ventures,2
Pre Seed Round - Arrived Inc.,Pre-Seed,Seed,"$1,000,000","Jun 10, 2020",Arrived Inc.,SaaS App for content creators to turbo charge the performance of their viral idea,—,—,"Cambridge, Massachusetts, United States, North America",www.arrivedai.com/,,"$1,000,000",Seed,1,—,—
Seed Round - BEERMKR,Seed,Seed,"$1,000,000","Jun 11, 2020",BEERMKR,BEERMKR is the world's first all-in-one beer-making machine that anyone can use.,"Consumer, Food and Beverage",—,"Boulder, Colorado, United States, North America",beermkr.com,,"$4,206,000",Seed,7,—,—
Seed Round - Modumate,Seed,Seed,"$2,050,000","Jun 1, 2020",Modumate,"Modumate is a next-generation 3D design tool helping to modernize architects' workflows, including automation of drafting.","Architecture, Construction, Software",—,"San Francisco, California, United States, North America",www.modumate.com,,"$7,250,000",Seed,3,Congruent Ventures,4
Seed Round - SCiFi Foods,Seed,Seed,"$6,125,000","Jun 10, 2020",SCiFi Foods,SCiFi Foods is racing to be the first to bring cultivated beef to market with an advanced synbio platform & cutting-edge tools like CRISPR.,"Biotechnology, Food and Beverage, Food Processing",—,"San Francisco, California, United States, North America",www.scififoods.com,,"$38,744,054",Early Stage Venture,5,—,6
Pre Seed Round - Path BioAnalytics,Pre-Seed,Seed,"$100,000","May 27, 2020",Path BioAnalytics,"Path BioAnalytics is an Advanced assays accelerating the discovery, development and use of new medications for respiratory disease","Health Care, Therapeutics",—,"Chapel Hill, North Carolina, United States, North America",pathbioanalytics.com/,,"$100,000",Seed,2,—,1
Seed Round - Caraway,Seed,Seed,"$5,300,000","May 28, 2020",Caraway,Caraway specializes in manufacturing non-toxic ceramic cookware.,"Consumer Goods, Manufacturing",—,"New York, New York, United States, North America",www.carawayhome.com,,"$70,300,000",Early Stage Venture,3,—,17
Seed Round - Pattern89,Seed,Seed,"$2,000,000","Jun 30, 2020",Pattern89,Pattern89 is a marketing platform for social media ads to help brands discover the ad elements that most impact paid social performance.,"Advertising, Artificial Intelligence, Digital Marketing, Internet",—,"Indianapolis, Indiana, United States, North America",www.pattern89.com/,,"$7,845,000",M&A,3,High Alpha,6
Seed Round - CellVax Therapeutics Inc.,Seed,Seed,"$2,730,000","Jun 26, 2020",CellVax Therapeutics Inc.,CellVax Therapeutics is a privately-held clinical-stage company developing autologous anticancer vaccines,—,—,"Philadelphia, Pennsylvania, United States, North America",www.cellvx.com/,,"$3,730,000",Early Stage Venture,2,—,—
Pre Seed Round - KEIKO,Pre-Seed,Seed,"$250,000","Jun 1, 2020",KEIKO,KEIKO (babykeiko.com) is an innovative and planet-friendly WELLBEGINNING babywear B Corp brand,"Baby, E-Commerce, Fashion, Parenting, Sustainability",—,"Honolulu, Hawaii, United States, North America",babykeiko.com/,,"$250,000",Seed,1,—,0
Pre Seed Round - Movably,Pre-Seed,Seed,"$360,000","May 26, 2020",Movably,Movably is a Fitness & Wellness company.,"Fitness, Furniture, Health Care, Productivity Tools, Wellness",—,"Boston, Massachusetts, United States, North America",www.movably.com/,,"$2,840,000",Seed,3,—,—
Seed Round - Tradefox,Seed,Seed,"$30,363","Jun 1, 2020",Tradefox,The leading business intelligence platform for the global trade of recyclables.,"Business Intelligence, Mineral, Paper Manufacturing, Plastics and Rubber Manufacturing, Precious Metals, Waste Management",—,"Dover, Delaware, United States, North America",www.tradefox.co,,"$3,774,761",Seed,14,—,—
Seed Round - Hest Outdoors,Seed,Seed,"$825,000","Jul 2, 2020",Hest Outdoors,Hest Outdoors delivers high-performance and well-designed products to improve enjoyment and experience outdoors.,"Building Material, Consumer Goods, Outdoors",—,"Seattle, Washington, United States, North America",hest-outdoors.myshopify.com/,,"$2,950,000",Seed,3,—,—
Pre Seed Round - DoorBox.ai,Pre-Seed,Seed,"$400,000","Jun 5, 2020",DoorBox.ai,"DoorBox.ai is a secure package exchange , supply chain tech company using AI, IoT & ML based technologies manufacturing Smart DoorBoxes","E-Commerce, Retail, Software",—,"Reno, Nevada, United States, North America",www.doorbox.ai,,"$542,000",Seed,4,—,—
Seed Round - Curu,Seed,Seed,"$3,000,000","May 22, 2020",Curu,Curu enables lenders to open more accounts by showing users the actions necessary to meet eligibility for their financial goals.,"Apps, Credit, Finance, Financial Services, FinTech, Lending",Black / African American Founded,"Denver, Colorado, United States, North America",curucredit.com/,,"$3,020,000",Seed,7,Vestigo Ventures,9
Pre Seed Round - LUCYPOP,Pre-Seed,Seed,"$20,000","Jun 1, 2020",LUCYPOP,LUCYPOP is an advanced material science startup focused on enhancing nail care.,"Advanced Materials, Beauty, Wellness",—,"Detroit, Michigan, United States, North America",lucypopnails.com,,"$20,000",Seed,1,Conquer Accelerator,2
Seed Round - SubioMed,Seed,Seed,"$1,500,000","Jun 1, 2020",SubioMed,SubioMed is a Technology Platform.,"Health Care, Medical Device, Service Industry",—,"Bloomington, Minnesota, United States, North America",www.subiomed.com/,,"$2,272,515",Seed,2,—,—
Pre Seed Round - Digitile,Pre-Seed,Seed,"$1,500,000","Jun 1, 2020",Digitile,Digitile's SaaS Solution harnesses OpenAI & ChatGPT to make eCommerce product catalogs smarter to convert intent buyers from search to sale.,"Artificial Intelligence, E-Commerce, E-Commerce Platforms, Enterprise Software, SaaS, Software",Women Founded,"Phoenix, Arizona, United States, North America",digitile.io/,,"$1,500,000",Seed,2,—,—
Seed Round - Gentreo,Seed,Seed,"$500,000","Jun 24, 2020",Gentreo,"Gentreo is the web-enabled software solution that makes estate planning easy, affordable, and accessible.","Document Management, Internet, Software",Women Founded,"Quincy, Massachusetts, United States, North America",gentreo.com,,"$650,000",Seed,4,—,—
Pre Seed Round - Quantum One DAO,Pre-Seed,Seed,"$7,500","Jun 15, 2020",Quantum One DAO,Engineering humanity's optimal trust paradigm & eliminating blockchain investment risk.,"Artificial Intelligence, Blockchain, Compliance, Cryptocurrency, Electronic Health Record (EHR), Ethereum, FinTech, Identity Management, Internet of Things, Quantum Computing",—,"Sheridan, Wyoming, United States, North America",quantumone.io,,"$106,500",Seed,5,—,—
Seed Round - Immunai,Seed,Seed,"$20,000,000","May 14, 2020",Immunai,"Immunai is a biotech company that provides mapping and reprogramming immunology, machine learning, and software engineering.","Analytics, Artificial Intelligence, Biotechnology, Machine Learning, Therapeutics",—,"New York, New York, United States, North America",www.immunai.com,,"$295,000,000",Early Stage Venture,3,"TLV Partners, Viola Group",3
Seed Round - Neo.Tax,Seed,Seed,"$3,000,000","Jun 30, 2020",Neo.Tax,Neo.Tax is on a mission to simplify the tax process through artificial intelligence.,"Accounting, FinTech, Software","Middle Eastern / North African Led, South Asian Founded","Mountain View, California, United States, North America",neo.tax/,,"$13,000,000",Early Stage Venture,5,"Floodgate, Uncork Capital",7
Pre Seed Round - CHANT,Pre-Seed,Seed,"$50,000","Jun 1, 2020",CHANT,CHANT is an e-commerce platform that offers handbags and other fashion accessories.,"E-Commerce, Fashion, Retail",—,"San Francisco, California, United States, North America",thechantbrand.com/,,"$50,000",Seed,1,Invest Nebraska,1
Seed Round - Subskribe,Seed,Seed,"$5,200,000","Jun 1, 2020",Subskribe,The Adaptive Quote-to-Revenue Platform For Modern SaaS,"Billing, Enterprise Software, Information Technology, SaaS, Software, Subscription Service",—,"San Ramon, California, United States, North America",subskribe.com,,"$18,400,000",Early Stage Venture,2,Slow Ventures,16
Seed Round - Mangomint,Seed,Seed,"$1,750,000","Jun 20, 2020",Mangomint,Mangomint develops salon and spa software designed to automate day-to-day operations.,"Beauty, Management Information Systems, Software",—,"Los Angeles, California, United States, North America",www.mangomint.com/,,"$14,750,000",Early Stage Venture,3,—,—
Seed Round - Integrated Auction Solutions,Seed,Seed,"$5,000,000","May 15, 2020",Integrated Auction Solutions,IAS provides a cloud-based digital wholesaling platform for the transportation sector.,"Auctions, Automotive, E-Commerce Platforms, Information Technology, SaaS, Software",Women Founded,"New Albany, Ohio, United States, North America",www.integratedauctionsolutions.com/,,"$5,000,000",Seed,1,—,—
Seed Round - CircleIt,Seed,Seed,"$1,000,000","Jun 1, 2020",CircleIt,CircleIt is a mobile platform developing communication software that enables the creation and storage of digital memories.,"Consumer Software, Flowers, Gift","Hispanic / Latine Led, South Asian Founded, Women Led","Chicago, Illinois, United States, North America",circleit.com/,,"$6,900,000",M&A,5,Joseph Fishella,1
Pre Seed Round - Attn: Grace,Pre-Seed,Seed,"$1,000,000","Jun 5, 2020",Attn: Grace,"Attn: Grace is a female-founded incontinence care startup designing skin-safe, more sustainable solutions for women with bladder leaks.",Consumer Goods,"Women Founded, Women Led","Cambridge, Massachusetts, United States, North America",attngrace.com/,,"$5,000,000",Seed,6,—,7
Pre Seed Round - Traffik Co,Pre-Seed,Seed,"$50,000","Jun 1, 2020",Traffik Co,Traffik Co is a SaaS Marketing Automation platform.,"Advertising, Content Marketing, Marketing Automation, SaaS",—,"St Louis, Missouri, United States, North America",traffikco.com,,"$50,000",Seed,1,—,—
Pre Seed Round - Cognitive Talent Solutions,Pre-Seed,Seed,"$100,000","Jun 4, 2020",Cognitive Talent Solutions,Organizational Network Analysis (ONA) powered by Artificial Intelligence (AI),"Analytics, Artificial Intelligence, Human Resources, Information Technology, Software",—,"Palo Alto, California, United States, North America",www.cognitivetalentsolutions.com/,,"$1,200,000",Seed,4,—,—
Seed Round - Wesper,Seed,Seed,"$4,250,000","Jun 23, 2020",Wesper,Wesper is a medical app that provides wellness and helps to grow sleep testing services.,"Fitness, Health Care, Medical, Software, Wellness",—,"New York, New York, United States, North America",wesper.co,,"$13,850,000",Early Stage Venture,4,Spark Capital,4
Seed Round - Topography Health,Seed,Seed,"$6,000,000","May 19, 2020",Topography Health,Topography Health encourages physicians in private practice to participate in clinical trials in order to advance medical research.,"Clinical Trials, Consulting, Health Care, Medical, Therapeutics",—,"Wilmington, North Carolina, United States, North America",www.jointopo.com,,"$27,500,000",Early Stage Venture,2,Andreessen Horowitz,2
Seed Round - Repeat,Seed,Seed,"$1,875,997","May 21, 2020",Repeat,Repeat is a SaaS platform that enables consumer-packaged-goods brands to turn one-time buyers into repeat customers.,"CRM, E-Commerce, Fast-Moving Consumer Goods, Retail Technology, SaaS","Women Founded, Women Led","Los Angeles, California, United States, North America",www.getrepeat.io,,"$9,035,997",Early Stage Venture,4,Harlem Capital Partners,8
Pre Seed Round - Start Left™ Security,Pre-Seed,Seed,"$275,000","May 29, 2020",Start Left™ Security,Transforming security to meet the needs of modern software development.,"Big Data, Cloud Security, Cyber Security, Machine Learning, Predictive Analytics, Risk Management, Software, Software Engineering",Middle Eastern / North African Led,"Jacksonville Beach, Florida, United States, North America",www.startleftsecurity.com/,,"$3,300,000",Seed,3,Bootleg Advisors,2
Seed Round - ShopMy,Seed,Seed,"$1,000,000","Jul 1, 2020",ShopMy,Where elite creators and brands collaborate.,—,—,"Boston, Massachusetts, United States, North America",shopmy.us,,"$9,000,000",Early Stage Venture,2,—,—
Seed Round - KarmaCheck,Seed,Seed,"$4,000,000","Jul 8, 2020",KarmaCheck,KarmaCheck develops an employee verification software to provide background checks for employment needs.,"Artificial Intelligence, Blockchain, Employment, Software",—,"San Francisco, California, United States, North America",www.karmacheck.com,,"$19,200,000",Early Stage Venture,4,—,7
Pre Seed Round - Authentify Art,Pre-Seed,Seed,"$2,200,000","Jul 1, 2020",Authentify Art,Authentify Art is a value engine for art and collectible assets.,"Art, Insurance, Internet of Things",—,"San Marcos, California, United States, North America",authentify.art,,"$2,200,000",Seed,1,—,—
Seed Round - EIWA,Seed,Seed,"$850,000","May 15, 2020",EIWA,We mobilize the world’s agronomic knowledge by building the first farming ecosystem data cloud.,"Agriculture, AgTech, Analytics, Cloud Data Services, SaaS, Software",—,"Saint Louis, Missouri, United States, North America",www.eiwa.ag/,,"$2,820,000",Early Stage Venture,4,The Yield Lab LATAM,1
Seed Round - Quartz Systems,Seed,Seed,"$7,750,000","May 13, 2020",Quartz Systems,"Quartz identifies, tracks, and understands everything that moves on a construction site","Construction, Information Technology, Software",—,"San Francisco, California, United States, North America",www.quartz.co,,"$7,750,000",Seed,2,"Baseline Ventures, Lemnos VC",19
