Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Thoropass,Seed,Seed,"$2,950,000","Sep 25, 2019",Thoropass,Compliance with Confidence,"Compliance, Information Technology, SaaS, Software","East Asian Founded, Women Founded","New York, New York, United States, North America",thoropass.com,,"$97,950,000",Late Stage Venture,4,Third Prime,18
Seed Round - Otherland,Seed,Seed,"$2,700,000","Oct 15, 2019",Otherland,Otherland is a digitally-native candle brand that transforms homes into an expressive world.,"Beauty, Consumer Goods, Home Decor, Lifestyle, Wellness","Women Founded, Women Led","Brooklyn, New York, United States, North America",www.otherland.com/,,"$2,700,000",M&A,1,Lerer Hippeau,10
Seed Round - Popwallet,Seed,Seed,"$2,000,000","Nov 12, 2019",Popwallet,Mobile Wallet Marketing Automation and CX,"Brand Marketing, Enterprise Software, Marketing Automation, Mobile, Retail Technology","Hispanic / Latine Founded, Hispanic / Latine Led","New York, New York, United States, North America",popwallet.com,,"$4,000,000",M&A,6,Stout Street Capital,7
Seed Round - Blockware Mining,Seed,Seed,"$2,000,000","Oct 1, 2019",Blockware Mining,Blockware Mining is a diversified Bitcoin mining infrastructure and colocation service provider.,"Bitcoin, Cryptocurrency",—,"Chicago, Illinois, United States, North America",www.blockwaremining.io/,,"$31,000,000",Early Stage Venture,3,—,—
Seed Round - Curated,Seed,Seed,"$5,500,000","Oct 30, 2019",Curated,Curated humanizes online shopping by connecting customers with passionate experts.,"Communities, E-Commerce, Internet, Retail",—,"San Francisco, California, United States, North America",www.curated.com/,,"$141,500,000",Late Stage Venture,4,Nimble Ventures,3
Seed Round - LIQUiDITY Group,Seed,Seed,"$4,000,000","Oct 28, 2019",LIQUiDITY Group,"Liquidity Group is a fintech firm that specializes in providing non-dilutive, and unsecured capital to SaaS-based companies.","Credit, Finance, Financial Services, FinTech",—,"New York, New York, United States, North America",www.liquiditygroup.com,,"$839,000,000",—,6,MUFG Innovation Partners,2
Seed Round - Reposite,Seed,Seed,"$3,500,000","Nov 12, 2019",Reposite,Reposite is the all-in-one workspace to power the travel trade.,"B2B, Internet, Payments, Software, Travel",Women Founded,"New York, New York, United States, North America",reposite.io,,"$13,500,000",Early Stage Venture,3,—,3
Seed Round - Lightyear,Seed,Seed,"$605,000","Oct 1, 2019",Lightyear,Enterprise telecom made easy,"IT Infrastructure, Telecommunications",—,"New York, New York, United States, North America",lightyear.ai,,"$17,405,000",Early Stage Venture,4,—,3
Seed Round - Campus,Seed,Seed,"$3,600,000","Oct 30, 2019",Campus,Campus is an accredited online community college that provides online learning services.,"EdTech, Education, Higher Education","Black / African American Founded, Black / African American Led","New York, New York, United States, North America",campus.edu,,"$32,600,000",Early Stage Venture,2,—,9
Seed Round - Bartesian,Seed,Seed,"$3,700,000","Nov 8, 2019",Bartesian,"Bartesian is a premium cocktail maker using capsules that contain the real, premium ingredients for on-demand, perfectly crafted cocktails.","Consumer, Consumer Goods, Food and Beverage, Hospitality, Wine And Spirits",—,"Chicago, Illinois, United States, North America",www.bartesian.com,,"$26,115,846",Early Stage Venture,12,—,1
Seed Round - Popfizz,Seed,Seed,"$300,000","Nov 7, 2019",Popfizz,Popfizz is an online computer science education service provider.,Education,—,"San Mateo, California, United States, North America",popfizz.io/,,"$300,000",Seed,1,—,2
Pre Seed Round - SylLab Systems,Pre-Seed,Seed,"$50,000","Oct 11, 2019",SylLab Systems,Post Quantum Security For Networks and IoT,"Cloud Security, Cyber Security, Information Technology",—,"Manassas, Virginia, United States, North America",syllab.io,,"$210,000",Seed,4,Virginia Innovation Partnership Corporation,1
Seed Round - PAIRE,Seed,Seed,"$655,000","Sep 13, 2019",PAIRE,PAIRE is a premium women's wear brand creating the perfect pants for the modern woman.,"Fashion, Retail, Women's",Women Founded,"South Gate, California, United States, North America",www.pairela.com,,"$655,000",Seed,1,—,2
Pre Seed Round - Lolly,Pre-Seed,Seed,"$1,500,000","Oct 13, 2019",Lolly,Lolly is a social dating platform that uses short-form content to allow users to express themselves.,"Dating, Media and Entertainment, Social Network",—,"Los Angeles, California, United States, North America",thelollyapp.com/,,"$4,000,000",Seed,3,—,1
Pre Seed Round - Verbz.ai,Pre-Seed,Seed,"$149,998","Sep 24, 2019",Verbz.ai,"Verbz is a voice-first collaboration app for business leaders. Assign tasks, capture notes, or chat with your team using just your voice.","Artificial Intelligence, Information Technology, Productivity Tools",Women Founded,"San Francisco, California, United States, North America",www.verbz.ai/,,"$269,998",Seed,2,"Happiness Ventures, Techstars",2
Pre Seed Round - Better & Better,Pre-Seed,Seed,"$1,095,002","Nov 5, 2019",Better & Better,"Better & Better provides personal care products such as organic toothpaste in an eco-friendly, reusable dispenser.","Consumer Goods, E-Commerce, Personal Health",—,"New York, New York, United States, North America",betterandbetter.com/,,"$5,095,002",—,4,—,—
Pre Seed Round - Crave,Pre-Seed,Seed,"₩500,000,000","Oct 1, 2019",Crave,"Web-based digital menu, ordering, and payments platform for independent restaurants & multi-location restaurant concepts. No app required.","Enterprise Software, Mobile Payments, QR Codes, Web Apps","East Asian Led, Women Founded","Los Angeles, California, United States, North America",www.craveup.com,,"$1,515,738",Seed,3,—,1
Pre Seed Round - Neurotype Inc.,Pre-Seed,Seed,"$10,000","Sep 15, 2019",Neurotype Inc.,"Medical Device, SaMD, Software, Neurotechnology, Biofeedback, Neurofeedback","Health Care, Information Technology, Medical Device, Neuroscience, Software",—,"Minneapolis, Minnesota, United States, North America",www.neurotype.io,,"$837,983",Seed,10,—,1
Seed Round - Alphy,Seed,Seed,"$1,600,000","Sep 15, 2019",Alphy,Alphy is a technology company that provides artificial intelligence-powered communication tools for companies.,"Artificial Intelligence, Communications Infrastructure, Machine Learning, Software",—,"Hayden, Idaho, United States, North America",www.alphyco.com,,"$2,300,000",Seed,2,"Jim Goetz, Theresia Gouw",2
Seed Round - LEX Markets,Seed,Seed,"$4,000,000","Oct 2, 2019",LEX Markets,LEX Markets is a commercial real estate securities marketplace that takes commercial buildings public through single-asset IPOs.,"FinTech, Marketplace, Real Estate, Real Estate Investment",—,"New York, New York, United States, North America",www.LEX-markets.com,,"$27,500,000",Early Stage Venture,6,"Greycroft, Thor Equities",3
Seed Round - Stilt,Seed,Seed,"$3,564,043","Sep 27, 2019",Stilt,"Stilt offers financial services for immigrants, visa holders, and the underserved.","Financial Services, FinTech, Lending, Personal Finance",—,"San Francisco, California, United States, North America",www.stilt.com,,"$338,776,049",M&A,11,Streamlined Ventures,1
Seed Round - Black SMS,Seed,Seed,"$2,475,833","Sep 23, 2019",Black SMS,Black SMS is a mobile app for securing and encrypting text messages.,"Messaging, Mobile, Mobile Apps",—,"Palo Alto, California, United States, North America",blacksms.info,,"$2,475,833",Seed,2,—,1
Seed Round - She's Well,Seed,Seed,"$2,100,000","Oct 25, 2019",She's Well,She’s Well provides subscription plans to help women and couples to preserve their fertility and have children when they’re ready.,"Apps, Consulting, Fertility, Health Care, Men's, Personal Finance, Subscription Service, Wellness, Women's","Women Founded, Women Led","San Francisco, California, United States, North America",sheswell.co,,"$2,100,000",Seed,1,—,4
Seed Round - Massless,Seed,Seed,"$2,100,000","Oct 15, 2019",Massless,"Massless develops technology for creators: VR, 3D, AI, Web2, Web3","3D Technology, Blockchain, Collaboration, Content Creators, Media and Entertainment, Software",—,"San Francisco, California, United States, North America",www.massless.io,,"$4,700,000",—,5,—,1
Pre Seed Round - Chi Botanic,Pre-Seed,Seed,"$250,000","Nov 5, 2019",Chi Botanic,Chi Botanic is a cellular agriculture company that provides a synthetic biology pipeline to leverage the power of the plant cell.,"Agriculture, AgTech, Biotechnology, Cosmetics, Food and Beverage, Waste Management",—,"Alameda, California, United States, North America",www.chibotanic.com/,,"$2,225,000",Seed,4,—,3
Seed Round - Deckard Technologies,Seed,Seed,"$2,100,000","Sep 16, 2019",Deckard Technologies,Deckard Technologies is a real estate data analytics and technology firm ensuring regulatory compliance and community equity.,"Data Mining, Information Technology, Real Estate Investment",—,"San Diego, California, United States, North America",www.deckard.com,,"$13,999,277",Seed,5,—,—
Seed Round - Anra Technologies,Seed,Seed,"$2,000,000","Oct 25, 2019",Anra Technologies,"AnraTechnologies provide operators with an off the shelf, field proven DroneOSS operational platform.","Aerospace, Drones, Mobile Apps","South Asian Founded, South Asian Led","Mclean, Virginia, United States, North America",www.anratechnologies.com,,"$8,062,391",—,5,Osage Venture Partners,4
Seed Round - Capture Technologies,Seed,Seed,"$75,000","Oct 30, 2019",Capture Technologies,Capture Technologies is a technology and social media company.,"Artificial Intelligence, Machine Learning, Mobile Apps, Social Media",—,"Los Angeles, California, United States, North America",capture.tech/,,"$1,075,000",Seed,2,Alumni Ventures,1
Pre Seed Round - Pngme,Pre-Seed,Seed,"$336,005","Oct 1, 2019",Pngme,"Pngme, they believe everyone deserves equal access to finance.","Big Data, Financial Services, FinTech, Software",Women Founded,"San Francisco, California, United States, North America",www.pngme.com,,"$18,336,005",Early Stage Venture,3,Unshackled Ventures,6
Seed Round - 6D.ai,Seed,Seed,"$1,499,999","Sep 17, 2019",6D.ai,6D.ai develops application programming interfaces (APIs) for the Augmented Reality (AR) Cloud.,"Apps, Artificial Intelligence, Augmented Reality, Big Data, Computer Vision, Machine Learning, Virtual Reality",—,"San Francisco, California, United States, North America",6d.ai/,,"$4,499,999",M&A,4,Alumni Ventures,1
Pre Seed Round - Emoshape Inc.,Pre-Seed,Seed,"$50,000","Sep 23, 2019",Emoshape Inc.,Emoshape offer Emotion Synthesis by SaaS and SoC that teaches intelligent objects how to interact with humans to yield a positive result.,"Artificial Intelligence, Gaming, SaaS, Software",—,"New York, New York, United States, North America",www.emoshape.com,,"$1,020,000",Seed,11,—,1
Seed Round - Natalist,Seed,Seed,"$5,000,000","Oct 3, 2019",Natalist,"Fertility and pregnancy products. Inspired by beauty and backed by science. By moms, for you.","Beauty, Fitness, Health Care","Women Founded, Women Led","Charleston, South Carolina, United States, North America",natalist.com/,,"$5,000,000",M&A,1,Cowboy Ventures,13
Seed Round - Andonix,Seed,Seed,"$2,000,000","Oct 1, 2019",Andonix,Andonix provides connected worker technology to upskill labor-intensive companies like manufacturers and automakers.,"Information Technology, Manufacturing, SaaS, Software",Hispanic / Latine Founded,"Detroit, Michigan, United States, North America",www.andonix.com/,,"$2,000,000",Seed,1,"CAF, MatterScale Ventures",5
Seed Round - Coral,Seed,Seed,"$3,000,000","Oct 1, 2019",Coral,Coral is the largest direct contracting platform and market place for bundled and % of Medicare priced healthcare in the United States.,Health Care,—,"Oklahoma City, Oklahoma, United States, North America",www.coral.io/,,"$9,000,000",Seed,3,—,—
Seed Round - Enklu,Seed,Seed,"$3,200,000","Oct 1, 2019",Enklu,"The mixed-reality marketplace which connects players, creators, and operators of real-world AR/MR experiences.","Augmented Reality, Developer Platform, Digital Entertainment, Media and Entertainment, Software",—,"Alameda, California, United States, North America",www.enklu.com,,"$6,523,197",Seed,7,—,3
Seed Round - PlusOne,Seed,Seed,"¥100,000,000","Oct 10, 2019",PlusOne,PlusOne is an EdTech startup leveraging AI+MR technologies to help enterprises train their employees to better interact with their clients.,"Artificial Intelligence, Augmented Reality, EdTech, Education, Personal Development, Software, Virtual Reality",—,"San Francisco, California, United States, North America",plusone.space/,,"$2,427,050",—,4,The Venture Reality Fund/VRF,1
Seed Round - Stride Funding,Seed,Seed,"$2,200,000","Oct 28, 2019",Stride Funding,Stride Funding is an outcomes-oriented company offering flexible funding products such as Income Share Agreements.,"Education, Financial Services","Women Founded, Women Led","Boston, Massachusetts, United States, North America",www.stridefunding.com/,,"$150,700,000",Early Stage Venture,7,GSV Ventures,5
Seed Round - Praetego,Seed,Seed,"$100,000","Sep 30, 2019",Praetego,Praetego is a pharmaceutical company focused on addressing serious diabetic complications.,"Health Care, Health Diagnostics, Medical, Pharmaceutical","Women Founded, Women Led","Durham, North Carolina, United States, North America",www.praetego.com/,,"$5,870,703",Seed,6,Stony Lonesome Group,1
Seed Round - Waggit,Seed,Seed,"$1,000,000","Sep 15, 2019",Waggit,"A health & safety monitor providing key indicators to help detect health conditions early, improving/possibly extending dogs’ lives","Big Data, Consumer, Consumer Electronics, Hardware, Health Care, Internet of Things, Pet",Women Founded,"San Francisco, California, United States, North America",www.waggit.dog,,"$5,050,000",Seed,5,—,1
Seed Round - Taskade,Seed,Seed,"$5,000,000","Oct 24, 2019",Taskade,Taskade is a real-time organization and collaboration tool for distributed teams.,"Apps, Collaboration, Document Management, Internet of Things, Project Management, Real Time, SaaS, Software, Task Management, Video Chat",—,"New York, New York, United States, North America",www.taskade.com,,"$5,150,000",Seed,6,"Grishin Robotics, Y Combinator",4
Pre Seed Round - Chorus Health,Pre-Seed,Seed,"$120,000","Sep 16, 2019",Chorus Health,Chorus Health is a human-centered healthcare technology company that provides a digital health platform for perimenopausal women and beyond.,"Apps, Fitness, Health Care, PaaS, Wellness",—,"San Francisco, California, United States, North America",chorushealth.io,,"$120,000",Seed,1,Techstars,1
Seed Round - Yours,Seed,Seed,"$3,500,000","Oct 9, 2019",Yours,"Yours is an early stage consumer-tech startup that creates personalized skincare based on the user's selfie, lifestyle, and environment.","Beauty, Consumer Goods, Cosmetics, Lifestyle, Machine Learning, Wellness","South Asian Founded, Women Founded, Women Led","Los Angeles, California, United States, North America",lovefromyours.com,,"$3,500,000",Seed,2,Peak XV Partners,5
Seed Round - SparkCharge,Seed,Seed,"$2,435,992","Sep 24, 2019",SparkCharge,SparkCharge is an automotive company that offers mobile and convenient charging stations for electric vehicles.,"Automotive, Electric Vehicle, Energy Storage, GreenTech","Black / African American Founded, Black / African American Led","Somerville, Massachusetts, United States, North America",sparkcharge.io,,"$67,140,706",Early Stage Venture,11,—,—
Seed Round - DirectShifts,Seed,Seed,"$3,000,000","Sep 19, 2019",DirectShifts,"DirectShifts is a healthcare labor marketplace, connecting healthcare workers with organizations for contract/per-diem/full time work","Health Care, Recruiting",—,"New York, New York, United States, North America",www.directshifts.com/,,"$3,000,000",—,6,—,5
Pre Seed Round - Sendspark,Pre-Seed,Seed,"$300,000","Oct 15, 2019",Sendspark,Sendspark is the video platform for record and requesting customer videos.,"Information Technology, Internet, Marketing, SaaS, Sales, Software, Video","Hispanic / Latine Founded, Women Founded","San Antonio, Texas, United States, North America",www.sendspark.com,,"$1,000,000",Seed,3,Active Capital,3
Pre Seed Round - Eternal,Pre-Seed,Seed,"$1,099,988","Oct 8, 2019",Eternal,Eternal develops an avatar social network to offer a new social networking experience.,"Internet, Social Media, Social Network, Software","Black / African American Founded, Black / African American Led","Brooklyn, New York, United States, North America",eternal.plus/,,"$10,998,552",—,3,Bolt,4
Seed Round - MajorClarity,Seed,Seed,"$1,845,019","Oct 5, 2019",MajorClarity,"MajorClarity is an online platform that creates learning environments for students, in all stages of their education.",Education,—,"Washington, District of Columbia, United States, North America",www.majorclarity.com/,,"$2,245,019",M&A,5,—,2
Seed Round - Polco,Seed,Seed,"$5,779,000","Sep 25, 2019",Polco,Polco is a civic participation and public entity performance analytics SaaS technology company.,"Analytics, CivicTech, Crowdsourcing, GovTech, SaaS",—,"Middleton, Wisconsin, United States, North America",polco.us,,"$24,366,500",Early Stage Venture,5,Hivers and Strivers,8
Seed Round - Wefunder,Seed,Seed,"$4,000,000","Nov 11, 2019",Wefunder,Wefunder is a crowd investing platform that offers capital raising services.,"Crowdfunding, Finance, Financial Services, FinTech, Funding Platform",—,"San Francisco, California, United States, North America",www.wefunder.com,,"$22,200,000",Seed,5,—,—
Pre Seed Round - Seel,Pre-Seed,Seed,"$1,500,000","Nov 4, 2019",Seel,Seel is the #1 post-purchase guarantee platform,"Consumer, Insurance",—,"San Francisco, California, United States, North America",www.seel.com,,"$23,620,000",Early Stage Venture,4,West Loop Ventures,4
Seed Round - Parabol,Seed,Seed,"$4,000,000","Nov 5, 2019",Parabol,Agile Meeting Platform,"Collaboration, Computer, SaaS, Software",Women Founded,"Alhambra, California, United States, North America",parabol.co,,"$12,550,000",Early Stage Venture,5,"CRV, Haystack, Slack Fund",6
Seed Round - Orbit Fab,Seed,Seed,"$3,300,000","Oct 4, 2019",Orbit Fab,Orbit Fab is a supplier of tankers and other infrastructure needed for in-space refueling of satellites.,"Aerospace, Energy, Infrastructure, Manufacturing, Space Travel",—,"Lafayette, Colorado, United States, North America",www.orbitfab.com,,"$42,167,713",Early Stage Venture,10,—,10
Seed Round - ManiMe,Seed,Seed,"$2,600,000","Oct 29, 2019",ManiMe,ManiMe is a beauty-tech company that delivers fitted and ready-to-wear manicures made with 3D scanning technology.,"Beauty, Communities, Fashion, Lifestyle, Manufacturing","Women Founded, Women Led","Santa Monica, California, United States, North America",www.manime.co,,"$8,919,999",—,5,Maha Ibrahim,2
Seed Round - Rebellyous Foods,Seed,Seed,"$250,000","Oct 14, 2019",Rebellyous Foods,Rebellyous Foods is a food manufacturing technology and production company.,"Food and Beverage, Food Processing, Manufacturing","Women Founded, Women Led","Seattle, Washington, United States, North America",rebellyous.com/,,"$44,955,430",—,11,—,2
Pre Seed Round - TASS VISION,Pre-Seed,Seed,"$67,500","Oct 9, 2019",TASS VISION,in-store Analytics tool and checkout free technology for Retail companies.,"Artificial Intelligence, Computer Vision, Retail Technology",—,"Dover, Delaware, United States, North America",tassvision.com/,,"$317,500",Seed,3,—,1
Seed Round - Confetti,Seed,Seed,"$2,100,000","Oct 23, 2019",Confetti,"Discover unique workplace activities & corporate events that fit your company's culture, goals & budget.","B2B, Employee Benefits, Event Management, Events, Leisure, Sports","Women Founded, Women Led","New York, New York, United States, North America",www.withconfetti.com,,"$6,325,000",—,5,—,4
Pre Seed Round - Alora,Pre-Seed,Seed,"$250,000","Oct 1, 2019",Alora,Alora is an ocean agriculture company. We grow rice in the oceans.,"Agriculture, Biotechnology, Farming, Food Processing",—,"San Francisco, California, United States, North America",www.alora.world,,"$1,650,000",Seed,4,—,2
Seed Round - Hemster,Seed,Seed,"$4,000,000","Oct 21, 2019",Hemster,Hemster is an on-demand tailoring service that empowers customers to create their own size no matter where they shop.,"E-Commerce, Fashion, Retail, Retail Technology","Women Founded, Women Led","San Francisco, California, United States, North America",hemster.co/,,"$4,000,000",Seed,5,Bullpen Capital,7
Seed Round - Remoov,Seed,Seed,"$1,500,000","Oct 3, 2019",Remoov,Unlocking the value of the secondary goods market. Reduce waste by increasing reuse.,"E-Commerce, Furniture, Home Services, Logistics, Real Estate, Service Industry, Sustainability",Hispanic / Latine Founded,"South San Francisco, California, United States, North America",remoovit.com/,,"$1,600,000",Early Stage Venture,6,—,4
Pre Seed Round - Shop4me,Pre-Seed,Seed,"$90,000","Sep 15, 2019",Shop4me,Shop4me is a B2B marketplace that helps simplify the complex procurement process by connecting businesses with prequalified suppliers.,"B2B, Beauty, Hospitality, Logistics, Marketplace, Procurement",—,"New Castle, Delaware, United States, North America",shop4me.com/,,"$285,000",Seed,3,—,—
Seed Round - FinX Capital Markets,Seed,Seed,"$2,000,000","Nov 3, 2019",FinX Capital Markets,Cloud-Native Capital Markets Analytics.,"Analytics, Financial Exchanges, Financial Services, Predictive Analytics, Trading Platform",—,"El Segundo, California, United States, North America",finx.io/,,"$2,750,000",Seed,2,Northern Trust,1
Seed Round - Zoom Ride,Seed,Seed,"$2,500,000","Oct 1, 2019",Zoom Ride,Zoom Ride is an application software that allows you to book rides.,"Delivery Service, Ride Sharing",—,"Dearborn, Michigan, United States, North America",myzoomride.com,,"$8,482,500",Early Stage Venture,4,—,—
Seed Round - Searchable.ai,Seed,Seed,"$2,000,000","Oct 28, 2019",Searchable.ai,Searchable.ai is a developer of a personalized semantic search engine used to improve work productivity.,"Artificial Intelligence, Productivity Tools, Semantic Search",—,"San Francisco, California, United States, North America",searchable.ai,,"$8,426,220",—,3,Defy.vc,9
Seed Round - AxisPoint Alliance,Seed,Seed,"$1,000,000","Oct 29, 2019",AxisPoint Alliance,AxisPoint Alliance specializes in technology for manufacturers and distributors.,"Building Material, Manufacturing",—,"New Albany, Indiana, United States, North America",www.axispointalliance.com/,,"$1,000,000",Seed,1,—,—
Seed Round - DrawBridge Lending,Seed,Seed,"$5,284,485","Oct 28, 2019",DrawBridge Lending,DrawBridge offers a lending loans with no margin calls backed by Bitcoin holdings.,"Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech, Lending, Virtual Currency",—,"Chicago, Illinois, United States, North America",dbl.digital,,"$5,284,485",M&A,1,—,—
Seed Round - ZolTrain,Seed,Seed,"$582,951","Oct 17, 2019",ZolTrain,ZolTrain is a provider of budtender training platform created to help gain the knowledge needed to sell cannabis products.,"Cannabis, E-Learning, Software",Women Founded,"Denver, Colorado, United States, North America",zoltrain.com,,"$1,582,950",—,2,—,—
Seed Round - Kandji,Seed,Seed,"$3,375,000","Oct 28, 2019",Kandji,"Kandji is a management platform for apple devices such as macOS, iOS, iPadOS, and tvOS.","Information Technology, iOS, Mobile, Software",—,"San Diego, California, United States, North America",kandji.io,,"$188,375,000",Late Stage Venture,6,First Round Capital,3
Pre Seed Round - Sken.ai,Pre-Seed,Seed,"$200,000","Sep 27, 2019",Sken.ai,"Sken.ai, offers a “DevOps first AppSec”.","Cyber Security, Developer Platform, Developer Tools, Machine Learning, SaaS",—,"Dublin, California, United States, North America",www.sken.ai,,"$400,000",M&A,3,—,1
Seed Round - Juncture Media,Seed,Seed,"$400,000","Sep 20, 2019",Juncture Media,Juncture Media is an IP development company focused on producing and publishing new creative titles in the digital space.,"Advertising, Digital Entertainment, Marketing, Media and Entertainment",—,"Brooklyn, New York, United States, North America",juncturemedia.com/,,"$400,000",Seed,1,"National Football League, Verizon",2
Seed Round - Shine Bathroom,Seed,Seed,"$750,000","Oct 21, 2019",Shine Bathroom,Shine Bathroom delivers seamless comfort and wellbeing to consumers with connected bathroom products,"Consumer Goods, E-Commerce",—,"Santa Barbara, California, United States, North America",shop.shinebathroom.com,,"$750,000",Seed,2,"Entrada Ventures, Mucker Capital",2
Pre Seed Round - Situ,Pre-Seed,Seed,"$900,000","Nov 1, 2019",Situ,"Situ is a financial services platform, issuing personal banking, credit cards and loans to the $5.5 Trillion a year, new resident community.",Financial Services,—,"New York, New York, United States, North America",www.banksitu.com,,"$900,000",Seed,1,—,—
Seed Round - Flipside Crypto,Seed,Seed,"$7,100,000","Sep 24, 2019",Flipside Crypto,Flipside Crypto provides analytics and business intelligence to crypto organizations.,"Analytics, Blockchain, Cryptocurrency, Software",—,"Boston, Massachusetts, United States, North America",flipsidecrypto.xyz/,,"$61,500,000",Early Stage Venture,4,Galaxy Investment Partners,11
Seed Round - Mable,Seed,Seed,"$3,100,000","Oct 15, 2019",Mable,Mable is a mobile and web-based B2B wholesale e-commerce platform for grocers.,"E-Commerce, Wholesale",Women Founded,"Boston, Massachusetts, United States, North America",meetmable.com/,,"$17,599,996",—,3,"Accomplice, Founder Collective, Venrock",6
Seed Round - RaceReady,Seed,Seed,"$1,300,000","Oct 1, 2019",RaceReady,Technology for Modern Off-Road Motorsports Racing,"Event Management, Events, Information Technology, Racing, Software, Sports",—,"Mapleton, Utah, United States, North America",iraceready.com,,"$1,870,000",Seed,2,RevRoad,1
Seed Round - Atomontage,Seed,Seed,"$1,950,000","Oct 16, 2019",Atomontage,Atomontage develops a volumetric graphics and simulation platform that can scale to record-breaking data sets and beyond.,"3D Technology, Enterprise Software, Software",—,"Wilmington, Delaware, United States, North America",www.atomontage.com,,"$5,700,000",—,3,Makers Fund,4
Pre Seed Round - changeforce.ai,Pre-Seed,Seed,"$850,000","Nov 5, 2019",changeforce.ai,"Enterprise, SaaS, Management Consulting, Change Management, Business Transformation","Artificial Intelligence, B2B, Business Information Systems, Business Intelligence, Enterprise Software, Machine Learning, Management Consulting, SaaS, Software",—,"New York, New York, United States, North America",changeforce.ai,,"$1,100,000",Seed,2,—,—
