Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Pre Seed Round - Gerald,Pre-Seed,Seed,"$75,000","Jan 8, 2020",Gerald,"Gerald is transforming how consumers track, manage, finance and pay their household bills by offering overdraft and late fee protection.","Banking, Billing, Consumer Lending, Financial Services, FinTech, InsurTech, Payments",—,"New York, New York, United States, North America",joingerald.com,,"$175,000",Seed,3,—,1
Seed Round - Hibersense,Seed,Seed,"$75,000","Dec 23, 2019",Hibersense,Hibersense Comfort Control for Every Room,"Hardware, Home Improvement, Internet of Things, Mobile Apps, Sensor",—,"Pittsburgh, Pennsylvania, United States, North America",hibersense.com,,"$1,545,000",Seed,10,—,1
Seed Round - NextDroid,Seed,Seed,"$350,000","Jan 3, 2020",NextDroid,"NextDroid specializes in autonomous vehicles, cloud computing, and artificial intelligence.","Artificial Intelligence, Autonomous Vehicles, Information Technology, Machine Learning, Software",—,"Boston, Massachusetts, United States, North America",www.nextdroid.com/,,"$3,323,920",—,3,—,1
Seed Round - Emme,Seed,Seed,"$200,000","Nov 25, 2019",Emme,"Emme is a healthcare technology company with a mission to put women's health in women's hands, starting with birth control.","Consumer, Health Care, Medical, Medical Device, Personal Health, Wellness, Women's","Women Founded, Women Led","San Francisco, California, United States, North America",www.emme.com/,,"$2,700,000",M&A,5,—,1
Seed Round - Camus Energy,Seed,Seed,"$3,000,000","Dec 6, 2019",Camus Energy,Camus Energy is an open source grid management software as a service for distributed energy and the renewable transition.,"CleanTech, Cloud Computing, Data Integration, Electrical Distribution, Energy, Power Grid, Renewable Energy, SaaS, Software","Women Founded, Women Led","San Francisco, California, United States, North America",camus.energy/,,"$19,000,000",Early Stage Venture,2,Congruent Ventures,2
Pre Seed Round - Signum City,Pre-Seed,Seed,"$25,000","Dec 12, 2019",Signum City,Signum City is a fantasy stock market gaming app.,"Education, FinTech, Gamification, Mobile Apps, Simulation",—,"Austin, Texas, United States, North America",signum.city,,"$225,000",Seed,2,—,1
Pre Seed Round - FX1,Pre-Seed,Seed,"A$1,320,000","Nov 15, 2019",FX1,FX1 is an AI based computer vision company that’s building the most advanced human movement tracking system in the world.,"Artificial Intelligence, Blockchain, Media and Entertainment, Sports",—,"Carlsbad, California, United States, North America",fx1.io/,,"A$1,700,000",—,2,—,—
Seed Round - AKULAR,Seed,Seed,"€1,050,000","Dec 19, 2019",AKULAR,AKULAR is an application that converts your 3D models into augmented reality.,"Architecture, Augmented Reality, Real Estate, Software",—,"Reston, Virginia, United States, North America",akular.com/,,"€1,050,000",Seed,2,CB Investment Management,1
Seed Round - OpenSea,Seed,Seed,"$2,100,000","Nov 19, 2019",OpenSea,"OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.","Bitcoin, Blockchain, Cryptocurrency, E-Commerce, Marketplace",—,"New York, New York, United States, North America",opensea.io,,"$427,220,000",Late Stage Venture,8,gumi Cryptos Capital (gCC),7
Seed Round - Heroes Jobs,Seed,Seed,"$6,998,766","Jan 12, 2020",Heroes Jobs,Heroes Jobs is a mobile application that helps streamlines recruitment by connecting job seekers with employers through video messaging.,"Apps, Human Resources, Internet, Recruiting, Video",—,"San Francisco, California, United States, North America",www.heroes.jobs,,"$8,498,766",M&A,2,—,3
Seed Round - Slumber Sleep Inc.,Seed,Seed,"$1,600,000","Jan 1, 2020",Slumber Sleep Inc.,Slumber Sleep Inc. is a rapidly growing e-commerce company focused on formulated plant-based products to aid in better sleep.,E-Commerce,—,"Denver, Colorado, United States, North America",slumbercbn.com/,,"$1,600,000",Seed,1,—,—
Pre Seed Round - Up 'n go - Pay at table,Pre-Seed,Seed,"$130,000","Dec 15, 2019",Up 'n go - Pay at table,"Over 11 million restaurant checks paid at the table with Up 'n go QR codes. Use us at P. F. Changs, On The Border, and other restaurants.","E-Commerce, FinTech, Food and Beverage, Mobile Payments, Payments, QR Codes, Restaurants, Software, Transaction Processing",—,"San Diego, California, United States, North America",www.upngo.com/,,"$3,945,000",Seed,8,Eric Bellquist,1
Seed Round - Discount Store Bargains,Seed,Seed,"$750,000","Jan 10, 2020",Discount Store Bargains,"Discount Store Bargains is a wholesale and retail distributor of electronics, audio, and mobile products and accessories.","Android, Consumer Electronics, Windows Phone",—,"Warren, New Jersey, United States, North America",www.discountstorebargains.com,,"$1,750,000",Early Stage Venture,2,—,—
Seed Round - Qunnect,Seed,Seed,"$800,000","Jan 7, 2020",Qunnect,Qunnect is a spin-off venture company enabling the quantum internet for quantum repeater operation.,"Cyber Security, Information Technology, Quantum Computing, Telecommunications",Women Led,"New York, New York, United States, North America",www.qunnect.inc,,"$12,455,556",Early Stage Venture,6,—,3
Seed Round - Rainbow,Seed,Seed,"$1,500,000","Jan 1, 2020",Rainbow,Rainbow is a mobile app of Ethereum wallet for managing your assets.,"Asset Management, Finance, Mobile Apps",—,"New York, New York, United States, North America",rainbow.me,,"$19,500,000",Early Stage Venture,3,—,1
"Seed Round - The Deerborne Group, Inc.",Seed,Seed,"$100,000","Jan 1, 2020","The Deerborne Group, Inc.","The Deerborne Group is a management consulting firm focused on the global biotechnology, in-vitro diagnostics, and life science industries.","Advice, Biotechnology, Business Development, Consulting, Genetics, Life Science, Management Consulting, Marketing, Sales",—,"Rancho Santa Fe, California, United States, North America",thedeerbornegroup.com/,,"$100,000",Seed,1,—,—
Pre Seed Round - Secure AI Labs,Pre-Seed,Seed,"$3,363,000","Jan 1, 2020",Secure AI Labs,Secure AI Labs helps businesses share privacy restricted data by protecting it during use.,"Analytics, Artificial Intelligence, Information Technology, Machine Learning, Network Security",Women Founded,"Cambridge, Massachusetts, United States, North America",secureailabs.com,,"$8,093,000",Seed,2,—,10
Seed Round - Ohi,Seed,Seed,"$2,750,000","Nov 18, 2019",Ohi,Ohi provides incredible post-purchase experiences that accelerate your brand’s growth,E-Commerce,—,"New York, New York, United States, North America",ohi.com,,"$21,750,000",Early Stage Venture,2,Flybridge,5
Seed Round - Gondola,Seed,Seed,"$120,000","Dec 5, 2019",Gondola,Gondola is a virtual economy management tool that enables mobile game developers to balance and optimize virtual economies.,"Analytics, Freemium, Mobile",—,"New York, New York, United States, North America",gondola.io,,"$320,000",M&A,2,Techstars,1
Seed Round - Voccent,Seed,Seed,"$1,100,101","Jan 1, 2020",Voccent,Language Learning and Emotion Comprehension,"Education, Language Learning, Psychology, Speech Recognition",—,"Carlsbad, California, United States, North America",www.voccent.com,,"$1,100,101",Seed,1,Victor Brunko,1
Seed Round - CoInspect,Seed,Seed,"$150,000","Dec 6, 2019",CoInspect,CoInspect is building SaaS tools to ensure food safety & sustainability from farm to fork.,"CleanTech, GovTech, GreenTech, Mobile, Quality Assurance, Risk Management, SaaS, Software, Supply Chain Management, Sustainability",—,"San Francisco, California, United States, North America",www.coinspectapp.com,,"$14,726,221",—,6,—,2
Pre Seed Round - ESSIRI Labs,Pre-Seed,Seed,"$1,000,000","Jan 1, 2020",ESSIRI Labs,Eye Safe Beauty,"Beauty, Cosmetics, Personal Health, Therapeutics, Wellness",—,"Boston, Massachusetts, United States, North America",eyesarethestory.com/,,"$1,000,000",Seed,2,—,—
Seed Round - SKUx,Seed,Seed,"$1,000,000","Dec 20, 2019",SKUx,SKUx is a patented payments solution and consumer engagement platform.,"Blockchain, FinTech, Information Technology, PaaS",—,"St. Petersburg, Florida, United States, North America",skux.io/,,"$22,500,000",Early Stage Venture,5,—,—
Seed Round - Latitude Food Allergy Care,Seed,Seed,"$9,689,268","Dec 28, 2019",Latitude Food Allergy Care,Latitude Food Allergy Care provides clinics to treat children with food allergies.,"Health Care, Medical, Personal Health",—,"Redwood City, California, United States, North America",latitudefoodallergycare.com/,,"$12,439,268",Seed,2,—,—
"Seed Round - Simply Reliable, Inc.",Seed,Seed,"$50,000","Nov 15, 2019","Simply Reliable, Inc.",Simply Reliable provides cloud based business process software for the $2.5BB Smart Home integration contractor market.,"Enterprise Software, SaaS, Smart Home, Software",—,"St. Petersburg, Florida, United States, North America",www.simplyreliable.com/,,"$580,000",Seed,5,—,1
Seed Round - The Facilities Group,Seed,Seed,"$1,000","Jan 1, 2020",The Facilities Group,"The Facilities Group partners with the premier local, regional and national facility maintenance providers while maintaining brand legacy","Building Maintenance, Facilities Support Services, Facility Management, Janitorial Service",—,"Tampa, Florida, United States, North America",www.thefacilitiesgroup.com,,"$1,000",Private Equity,3,Revolent Capital Solutions,1
Pre Seed Round - DroneTerminus,Pre-Seed,Seed,"$70,000","Nov 27, 2019",DroneTerminus,We are the last mile solution. Making autonomous drone delivery safer by removing the human intervention element altogether.,"Air Transportation, Artificial Intelligence, B2B, B2C, Drone Management, Hardware, Information Technology, Internet of Things, Machine Learning, Robotics",—,"Boca Raton, Florida, United States, North America",www.droneterminus.com,,"$70,000",Seed,1,Artesian VC,2
Pre Seed Round - Confetti,Pre-Seed,Seed,"$500,000","Jan 1, 2020",Confetti,"Consumer App, SMS-based, Social Fintech","Consumer Applications, Consumer Goods, Event Management, Events, Software",—,"Los Angeles, California, United States, North America",www.confetti.io,,"$1,150,000",Seed,3,—,—
Seed Round - MOTIF®,Seed,Seed,"$400,000","Jan 1, 2020",MOTIF®,"A creative Ecommerce, Branding and Digital Ageny who help businesses with conversion driven solutions and beautiful design","Advertising, Brand Marketing, Creative Agency, Digital Marketing, E-Commerce, Marketing, Web Design",—,"Beverly Hills, California, United States, North America",www.wemotif.com,,"$455,000",Seed,2,—,—
Pre Seed Round - SION,Pre-Seed,Seed,"$1,300,000","Jan 1, 2020",SION,SION is a powerful commission management software for travel agents that increases profitability and efficiency.,"Information Technology, Management Information Systems, Software, Travel",—,"Oceanport, New Jersey, United States, North America",sioncentral.com,,"$5,249,998",Seed,2,—,—
Seed Round - Zeno Power,Seed,Seed,"$1,750,000","Jan 10, 2020",Zeno Power,"Zeno is developing next-generation radioisotope power systems that generate carbon-free, resilient power for decades.","Aerospace, Clean Energy, Nuclear",—,"Washington, District of Columbia, United States, North America",zenopower.com/,,"$36,870,000",Early Stage Venture,4,—,3
Seed Round - Irys,Seed,Seed,"$150,000","Dec 15, 2019",Irys,Irys offers AI-driven tools that bring real-time visibility and data analytics for urban stakeholders.,"Analytics, Apps, Artificial Intelligence, Communities, Information Technology, Local, Machine Learning","Hispanic / Latine Founded, Hispanic / Latine Led","San Antonio, Texas, United States, North America",heyirys.com/,,"$1,570,000",Seed,6,Techstars,1
Pre Seed Round - Elite Sports Gaming,Pre-Seed,Seed,"$750,000","Jan 1, 2020",Elite Sports Gaming,"The first online multiplayer 11v11 American Football game on Xbox, PlayStation and PC.",—,—,"New York, New York, United States, North America",www.elitesportsgaming.com,,"$2,000,000",Seed,2,—,—
Seed Round - Stacklr,Seed,Seed,"$425,000","Jan 1, 2020",Stacklr,Stacklr is the only digital Martech platform that begins with Martech user data for rich insights to enterprise and software clients.,"Marketing, Software",Women Led,"Duluth, Georgia, United States, North America",stacklr.com/,,"$425,000",Seed,1,—,1
Seed Round - Schola,Seed,Seed,"$875,000","Jan 6, 2020",Schola,Schola develops a school matching platform designed to help families find and enroll in the ideal PreK-12 schools.,"EdTech, Education, Information Technology, Secondary Education","Hispanic / Latine Founded, Hispanic / Latine Led","Boston, Massachusetts, United States, North America",www.schola.com/,,"$14,375,000",Early Stage Venture,6,"LearnLaunch Fund + Accelerator, Stout Street Capital",3
Pre Seed Round - Eprompt,Pre-Seed,Seed,"$100,000","Dec 30, 2019",Eprompt,"Eprompt is the future for customer engagement, customer acquisition, customer marketing, and customer satisfaction.","Consulting, Dental, Marketing, Software, Web Design, Web Development",—,"Denver, Colorado, United States, North America",eprompt.com/,,"$100,000",Seed,1,—,—
Pre Seed Round - Modern Picnic,Pre-Seed,Seed,"$900,000","Jan 1, 2020",Modern Picnic,"Modern Picnic is a Direct-to-Consumer brand that offers vegan leather, insulated lunch bags for women.",Retail,"Women Founded, Women Led","New York, New York, United States, North America",modernpicnic.com/,,"$979,230",—,2,—,6
Seed Round - Rive,Seed,Seed,"$4,000,000","Dec 5, 2019",Rive,Rive is a real-time animation software provider.,"Animation, Graphic Design, Software",—,"San Francisco, California, United States, North America",rive.app,,"$14,000,000",Early Stage Venture,2,"Andreessen Horowitz, Unusual Ventures",2
"Pre Seed Round - WeConcile, Inc",Pre-Seed,Seed,"$350,000","Jan 3, 2020","WeConcile, Inc",WeConcile is an easy-to-use and effective mobile app to help people solve their relational problems and feel closer to their partners,"Lifestyle, Mobile Apps, Personal Health, Psychology, Wellness","Women Founded, Women Led","Olga, Washington, United States, North America",weconcile.com/,,"$450,000",Seed,2,—,—
Pre Seed Round - Finding Engineered Solutions,Pre-Seed,Seed,"$300,000","Jan 1, 2020",Finding Engineered Solutions,"SaaS tools - Virtual OEM experts for mechanical designers, auto and industrial, helping to create a common path towards production goals","Industrial, Information Technology, Manufacturing, Software",—,"Spring, Texas, United States, North America",www.findingengineeredsolutions.com,,"$300,000",Seed,1,—,—
Pre Seed Round - Rockport Equity,Pre-Seed,Seed,"$70,000","Dec 27, 2019",Rockport Equity,"Rockport Equity is a real estate firm that offers property management, acquisitions, asset management, and investment services.","Professional Services, Property Management, Real Estate",—,"New York, New York, United States, North America",www.rockportequity.com/,,"$70,000",Seed,1,—,—
Seed Round - LabBox,Seed,Seed,"€100,000","Jan 1, 2020",LabBox,Labbox is a subscription service that delivers electronics kits (designed for kids) to inspire kids for engineering.,"Hardware, STEM Education","Women Founded, Women Led","Dover, Delaware, United States, North America",www.labbox.education,,"$941,863",Seed,4,South Central Ventures,1
"Seed Round - KFN Accounting & Financial, LLC",Seed,Seed,"$500,000","Jan 1, 2020","KFN Accounting & Financial, LLC","We assist start-ups and small to medium sized businesses with Strategy, Operations, Finance and Accounting services.","Accounting, Consulting, Financial Services, Professional Services",—,"Chicago, Illinois, United States, North America",www.kfnfinancial.com,,"$500,000",Seed,1,—,—
Seed Round - Wagmo,Seed,Seed,"$3,000,000","Dec 10, 2019",Wagmo,Wagmo operates a pet wellness platform that offers pet insurance and routine care.,"B2C, Insurance, Pet","Women Founded, Women Led","New York, New York, United States, North America",wagmo.io/,,"$24,494,987",—,7,"Harlem Capital Partners, Vestigo Ventures",10
Pre Seed Round - HUMBL Pay,Pre-Seed,Seed,"$2,500,000","Dec 5, 2019",HUMBL Pay,"HUMBL Pay simplifies and facilitates the use of digital assets such as BTC, ETH, and USDC.","Mobile Apps, Payments",—,"San Diego, California, United States, North America",humbl.com,,"$2,500,000",Seed,1,—,—
Pre Seed Round - Sleuth,Pre-Seed,Seed,"$350,000","Jan 12, 2020",Sleuth,Crowdsourced solutions for children's health.,Health Care,—,"Brooklyn, New York, United States, North America",www.hellosleuth.com,,"$350,000",Seed,2,—,2
Seed Round - Neural Payments,Seed,Seed,"$1,000,000","Jan 1, 2020",Neural Payments,Neural Payments provides payment services to assist financial institutions in adopting change.,"Financial Services, FinTech, Payments",—,"Mason, Ohio, United States, North America",neuralpayments.com/,,"$11,000,000",Early Stage Venture,4,—,—
Seed Round - Biotia,Seed,Seed,"$2,400,000","Dec 10, 2019",Biotia,Biotia is a health tech startup offering AI-based solutions to diagnose and control infectious disease.,"Artificial Intelligence, Bioinformatics, Biotechnology, Genetics, Health Care, Machine Learning, Software","Women Founded, Women Led","New York, New York, United States, North America",biotia.io,,"$10,400,000",Early Stage Venture,6,Falcon III Ventures,4
Seed Round - Covalent Networks,Seed,Seed,"$4,999,999","Dec 18, 2019",Covalent Networks,Covalent is a workforce software company with products that improve training and operational outcomes for manufacturers.,"Cloud Infrastructure, Software",—,"Boston, Massachusetts, United States, North America",www.covalentnetworks.com/,,"$4,999,999",Seed,3,—,2
Pre Seed Round - Matrix,Pre-Seed,Seed,"$470,000","Jan 1, 2020",Matrix,Revolutionizing monetization and retention tools,"Cryptocurrency, Software",—,"Foster City, California, United States, North America",www.mtx.gg,,"$5,770,000",Seed,3,Village Global,6
Pre Seed Round - Cap8,Pre-Seed,Seed,"$1,350,000","Jan 10, 2020",Cap8,Cap8 is developing a suite of actively managed ETFs based on financial research and enhanced by proprietary technology.,Financial Services,—,"Boston, Massachusetts, United States, North America",cap-8.com,,"$1,350,000",Seed,1,—,—
Pre Seed Round - Giant Leaps Learning,Pre-Seed,Seed,"$250,000","Jan 1, 2020",Giant Leaps Learning,"An online enrichment program for high school students that prepares teens for success in college, careers and life beyond.","E-Learning, EdTech, Education, Personal Development",—,"San Diego, California, United States, North America",giantleapslearning.com,,"$250,000",Seed,2,Michael Trezza,1
Pre Seed Round - Jupe,Pre-Seed,Seed,"$2,000,000","Jan 1, 2020",Jupe,Jupe is a housing technology startup that allows shelters to be instantly deployed on any available piece of land.,"GreenTech, Hospitality, Internet of Things, Outdoors, Real Estate, Software, Solar, Travel",Hispanic / Latine Founded,"San Francisco, California, United States, North America",www.jupe.com,,"$9,500,000",Seed,3,—,—
Pre Seed Round - UTVATE,Pre-Seed,Seed,"$572,000","Dec 31, 2019",UTVATE,UTVATE unlocks satellite internet capacity through user terminal innovation.,"Aerospace, Internet, Telecommunications",—,"San Francisco, California, United States, North America",utvate.com/,,"$13,587,000",Early Stage Venture,3,Fifty Years,2
Seed Round - Mindful Care,Seed,Seed,"$500,000","Nov 15, 2019",Mindful Care,Revolutionizing access to precision mental health care.,"Health Care, Medical, Wellness",—,"West Hempstead, New York, United States, North America",mindful.care,,"$11,055,000",Early Stage Venture,4,—,—
Pre Seed Round - ARIZ Precision Medicine,Pre-Seed,Seed,"$775,313","Dec 31, 2019",ARIZ Precision Medicine,ARIZ Precision Medicine is a biotechnology company that develops drug candidates for cancer.,"Biotechnology, Health Care, Pharmaceutical",—,"Davis, California, United States, North America",arizbio.com/,,"$2,670,313",Seed,3,—,—
Pre Seed Round - ZMBIZI,Pre-Seed,Seed,"$5,000,000","Jan 1, 2020",ZMBIZI,ZMBIZI introduces TAP AND PAY . The new way to accept payments on your phone,"FinTech, Mobile Apps, Mobile Devices, Telecommunications",Black / African American Founded,"Wilmington, Delaware, United States, North America",www.zmbizi.com,,"$5,000,000",Seed,1,—,—
Seed Round - Qcode,Seed,Seed,"$1,500,000","Dec 26, 2019",Qcode,Qcode is an audio production studio.,"Audio, Digital Entertainment, Music",—,"Los Angeles, California, United States, North America",www.qcodemedia.com/,,"$7,900,000",Early Stage Venture,3,—,4
Seed Round - Infinadeck,Seed,Seed,"$100,000","Dec 23, 2019",Infinadeck,Infinadeck is the world's first commercially available omnidirectional treadmill that is designed to work in virtual reality.,"Augmented Reality, Virtual Reality",—,"Rocklin, California, United States, North America",www.infinadeck.com/,,"$2,300,000",Seed,4,—,1
Seed Round - Infinadeck,Seed,Seed,"$500,000","Dec 23, 2019",Infinadeck,Infinadeck is the world's first commercially available omnidirectional treadmill that is designed to work in virtual reality.,"Augmented Reality, Virtual Reality",—,"Rocklin, California, United States, North America",www.infinadeck.com/,,"$2,300,000",Seed,4,Impact Venture Capital,1
Pre Seed Round - The TĒM App,Pre-Seed,Seed,"$193,000","Jan 1, 2020",The TĒM App,"Health & Wellness, Mobile App, SaaS","Consumer Applications, Enterprise Software, Information Technology, Peer to Peer, Personal Health, SaaS, Video on Demand, Video Streaming, Wellness","Black / African American Founded, Black / African American Led","Orlando, Florida, United States, North America",www.thetemapp.com,,"$443,000",Early Stage Venture,3,—,—
Seed Round - Game Garden,Seed,Seed,"$1,500,000","Jan 7, 2020",Game Garden,Game Garden is a mobile and social networks game developers.,"Gaming, iOS, Mobile Apps, Social Media",—,"San Francisco, California, United States, North America",www.game-garden.com/,,"$1,500,000",Seed,2,GEM Capital,1
Pre Seed Round - Safe-esteem,Pre-Seed,Seed,"$100,000","Dec 1, 2019",Safe-esteem,Safe-esteem is ain information technology company that provides personal safety barometer.,"InsurTech, Location Based Services, Mobile Apps, Quantified Self, Risk Management, Security, Travel",—,"Miami Beach, Florida, United States, North America",www.safe-esteem.com,,"$370,000",Seed,2,—,2
