Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Pre Seed Round - Sanarai,Pre-Seed,Seed,"$275,000","Sep 29, 2021",Sanarai,Sanarai is a mental health online platform for the Latinx community.,"Health Care, Internet, Wellness","Hispanic / Latine Founded, Hispanic / Latine Led","Chicago, Illinois, United States, North America",www.sanarai.com/,,"$500,000",Seed,5,"LongJump, Visible Hands",2
Seed Round - Sturdy Exchange,Seed,Seed,"$4,300,000","Sep 20, 2021",Sturdy Exchange,"Sturdy Exchange is a on online portal for brands, entertainers, artists, and musicians to showcase their art and leverages NFT.","Art, Music, Online Forums, Online Portals, Retail",—,"Los Angeles, California, United States, North America",www.sturdy.exchange,,"$4,300,000",Seed,2,Hex Capital,8
Pre Seed Round - Onwards HR,Pre-Seed,Seed,"$500,000","Sep 15, 2021",Onwards HR,"A workforce compliance platform that helps businesses streamline employee separations to ensure consistency, compliance and compassion.","B2B, Compliance, Enterprise Software, Financial Services, Human Resources, Information Technology, Legal Tech, Software","Women Founded, Women Led","Alpharetta, Georgia, United States, North America",www.onwardshr.com,,"$500,000",Seed,1,—,1
Seed Round - SproutFi,Seed,Seed,"R$30,000,000","Sep 30, 2021",SproutFi,SproutFi is an application that allows investing in the US stock market and works as a social network.,"Financial Services, Trading Platform",—,"Bronxville, New York, United States, North America",www.sproutfi.com,,"R$30,000,000",Seed,2,"Public, Y Combinator",19
Seed Round - Taker Protocol,Seed,Seed,"$3,000,000","Sep 20, 2021",Taker Protocol,Taker Protocol is a cryptocurrency liquidity protocol for NFTs.,"Bitcoin, Cryptocurrency, Financial Services",—,"Palo Alto, California, United States, North America",taker.org/,,"$3,000,000",—,2,Electric Capital,9
Seed Round - Infracost,Seed,Seed,"$3,075,000","Sep 23, 2021",Infracost,Infracost is a cloud cost estimator that is open source and fully focused on developers.,Cloud Computing,—,"Santa Barbara, California, United States, North America",infracost.io,,"$3,200,000",Seed,2,—,5
Seed Round - Prophet Exchange,Seed,Seed,"$6,500,000","Oct 1, 2021",Prophet Exchange,"Peer to peer, high frequency sports betting exchange.","Finance, Gambling, Information Technology, Software, Sports",—,"Hoboken, New Jersey, United States, North America",prophetbettingexchange.com/,,"$18,600,000",Early Stage Venture,4,—,3
Pre Seed Round - BrooqLy,Pre-Seed,Seed,"$263,500","Oct 4, 2021",BrooqLy,BrooqLy develops a social networking platform that connects people using the art of treating.,"Apps, Information Technology, Social Network",—,"Palos Hills, Illinois, United States, North America",www.brooqly.com/,,"$413,500",Seed,2,—,—
Pre Seed Round - illow,Pre-Seed,Seed,"$440,000","Oct 3, 2021",illow,illow helps companies to automate data deletion,"Developer APIs, Privacy, SaaS",—,"Miami, Florida, United States, North America",illow.io,,"$440,000",Seed,1,Newtopia VC,2
Seed Round - Wild Energy,Seed,Seed,"$652,500","Oct 6, 2021",Wild Energy,Wild Energy is a wireless metering company that provides energy monitoring and control solutions for the recreational vehicle industry.,"Automotive, Industrial Automation, Internet of Things, Wireless",—,"Sarasota, Florida, United States, North America",www.wildenergyco.com,,"$952,500",Seed,2,—,—
Pre Seed Round - SHIRLYN.CO,Pre-Seed,Seed,"$150,000","Sep 26, 2021",SHIRLYN.CO,"SHIRLYN.CO is an online marketplace that offers apparel, beauty, and accessories.","B2B, E-Commerce, Fashion, Marketplace",—,"Palo Alto, California, United States, North America",,,"$16,200,000",Early Stage Venture,4,Mohd Nizamullah Ramli,1
Pre Seed Round - Stigma,Pre-Seed,Seed,"$100,000","Sep 29, 2021",Stigma,Stigma app is a media firm and mental health app aimed to reducing the stigma and other unknown disorders.,"Film, Media and Entertainment, Video",Hispanic / Latine Founded,"Chicago, Illinois, United States, North America",www.thestigma.app,,"$120,000",Seed,5,LongJump,1
Pre Seed Round - Bottlecode,Pre-Seed,Seed,"$100,000","Sep 29, 2021",Bottlecode,Bottlecode blends technology with human expertise to help men discover personal care solutions that best suit their unique goals.,Wellness,"South Asian Founded, South Asian Led, Southeast Asian Founded","Chicago, Illinois, United States, North America",bottlecode.com/,,"$100,000",Seed,4,LongJump,1
Seed Round - NFTpay,Seed,Seed,"$3,000,000","Oct 1, 2021",NFTpay,NFTPay is a fintech company that develops software to enable credit card transactions on websites and applications to buy NFTs.,"Financial Services, FinTech, Payments, Software, Trading Platform",—,"Miami, Florida, United States, North America",nftpay.xyz/,,"$3,000,000",Seed,1,—,1
Pre Seed Round - Lucit,Pre-Seed,Seed,"$600,000","Oct 8, 2021",Lucit,"The Lucit Application controls Digital Billboard advertising with real-time creative updates, and data feeds to Automotive and Real Estate","Advertising, Advertising Platforms, Apps, Automotive, Digital Signage, Outdoor Advertising, Real Estate, Software","Women Founded, Women Led","Bismarck, North Dakota, United States, North America",lucit.cc,,"$600,000",Seed,1,North Dakota Development Fund,1
Seed Round - Innovare,Seed,Seed,"$3,000,000","Sep 16, 2021",Innovare,"Innovare is the edtech and data strategy app helping education leaders visualize, analyze, and use data to positively impact the community.","Analytics, EdTech, Education, Social Entrepreneurship, Social Impact, Software","Black / African American Founded, Black / African American Led, Hispanic / Latine Founded, Hispanic / Latine Led, LGBTQ+ Founded, LGBTQ+ Led","Chicago, Illinois, United States, North America",innovaresip.com,,"$6,650,000",Seed,4,—,11
Pre Seed Round - Cloverleaf AI,Pre-Seed,Seed,"$120,000","Sep 13, 2021",Cloverleaf AI,Cloverleaf AI is the only saas platform that gives you eyes into every government meeting.,"Artificial Intelligence, SaaS, Software",—,"Denver, Colorado, United States, North America",www.cloverleaf.ai/,,"$120,000",Seed,1,Techstars,1
Seed Round - DeSo Foundation,Seed,Seed,"$200,000,000","Sep 21, 2021",DeSo Foundation,"Layer-1 blockchain built to power storage-heavy apps, like social apps, listed on Coinbase with 1.5M+ wallets.","Blockchain, Cryptocurrency",—,"Los Altos, California, United States, North America",deso.com,,"$200,000,000",Seed,1,—,22
Seed Round - PublicSq,Seed,Seed,"$35,000","Sep 13, 2021",PublicSq,PublicSq is an online marketplace that lets users discover local and national businesses that share the same values.,"Information Technology, Internet, Marketplace, Social Media",—,"Carlsbad, California, United States, North America",www.publicsq.com,,"$23,325,000",IPO,3,—,—
Pre Seed Round - Rhythm,Pre-Seed,Seed,"$1,100,000","Oct 1, 2021",Rhythm,The enterprise performance suite for scaling revenue leaders,"SaaS, Sales, Software",—,"New York, New York, United States, North America",www.onrhythm.io,,"$1,100,000",Seed,1,Primary Venture Partners,5
Pre Seed Round - MetaMirror,Pre-Seed,Seed,"$1,500,000","Oct 1, 2021",MetaMirror,MetaMirror is a DID company that’s unlocking the power of personal data for everyone,"Blockchain, Identity Management, Privacy",—,"Berkeley, California, United States, North America",metamirror.space/,,"$2,250,000",Seed,2,—,1
Seed Round - Future Mortgage,Seed,Seed,"$500,000","Oct 11, 2021",Future Mortgage,Building the most powerful retail mortgage platform in the country,"Finance, Financial Services, FinTech, Insurance, Real Estate",—,"Boise, Idaho, United States, North America",FutureMortgage.com,,"$500,000",Seed,1,Capital Eleven,1
Pre Seed Round - ProductWind,Pre-Seed,Seed,"$1,670,000","Oct 1, 2021",ProductWind,ProductWind is an influencer as a service product company helps brands get momentum.,"Advertising, Retail",—,"Seattle, Washington, United States, North America",www.productwind.com/,,"$5,170,000",Seed,3,Early Light Ventures,2
Pre Seed Round - Clever Harvest,Pre-Seed,Seed,"$1,700,000","Oct 1, 2021",Clever Harvest,"Enhancing Food Security via Enterprise and Predictive Software for Sustainable Sourcing, Tracing and Quality Certification at Scale",AgTech,—,"Berkeley, California, United States, North America",cleverharvest.com/,,"$1,700,000",Seed,1,Backend Capital,4
Pre Seed Round - Wincast,Pre-Seed,Seed,"$675,000","Oct 1, 2021",Wincast,Interactive Platform For Live Sports,"Blockchain, Digital Entertainment, Sports, Video Streaming",—,"New York, New York, United States, North America",wincast.io/,,"$675,000",Seed,2,CoinFund,2
Seed Round - Storylane,Seed,Seed,"$200,000","Oct 4, 2021",Storylane,Storylane helps sales and marketing teams to build and share interactive product demos for SaaS companies.,"Developer Tools, Marketing, SaaS, Sales",—,"Santa Clara, California, United States, North America",www.storylane.io,,"$2,025,000",Seed,4,—,1
Seed Round - MediaKits,Seed,Seed,"$1,400,000","Oct 1, 2021",MediaKits,A simple and easy to use platform for influencers to create a custom media kit online with real-time data and analytics,"Analytics, Content Creators, Software",—,"Los Angeles, California, United States, North America",www.mediakits.com/,,"$1,400,000",M&A,1,—,7
Seed Round - First Mode,Seed,Seed,"$8,500,000","Oct 1, 2021",First Mode,"First Mode helps governments, companies, and individuals identify and replace equipment that generates greenhouse gas emissions.","CleanTech, Environmental Engineering, GreenTech, Transportation",—,"Seattle, Washington, United States, North America",firstmode.com,,"$8,750,000",M&A,2,Anglo American,1
Seed Round - Elevate,Seed,Seed,"$3,000,000","Oct 4, 2021",Elevate,Elevate is a cloud-based platform for providing employee benefits.,"Employee Benefits, Human Resources, Software",—,"Denver, Colorado, United States, North America",www.elevate.inc,,"$53,399,995",Early Stage Venture,4,Bowery Capital,1
Pre Seed Round - Pangeam Inc.,Pre-Seed,Seed,"$1,250,000","Oct 1, 2021",Pangeam Inc.,Pangeam is a human analytics platform powered by deep learning sensors.,"Commercial Real Estate, Enterprise Software, SaaS, Sensor, Test and Measurement",—,"San Francisco, California, United States, North America",www.pangeam.com,,"$2,750,000",Seed,3,—,2
Seed Round - Mesa Rim Climbing Center,Seed,Seed,"$850,000","Oct 4, 2021",Mesa Rim Climbing Center,Mesa Rim is a provider of indoor climbing and fitness facility.,"Fitness, Health Care, Indoor Positioning, Leisure",—,"San Diego, California, United States, North America",www.mesarim.com/,,"$1,772,000",Seed,2,—,—
Pre Seed Round - Vuer,Pre-Seed,Seed,"$359,500","Sep 15, 2021",Vuer,Saas powering immersive capabilities across connected TV.,"SaaS, TV, Video Streaming",—,"Doral, Florida, United States, North America",vuer.co,,"$359,500",Seed,1,—,—
Seed Round - OurPass,Seed,Seed,"$100,000","Oct 11, 2021",OurPass,OurPass is the fastest one-click checkout for digital commerce in Africa.,"E-Commerce, Information Technology, Payments, Software",—,"Lewes, Delaware, United States, North America",www.ourpass.co,,"$1,100,000",Seed,2,Techstars,1
Seed Round - WorkRails,Seed,Seed,"$1,637,429","Sep 16, 2021",WorkRails,WorkRails Services CPQ simplifies the selling of professional services with the power of automation.,"Enterprise Software, Information Technology, Professional Services, SaaS, Software",—,"Huntington, New York, United States, North America",www.workrails.com,,"$6,351,429",Seed,4,—,1
Seed Round - Livo,Seed,Seed,"$20,000","Oct 12, 2021",Livo,Livo platform helps property managers maximize rental yields while allowing renters to lease without bias.,Property Management,—,"Coral Gables, Florida, United States, North America",www.livo.io,,"$140,000",Seed,2,Techstars,1
Seed Round - NockNock,Seed,Seed,"$4,000,000","Oct 1, 2021",NockNock,NockNock is a modern space-sharing platform for event.,"Events, Rental",—,"Berkeley, California, United States, North America",www.nocknock.co/,,"$4,000,000",Seed,1,Silvertech Ventures,1
Pre Seed Round - Ainnocence,Pre-Seed,Seed,"$200,000","Sep 30, 2021",Ainnocence,Ainnocence is a biotech firm engaged in developing an intelligence platform for enhancing drug discovery and development processes.,"Artificial Intelligence, Biotechnology, Pharmaceutical",—,"San Francisco, California, United States, North America",www.ainnocence.com/,,"$4,800,000",Seed,2,—,0
Seed Round - Mentava,Seed,Seed,"$3,000,000","Oct 8, 2021",Mentava,Mentava is a software development company that supports top-performing students to achieve their potential.,"E-Learning, EdTech, Education, Software",—,"Tacoma, Washington, United States, North America",www.mentava.com,,"$3,000,000",Seed,1,Quiet Capital,7
Seed Round - Levered Learning,Seed,Seed,"$1,500,000","Oct 7, 2021",Levered Learning,Levered Learning is a classroom-tested and teacher-designed instructional system providing 3rd-5th grade mathematical learning.,"E-Learning, EdTech, Education",—,"Soquel, California, United States, North America",www.levered.com,,"$2,456,907",Seed,2,—,5
Seed Round - Sentient Academy,Seed,Seed,"$175,000","Sep 23, 2021",Sentient Academy,Online live mentorship from working professional artists,"Art, Education",—,"Alpine, Utah, United States, North America",www.sentientacademy.com/,,"$175,000",Seed,2,—,—
Seed Round - Tend Health,Seed,Seed,"$2,500,000","Oct 6, 2021",Tend Health,Tend Health provides innovative devices and data analysis for understanding and harnessing the power of the gut microbiome.,"Health Care, Medical, Medical Device","Women Founded, Women Led","Seattle, Washington, United States, North America",tend-health.com,,"$3,550,000",Seed,4,—,1
Seed Round - Exporta Technologies,Seed,Seed,"$5,000,000","Oct 11, 2021",Exporta Technologies,Exporta is a B2B Marketplace connecting Wholesale and Retail buyers in North America with Suppliers in Latin America.,"E-Commerce, Marketplace, Supply Chain Management",—,"Boston, Massachusetts, United States, North America",exporta.io/,,"$6,300,000",Seed,3,Valor Equity Partners,3
Pre Seed Round - InFLOWS AI,Pre-Seed,Seed,"$120,000","Sep 17, 2021",InFLOWS AI,InFLOWS AI develops cutting-edge AI systems for green chemistry at 100x speed,"Artificial Intelligence, Chemical, Cosmetics, Food and Beverage, Machine Learning",—,"New York, New York, United States, North America",inflows-ai.com,,"$320,000",Seed,2,Techstars,1
Pre Seed Round - Gigflow,Pre-Seed,Seed,"$200,000","Oct 1, 2021",Gigflow,The swiss kinfe for self-employed pros neatly packing everything needed to turn strangers into life-long clients,"Freelance, Small and Medium Businesses",—,"Atlanta, Georgia, United States, North America",gigflow.co,,"$200,000",Seed,1,Polish Agency for Enterprise Development,1
Pre Seed Round - SemanticGuard,Pre-Seed,Seed,"$100,000","Sep 27, 2021",SemanticGuard,SemanticGuard delivers a new category of application security to protect critical infrastructure.,"Cyber Security, Information Technology, Software",—,"Huntsville, Alabama, United States, North America",www.semanticguard.com/,,"$100,000",Seed,3,gener8tor,2
Seed Round - AGTools,Seed,Seed,"$100,000","Oct 1, 2021",AGTools,AgTools provides game-changing intelligence to the agriculture market through up-to-the-moment statistics.,"Agriculture, Blockchain, Data Visualization, Information Technology, Software",—,"Irvine, California, United States, North America",www.agtechtools.com/,,"$120,000",Seed,3,—,1
Seed Round - Paragon One,Seed,Seed,"$100,000","Oct 1, 2021",Paragon One,Paragon One turns company work into scalable remote externships that help students gain hands-on work experience in different industries.,"E-Learning, EdTech, Education, Higher Education, Video, Virtual Workforce",—,"New York, New York, United States, North America",www.paragonone.com/,,"$2,000,000",Seed,3,—,1
Pre Seed Round - SkillCat,Pre-Seed,Seed,"$100,000","Oct 1, 2021",SkillCat,Our simulator matches skilled trade workers with great companies.,"Construction, Information Technology, Recruiting, Telecommunications",—,"San Francisco, California, United States, North America",www.skillcatapp.com,,"$6,700,000",Seed,3,—,1
Pre Seed Round - SimiDigi,Pre-Seed,Seed,"$100,000","Oct 1, 2021",SimiDigi,SimiDigi focuses on developing innovative learning solutions for organizations in industries.,"E-Learning, Education, Industrial",—,"Dallas, Texas, United States, North America",www.simidigi.com/,,"$100,000",Seed,1,—,1
Pre Seed Round - Mentornomics,Pre-Seed,Seed,"$150,000","Oct 1, 2021",Mentornomics,"Mentornomics provides innovative virtual supervision and training solutions for healthcare agencies, supervisees and trainees.",Health Care,—,"Jacksonville, Florida, United States, North America",www.mentornomics.com,,"$150,000",Seed,1,—,1
Pre Seed Round - Rekruut,Pre-Seed,Seed,"$150,000","Oct 1, 2021",Rekruut,Rekruut provides an AI-based physician recruitment platform and digital healthcare.,"Artificial Intelligence, Blockchain, Health Care, Recruiting",—,"New York, New York, United States, North America",www.rekruutmd.com/,,"$150,000",Seed,1,—,1
Pre Seed Round - HireMe Healthcare,Pre-Seed,Seed,"$150,000","Oct 1, 2021",HireMe Healthcare,HireMe Healthcare is an integrated web and mobile platform providing a marketplace for permanent placement healthcare jobs.,"Health Care, Information Technology, Marketplace, mHealth",—,"Charlotte, North Carolina, United States, North America",www.hiremehealthcare.com/,,"$150,000",Seed,1,—,1
Seed Round - Pal,Seed,Seed,"$150,000","Oct 1, 2021",Pal,Pal develops innovative solutions for the ASD community.,"Health Care, Medical Device, Therapeutics, Wellness",—,"Washington, District of Columbia, United States, North America",www.getpalbud.com,,"$150,000",Seed,2,—,1
Pre Seed Round - Mitivate,Pre-Seed,Seed,"$150,000","Oct 1, 2021",Mitivate,Healthcare Analytics,"Analytics, Health Care, Machine Learning",—,"Atlanta, Georgia, United States, North America",www.mitivate.co,,"$150,000",Seed,1,—,1
Pre Seed Round - Bordeaux Laboratories,Pre-Seed,Seed,"$150,000","Oct 1, 2021",Bordeaux Laboratories,Bordeaux Laboratories is a consumer goods company that creates products for diabetics.,"Consumer Goods, Diabetes, Pharmaceutical",—,"Nashville, Tennessee, United States, North America",bordeauxlabs.com,,"$150,000",Seed,1,—,1
Seed Round - Diatech Diabetes,Seed,Seed,"$150,000","Oct 1, 2021",Diatech Diabetes,Diatech Diabetes is a developer of monitoring systems to personalize insulin delivery for patients with diabetes.,"Diabetes, Health Care, Medical, Medical Device",—,"Memphis, Tennessee, United States, North America",diatechdiabetes.com/,,"$250,000",Seed,3,—,1
Pre Seed Round - MASQ Optical,Pre-Seed,Seed,"$150,000","Oct 1, 2021",MASQ Optical,MASQ Optical provides eyewear and lenses while reimagining the eyewear purchasing process through design and technology.,"Eyewear, Local Business, Optical Communication",—,"Yorba Linda, California, United States, North America",masqoptical.com,,"$150,000",Seed,1,—,1
Seed Round - HealthOpX,Seed,Seed,"$150,000","Oct 1, 2021",HealthOpX,HealthOpX is a health care platform that provides operations software to community-based organizations.,"Communities, Health Care, Internet",—,"East Lansing, Michigan, United States, North America",www.healthopx.com/,,"$220,000",Seed,7,—,1
Pre Seed Round - Comma Collective,Pre-Seed,Seed,"$150,000","Oct 1, 2021",Comma Collective,Comma Collective is a wellness and fitness company that works to combat gender inequality and period poverty.,"Beauty, Cosmetics, Health Care, Medical",—,"Nashville, Tennessee, United States, North America",www.comma-collective.com,,"$150,000",Seed,1,—,1
Seed Round - Prim6,Seed,Seed,"$85,000","Sep 20, 2021",Prim6,Multi-Functional Technologies,"Artificial Intelligence, Enterprise Software, Information Technology",South Asian Led,"Indianapolis, Indiana, United States, North America",prim6llc.com,,"$335,000",Seed,2,Jason Bates,1
Pre Seed Round - Science On Call,Pre-Seed,Seed,"$100,000","Sep 29, 2021",Science On Call,"Science On Call is the subscription-based tech support platform for restaurants. Help with POS, internet, Wi-Fi, online ordering & more.","Information Services, Information Technology, Internet, Point of Sale, Restaurants, Software","East Asian Founded, East Asian Led, Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","Chicago, Illinois, United States, North America",scienceoncall.com,,"$4,375,000",Seed,9,LongJump,1
Seed Round - OurSpace,Seed,Seed,"$1,000,000","Sep 30, 2021",OurSpace,"OurSpace is a local discovery app that provides high quality city content from architects, travel writers, and photographers.",Travel,"Women Founded, Women Led","New York, New York, United States, North America",www.ourspaceapp.com/,,"$2,750,000",Seed,2,—,3
Pre Seed Round - Accumatic,Pre-Seed,Seed,"$2,000,000","Sep 13, 2021",Accumatic,Accumatic provides a factory parts statement solution that automates factory reports and posts directly to DMS.,"Automotive, Payments, Software",—,"Kirkland, Washington, United States, North America",accumatic.com,,"$2,000,000",Seed,1,—,—
Pre Seed Round - CareerPoint,Pre-Seed,Seed,"$600,000","Oct 10, 2021",CareerPoint,Career Development Coaching Platform,"Corporate Training, Human Resources",—,"Lamy, New Mexico, United States, North America",careerpoint.com,,"$2,000,000",Seed,3,—,—
Seed Round - Read AI,Seed,Seed,"$10,000,000","Sep 29, 2021",Read AI,Read Dashboard is a digital platform centered on participation that promotes a more effective and inclusive visual interaction for users.,"Analytics, Machine Learning, Meeting Software, Software",—,"Seattle, Washington, United States, North America",www.read.ai,,"$10,000,000",Seed,1,Madrona,15
