Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Pre Seed Round - Character,Pre-Seed,Seed,"$1,500,000","Jan 31, 2022",Character,Character is a modern home improvement brand for the next generation of home dwellers.,"Consumer Goods, DIY, E-Commerce, Home Improvement, Home Services, Lifestyle",Women Led,"Chicago, Illinois, United States, North America",withcharacter.com/,,"$4,000,000",Seed,3,—,6
Seed Round - Kaldea,Seed,Seed,"₩6,000,000,000","Dec 29, 2021",Kaldea,"Kaldea is the unified analytics platform designed for faster, simpler analysis: discover, analyze, and share without toggling between tools.","Analytics, Cloud Data Services",—,"San Francisco, California, United States, North America",kaldea.com,,"₩6,000,000,000",Seed,2,—,6
Seed Round - Rebase,Seed,Seed,"$8,000,000","Jan 22, 2022",Rebase,"Rebase develops a lifestyle application that enables users to explore, collect, and redeem exclusive digital rewards in real life.","Cryptocurrency, Information Technology, Lifestyle, Virtual Currency",—,"San Francisco, California, United States, North America",rebase.gg/,,"$8,000,000",Seed,1,—,7
Seed Round - ThankUCash,Seed,Seed,"$5,300,000","Dec 19, 2021",ThankUCash,ThankUCash is a rewards and loyalty infrastructure for banks and businesses in Africa.,"Financial Services, FinTech","Black / African American Founded, Women Founded","San Francisco, California, United States, North America",thankucash.com,,"$10,710,000",Seed,7,"500 Global, Unicorn Growth Capital",9
Seed Round - The Live Green Co,Seed,Seed,"$7,000,000","Jan 5, 2022",The Live Green Co,"The Live Green Co is a blends nature with science & tech to make plant based foods tastier, healthier, and more sustainable.","Biotechnology, Food Processing, Nutrition, Sustainability, Wellness","Women Founded, Women Led","Boston, Massachusetts, United States, North America",thelivegreenco.com,,"$16,085,000",Seed,7,DRADS Capital,8
Seed Round - LinksDAO,Seed,Seed,"$10,000,000","Jan 17, 2022",LinksDAO,LinksDAO is a global community of tens of thousands of golf and leisure clubs redefining what it means to be a modern golf and leisure club.,Sports,—,"New York, New York, United States, North America",linksdao.io/,,"$10,000,000",Seed,1,—,2
Seed Round - ALT Sports Data,Seed,Seed,"$2,000,000","Jan 1, 2022",ALT Sports Data,ALT Sports Data is a proprietary sports trading and customer data company that offers alternative sports disciplines.,"Data Integration, Information Services, Sports",—,"Oceanside, California, United States, North America",www.altsportsdata.com/,,"$2,000,000",Seed,1,—,5
Seed Round - Dondo,Seed,Seed,"$2,320,000","Jan 1, 2022",Dondo,"Dondo is a platform where users can explore, swap, and save items.",—,—,"Seattle, Washington, United States, North America",dondo.com,,"$4,420,000",Seed,3,—,8
Seed Round - Proof of Learn,Seed,Seed,"$15,000,000","Jan 13, 2022",Proof of Learn,Proof of Learn is a blockchain start-up and a Web3 education platform to make learning scalable.,"Blockchain, EdTech","Women Founded, Women Led","New York, New York, United States, North America",www.proofoflearn.io/,,"$15,000,000",Seed,1,New Enterprise Associates,5
Seed Round - My First Five Years,Seed,Seed,"£1,400,000","Jan 19, 2022",My First Five Years,My First Five Years is on a quest to foster a healthier relationship between parents and their child's developmental journey.,"Apps, Child Care",—,"Manchester, Connecticut, United States, North America",www.mffy.com,,"£2,400,000",Seed,3,Greater Manchester Combined Authority,1
Pre Seed Round - CharmVerse,Pre-Seed,Seed,"$3,500,000","Jan 22, 2022",CharmVerse,"First web 3 native, all-in-one workspace. Tasks, docs, bounties and more","Cryptocurrency, Software",—,"White Plains, New York, United States, North America",www.charmverse.io/,,"$3,500,000",Seed,1,IA Ventures,7
Pre Seed Round - Builtfirst,Pre-Seed,Seed,"$3,750,000","Dec 20, 2021",Builtfirst,Builtfirst is a multi-use partner marketplace platform.,"B2B, E-Commerce, Marketplace, SaaS, Software",—,"San Francisco, California, United States, North America",builtfirst.com,,"$3,750,000",Seed,1,FUSE,7
Seed Round - Modumate,Seed,Seed,"$3,100,000","Jan 11, 2022",Modumate,"Modumate is a next-generation 3D design tool helping to modernize architects' workflows, including automation of drafting.","Architecture, Construction, Software",—,"San Francisco, California, United States, North America",www.modumate.com,,"$7,250,000",Seed,3,Frontiers Capital,6
Seed Round - Datasketch,Seed,Seed,"$500,000","Dec 15, 2021",Datasketch,Datasketch is a social technology company that offers to democratize data science and enrich stories.,"Analytics, Big Data, Software",—,"Newark, Delaware, United States, North America",datasketch.co,,"$500,000",Seed,1,"Calm Company Fund, Media Development Investment Fund",3
Seed Round - DevZero,Seed,Seed,"$5,100,000","Jan 1, 2022",DevZero,DevZero makes developers more productive by providing a platform for cloud-based software development environments.,"Developer Tools, Information Technology, Productivity Tools, Software",—,"Seattle, Washington, United States, North America",devzero.io,,"$26,000,000",Early Stage Venture,2,Foundation Capital,3
Seed Round - Hopr,Seed,Seed,"$200,000","Jan 1, 2022",Hopr,Hopr recognises the increasing relevance of cybersecurity in today's global digital society.,"Cloud Security, Cyber Security, Software",—,"Columbia, Maryland, United States, North America",hopr.co,,"$500,000",Seed,2,TEDCO,1
Seed Round - ZConverter,Seed,Seed,"₩3,400,000,000","Dec 29, 2021",ZConverter,ZConverter Cloud Migration provides simple and easiest cloud migration technology in order to move a workload from on-premises to OpenStack.,"Cloud Infrastructure, SaaS, Software",—,"San Jose, California, United States, North America",www.zconverter.com/,,"₩3,400,000,000",Early Stage Venture,2,—,3
Seed Round - Link Financial Technologies,Seed,Seed,"$10,000,000","Jan 1, 2022",Link Financial Technologies,"Link provides merchants with an alternate, low-cost payment solution and enables shoppers to pay with bank accounts.","Finance, Financial Services, FinTech, Payments",—,"San Francisco, California, United States, North America",www.link.money/,,"$30,000,000",Early Stage Venture,2,Tiger Global Management,6
Seed Round - Conduit,Seed,Seed,"$17,000,000","Jan 13, 2022",Conduit,"Conduit helps financial platforms connect their customers with crypto products using One API for DeFi. Launch in days, not months.","Cryptocurrency, Developer APIs, Financial Services, FinTech, Information Technology",—,"Boston, Massachusetts, United States, North America",www.conduit.financial/,,"$17,000,000",Seed,1,Portage Ventures,13
Seed Round - B GARAGE,Seed,Seed,"₩12,100,000,000","Dec 14, 2021",B GARAGE,B GARAGE is an autonomous drone and service company for warehouse inventory management.,"Aerospace, Drones, Hardware, Industrial Automation, Information Technology, Logistics, Robotics, Software",—,"San Jose, California, United States, North America",www.bgarage.ai,,"$30,208,997",Early Stage Venture,3,—,3
Pre Seed Round - Contoro Robotics,Pre-Seed,Seed,"$1,300,000","Jan 1, 2022",Contoro Robotics,Contoro Robotics combines AI and human intelligence with teleoperation.,"Artificial Intelligence, Information Technology, Machinery Manufacturing, Robotics",—,"Austin, Texas, United States, North America",www.contoro.com,,"$6,000,000",Seed,2,Village Global,1
Pre Seed Round - DashLX,Pre-Seed,Seed,"$1,455,000","Jan 31, 2022",DashLX,Activity data collected throughout our analog lives is digitized and translated into deep meaning and value for consumers and brands alike.,"Analytics, Information Technology, Sports",—,"Flagstaff, Arizona, United States, North America",dashlx.com/,,"$3,905,000",Seed,4,Sonoran Founders Fund,6
Seed Round - hyve,Seed,Seed,"$4,250,000","Jan 1, 2022",hyve,"hyve is a money app that automates savings, investing, and debt hacks.","Financial Services, FinTech, Mobile Apps",—,"New York, New York, United States, North America",app.letshyve.com/,,"$4,250,000",Seed,1,"MoreVC, The Flying Whale Ventures",2
Pre Seed Round - W3box,Pre-Seed,Seed,"$500,000","Jan 7, 2022",W3box,Blockchain as a Service,"Artificial Intelligence, Biometrics, Blockchain, SaaS, Software, Supply Chain Management",—,"Newport Beach, California, United States, North America",w3box.io,,"$850,000",Seed,2,Franklin McLarty,2
Pre Seed Round - Finnt,Pre-Seed,Seed,"$600,000","Jan 1, 2022",Finnt,"Finnt is a multi-user banking app better spend, save and send as a group.","Debit Cards, Finance, Financial Services, FinTech, Mobile Apps",—,"Miami, Florida, United States, North America",www.finnt.com,,"$3,500,000",Seed,2,—,3
Pre Seed Round - Moni Africa,Pre-Seed,Seed,"$700,000","Jan 18, 2022",Moni Africa,Community Finance Powered By Social Trust,"Financial Services, FinTech",—,"San Francisco, California, United States, North America",moni.africa,,"$1,100,000",Seed,2,"UNCOVERED FUND, Y Combinator",2
Seed Round - Superdao,Seed,Seed,"$10,500,000","Jan 26, 2022",Superdao,Wallet analytics platform built for Web3 growth teams,"Blockchain, Software",—,"San Francisco, California, United States, North America",superdao.co/,,"$11,500,000",Seed,2,SignalFire,23
Seed Round - Punchlist,Seed,Seed,"$2,000,000","Dec 13, 2021",Punchlist,"Punchlist is a software company that specializes in project design, development, and content feedback.","Information Technology, Service Industry, Software",—,"Atlanta, Georgia, United States, North America",punchlist.com,,"$2,120,000",Seed,2,"Overline, PJC",4
Seed Round - Rosebud AI,Seed,Seed,"$6,600,000","Jan 1, 2022",Rosebud AI,"Rosebud AI Gamemaker. Create Games, Share and Play Instantly Craft Worlds with Words. Go from text description to code to game.","Artificial Intelligence, Developer Tools, Online Games, Video Games","Women Founded, Women Led","San Francisco, California, United States, North America",www.rosebud.ai,,"$8,800,000",Seed,4,—,2
Pre Seed Round - Speakeasy,Pre-Seed,Seed,"$3,300,000","Jan 1, 2022",Speakeasy,Speakeasy is Developer Experience for APIs. Speakeasy gives your users the tooling to make API integrations easy.,"Developer APIs, Software, Software Engineering",—,"San Francisco, California, United States, North America",www.speakeasyapi.dev,,"$10,900,000",Seed,2,Quiet Capital,1
Seed Round - QueryPie,Seed,Seed,"₩21,000,000,000","Dec 14, 2021",QueryPie,QueryPie simplifies data governance by centralized data access control across the Clouds,"App Discovery, B2B, Business Intelligence, Compliance, Privacy, SaaS",—,"San Francisco, California, United States, North America",www.querypie.com,,"₩21,000,000,000",Seed,5,—,3
Seed Round - Otis AI,Seed,Seed,"$2,500,000","Jan 22, 2022",Otis AI,Otis is a digital marketing automation platform for small businesses.,"Advertising, Artificial Intelligence, Digital Marketing, Marketing Automation, SaaS, Small and Medium Businesses, Software","Black / African American Founded, Black / African American Led, Southeast Asian Founded, Southeast Asian Led","New York, New York, United States, North America",meetotis.com,,"$4,400,000",Seed,6,—,10
Seed Round - inspace,Seed,Seed,"$2,600,000","Jan 10, 2022",inspace,"AI-driven workplace platform (B2B SaaS, PLG). Helps workplaces work better.","Business Intelligence, Commercial Real Estate, Coworking, Enterprise Software, Meeting Software, Office Administration, SaaS, Sharing Economy, Software",Women Founded,"Boston, Massachusetts, United States, North America",www.inspace.app,,"$3,100,000",Seed,2,—,5
Seed Round - Curbside Health,Seed,Seed,"$3,700,000","Jan 20, 2022",Curbside Health,Improving medical decision making through an EHR-integrated B2B SaaS platform for hospitals and front-line clinicians.,"Electronic Health Record (EHR), Health Care, Risk Management, SaaS, Software",—,"San Francisco, California, United States, North America",curbsidehealth.com/,,"$4,950,000",Seed,5,Bling Capital,3
Seed Round - Jelled,Seed,Seed,"$4,500,000","Jan 10, 2022",Jelled,Jelled is a collaboration platform that enables managers to optimally organize people and initiatives and empowers the entire organization.,SaaS,—,"Palo Alto, California, United States, North America",jelled.ai,,"$4,500,000",Seed,1,Accel,3
Seed Round - Nia Therapeutics,Seed,Seed,"$6,224,956","Dec 30, 2021",Nia Therapeutics,Nia Therapeutics develops a precision neurostimulation therapy for the treatment of memory loss.,"Biotechnology, Health Care, Life Science, Pharmaceutical",—,"Radnor, Pennsylvania, United States, North America",niatherapeutics.com/,,"$10,574,956",Seed,3,Ben Franklin Technology Partners of Southeastern Pennsylvania,1
Seed Round - Perfumeo,Seed,Seed,"$55,000","Dec 20, 2021",Perfumeo,"Perfumeo® - the world's first intelligent home diffuser that tailors scent based on mood, employing cutting-edge, patented AI.","Artificial Intelligence, Information and Communications Technology (ICT), Internet of Things, Smart Home",—,"Cupertino, California, United States, North America",perfumeo-ai.com,,"$100,000",Seed,4,"BNP Paribas, Bpifrance",2
Seed Round - MVMNT,Seed,Seed,"$4,000,000","Jan 1, 2022",MVMNT,"MVMNT is a TMS company for freight brokers, by freight brokers.","Freight Service, Logistics, Shipping, Supply Chain Management, Transportation",—,"Chicago, Illinois, United States, North America",mvmnt.io,,"$24,500,000",Early Stage Venture,3,"Andreessen Horowitz, Equal Ventures",3
Seed Round - Moxie,Seed,Seed,"$2,700,000","Jan 12, 2022",Moxie,Moxie powers hybrid fitness.,"Fitness, Internet, Wellness",Women Founded,"Miami, Florida, United States, North America",moxie.xyz,,"$11,100,000",Seed,3,Sweet Capital,2
Seed Round - Tibles,Seed,Seed,"$3,000,000","Dec 22, 2021",Tibles,Tibles mission is to make digital collecting as authentic and fulfilling as physical collecting.,"Blockchain, Cryptocurrency",—,"Brooklyn, New York, United States, North America",tibles.com/,,"$4,140,000",Seed,3,Cadenza Ventures,8
Pre Seed Round - Connect3,Pre-Seed,Seed,"$205,000","Jan 1, 2022",Connect3,Connect3 is a web3 and a next-gen decentralized social networking platform,"Blockchain, Social Network, Software",—,"Los Angeles, California, United States, North America",connect3.world,,"$1,205,000",Seed,2,MetaWeb Ventures,2
Seed Round - Liquifi,Seed,Seed,"$5,000,000","Dec 21, 2021",Liquifi,"Liquifi (""Carta for crypto"") helps crypto companies automate their token vesting, lockups, and manage their token cap table.",Software,—,"San Francisco, California, United States, North America",www.liquifi.finance/,,"$5,000,000",Seed,1,Dragonfly,14
Seed Round - Chapul Farms,Seed,Seed,"$2,500,000","Jan 27, 2022",Chapul Farms,"Chapul Farms designs, builds, and operates modular insect farms that use insects to produce food for human and animal health.","Agriculture, Food and Beverage, Health Care",—,"Mcminnville, Oregon, United States, North America",invest.chapul.com/,,"$2,500,000",Seed,1,"Mark Cuban Companies, Nexus Program Management Group",3
Seed Round - Amberflo,Seed,Seed,"$5,000,000","Jan 1, 2022",Amberflo,"Amberflo is a cloud metering and usage-based pricing platform that offers real-time usage metering, invoicing, and billing.","Cloud Data Services, Cloud Infrastructure, Information Services",—,"Santa Clara, California, United States, North America",www.amberflo.io,,"$24,000,000",Early Stage Venture,3,Homebrew,2
Seed Round - Prelude,Seed,Seed,"$2,610,000","Jan 11, 2022",Prelude,Helping cannabis dispensaries manage purchasing and inventory efficiently.,"Cannabis, SaaS",—,"New York, New York, United States, North America",www.prelude.pro,,"$5,209,996",Seed,2,—,—
Seed Round - Treeswift,Seed,Seed,"$6,094,990","Dec 20, 2021",Treeswift,Treeswift utilizes robotic and machine learning technology to build forestry tools.,"Artificial Intelligence, Environmental Engineering, Information Technology, Machine Learning, Robotics",—,"Philadelphia, Pennsylvania, United States, North America",treeswift.com/,,"$21,706,976",—,3,—,—
Seed Round - MakeDashy,Seed,Seed,"₩600,000,000","Jan 6, 2022",MakeDashy,"MakeDashy AI based business tools analyzes customer lifecycle values, retention rates to increase customer loyalty.","Artificial Intelligence, Business Intelligence, Sales",—,"San Jose, California, United States, North America",www.makedashy.com/,,"₩2,200,000,000",Seed,2,Kakao Ventures,1
Seed Round - Factor,Seed,Seed,"$6,000,000","Dec 13, 2021",Factor,Factor is a supplier collaboration platform that helps manufacturers improve the quality of their production schedule.,"Computer, Internet",—,"Cambridge, Massachusetts, United States, North America",www.factor.io,,"$12,000,000",Seed,2,—,1
Seed Round - IntelliCodeCraft,Seed,Seed,"$5,000,000","Jan 7, 2022",IntelliCodeCraft,IntelliCodeCraft uses AI to test code with intelligence based algorithms.,—,—,"San Francisco, California, United States, North America",intellicodecraft.com/,,"$5,000,000",Seed,1,8VC,1
Seed Round - Rebuy Engine,Seed,Seed,"$4,400,000","Dec 15, 2021",Rebuy Engine,"Rebuy is a personalization engine built to increase sales by upselling, cross-selling and recommending the right products.",E-Commerce,—,"Minneapolis, Minnesota, United States, North America",rebuyengine.com,,"$21,400,000",Early Stage Venture,2,—,3
Pre Seed Round - Floworks,Pre-Seed,Seed,"$55,000","Dec 21, 2021",Floworks,Floworks provides the simplest way of using any software by just talking to them in plain english,"Artificial Intelligence, Sales Automation",—,"San Francisco, California, United States, North America",www.floworks.ai,,"$1,455,000",Seed,3,Entrepreneur First,1
Seed Round - Clickvoyant,Seed,Seed,"$1,200,000","Jan 17, 2022",Clickvoyant,Clickvoyant is an AI-powered analytics software that automates customer insights and finds $$ left on the table.,"Analytics, Artificial Intelligence, Information Technology, Internet, Machine Learning, Software","South Asian Founded, South Asian Led, Women Founded, Women Led","San Diego, California, United States, North America",www.clickvoyant.com/,,"$1,200,000",Seed,1,Rogue Women’s Fund,7
Seed Round - Airwaive,Seed,Seed,"$3,000,000","Jan 26, 2022",Airwaive,Airwaive connects wireless service providers with home & business owners.,"Telecommunications, Wireless",—,"San Francisco, California, United States, North America",www.airwaive.com,,"$3,000,000",—,3,"Signum Capital, UOB Venture",9
Pre Seed Round - Marble Fox Brewing Company,Pre-Seed,Seed,"$150,000","Dec 15, 2021",Marble Fox Brewing Company,Marble Fox Brewing Company is a beer brewing company.,"Brewing, Craft Beer",—,"Nashville, Tennessee, United States, North America",marblefoxbrewing.com/,,"$150,000",Seed,1,—,—
Seed Round - Jito Labs,Seed,Seed,"$2,100,000","Dec 21, 2021",Jito Labs,Jito Labs is the MEV infrastructure company that develops systems to scale Solana and maximize validator rewards.,"Blockchain, Information Technology, Open Source",—,"Arlington, Virginia, United States, North America",www.jito.wtf/,,"$12,100,000",Early Stage Venture,2,—,1
Seed Round - The BuildClub,Seed,Seed,"$4,000,000","Jan 14, 2022",The BuildClub,Mobile App - Building materials delivered in about an hour,"Apps, E-Commerce, Mobile Apps, Same Day Delivery",—,"San Francisco, California, United States, North America",www.buildclub.com,,"$4,302,439",—,3,LAB Ventures,1
Pre Seed Round - Fairmint,Pre-Seed,Seed,"$7,245,000","Jan 31, 2022",Fairmint,"Fairmint is the Web3 layer of the modern startup stack, empowering participation in the ownership economy.","Finance, Financial Services, FinTech",—,"San Francisco, California, United States, North America",fairmint.co,,"$7,245,000",Seed,1,—,14
Seed Round - Fanbase,Seed,Seed,"$2,600,000","Dec 28, 2021",Fanbase,"Fanbase is a photo, video, audio chat, live streaming, and long-form video app that enables users to monetize their posts via subscribers.",Social Media,—,"Atlanta, Georgia, United States, North America",fanbase.app/,,"$9,520,588",Seed,5,—,1
Pre Seed Round - Nanotransfer,Pre-Seed,Seed,"$200,000","Dec 25, 2021",Nanotransfer,"Nanotransfer develops gene delivery systems, based nanotechnology","Biotechnology, Health Care, Nanotechnology",—,"Sunnyvale, California, United States, North America",www.linkedin.com/company/nanotransfer/,,"$200,000",Seed,1,—,1
Seed Round - Sika Health,Seed,Seed,"$6,200,000","Jan 24, 2022",Sika Health,Sika Health provides payment solutions for the healthcare sector. Our platform enables merchants to accept HSA/FSA payments.,"FinTech, Health Care, Payments, Software","Black / African American Founded, Black / African American Led, Women Founded, Women Led","New York, New York, United States, North America",www.sikahealth.com/,,"$6,200,000",Seed,1,Forerunner Ventures,10
Pre Seed Round - Fidia,Pre-Seed,Seed,"$125,000","Jan 19, 2022",Fidia,Fidia provides the easiest way to showcase your creative works and get support from your fans anywhere in the world.,E-Commerce,—,"Wilmington, Delaware, United States, North America",getfidia.com,,"$125,000",Seed,1,On Deck,1
Seed Round - Numbers Station,Seed,Seed,"$5,000,000","Jan 1, 2022",Numbers Station,Numbers station is a software development platform that enables artificial intelligence workflows.,"Artificial Intelligence, Industrial Automation, Software",—,"Austin, Texas, United States, North America",numbersstation.ai,,"$17,500,000",Early Stage Venture,2,Firestreak Ventures,1
Pre Seed Round - WattCarbon,Pre-Seed,Seed,"$1,500,000","Dec 14, 2021",WattCarbon,WattCarbon is building the world's first decarbonization procurement platform for accelerating the energy transition.,"Energy, Environmental Consulting, Software",—,"Lafayette, California, United States, North America",www.wattcarbon.com,,"$5,999,993",—,2,—,5
Pre Seed Round - SPOracles.com,Pre-Seed,Seed,"$25,000","Jan 1, 2022",SPOracles.com,a global platform for verified sport event predictions.,"Prediction Markets, Sports",—,"Wilmington, Delaware, United States, North America",sporacles.com,,"$25,000",Seed,1,Dais Invest,1
"Seed Round - FOUNT Global, Inc.",Seed,Seed,"$2,750,000","Jan 1, 2022","FOUNT Global, Inc.",FOUNT Global is a SaaS provider focused on reducing work friction and improving employee experiences,Software,—,"Washington, District of Columbia, United States, North America",fount-ex.com,,"$10,750,000",Early Stage Venture,2,Osage Venture Partners,2
Seed Round - Scout,Seed,Seed,"$125,000","Jan 1, 2022",Scout,Scout is a search engine designed for schools and the classroom,EdTech,—,"New Braunfels, Texas, United States, North America",www.iscout.earth,,"$125,000",Seed,1,Active Capital,1
Seed Round - DreamTeamOS,Seed,Seed,"$5,000,000","Jan 27, 2022",DreamTeamOS,DreamTeamOS builds a modern project management for builder teams.,"Operating Systems, Productivity Tools, Project Management, Software",—,"Denver, Colorado, United States, North America",dreamteamos.com,,"$5,000,000",—,3,Bonfire Ventures,1
Pre Seed Round - Salus,Pre-Seed,Seed,"$180,000","Jan 12, 2022",Salus,Salus mission is centered on improving people’s lives.,"Financial Services, Innovation Management, Service Industry",—,"Charlotte, North Carolina, United States, North America",salusfintech.com/,,"$240,000",Seed,3,Antler,1
Seed Round - Sol Sniper,Seed,Seed,"$1,000,000","Jan 1, 2022",Sol Sniper,Sol Sniper provides NFT trading and analytics tools to track price actions.,"Analytics, Blockchain, Trading Platform",—,"Los Angeles, California, United States, North America",www.solsniper.xyz,,"$1,000,000",Seed,1,FTX Ventures,2
Pre Seed Round - Incosplay,Pre-Seed,Seed,"$145,000","Jan 5, 2022",Incosplay,Social Media Platform for cosplay community,"Advertising, Artificial Intelligence, Content, Media and Entertainment, Mobile Apps, Social Media",—,"Dover, Delaware, United States, North America",incosplay.top,,"$145,000",Seed,1,Vlad Sawyer,1
Seed Round - WunderGrubs,Seed,Seed,"$120,000","Jan 24, 2022",WunderGrubs,"WunderGrubs is an AgTech company specializing in the production of edible insects as a sustainable protein for food, feed, and fertilizer.","Animal Feed, Aquaculture, Food Processing, Internet of Things, Social Impact, Sustainability","Black / African American Founded, Black / African American Led, Women Founded, Women Led","Atlanta, Georgia, United States, North America",www.wundergrubs.com/,,"$120,000",Seed,1,Techstars,1
Pre Seed Round - Wolf,Pre-Seed,Seed,"$120,000","Jan 24, 2022",Wolf,Wolf is an enterprise SaaS solution for temporary staffing agencies to power their talent marketplaces.,"Marketplace, PaaS, SaaS, Staffing Agency",—,"New York, New York, United States, North America",www.wolf.xyz,,"$120,000",Seed,2,Techstars,1
Seed Round - KNOW,Seed,Seed,"$3,000,000","Jan 30, 2022",KNOW,"KNOW is a software company developing proprietary applications using AI, ML, and NLP.","Artificial Intelligence, Machine Learning, Natural Language Processing",—,"Los Angeles, California, United States, North America",www.knowcorp.com,,"$3,000,000",Seed,1,"erev3.com, Kasaba Investments",2
Seed Round - Caplight,Seed,Seed,"$5,000,000","Jan 1, 2022",Caplight,Caplight is a platform that enables institutional investors to buy and sell derivatives of private equity.,"Financial Services, FinTech, Information Technology","Hispanic / Latine Founded, Hispanic / Latine Led","San Francisco, California, United States, North America",www.caplight.io,,"$9,700,000",—,3,Better Tomorrow Ventures,3
Pre Seed Round - Dora Maar,Pre-Seed,Seed,"$625,000","Jan 1, 2022",Dora Maar,Dora Maar is a next generation luxury fashion platform that enables influencers to monetize their style.,"Content Creators, E-Commerce, Fashion, Retail","Black / African American Founded, Black / African American Led, Women Founded, Women Led","New York, New York, United States, North America",dora-maar.com/,,"$925,000",Seed,2,—,2
Pre Seed Round - Arrive,Pre-Seed,Seed,"$180,000","Jan 10, 2022",Arrive,Real-time CDN to fix lag for gamers.,"Gaming, Internet",—,"Dallas, Texas, United States, North America",arrive.gg,,"$180,000",Seed,1,Overwolf,1
