Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - EnjoyHQ,Seed,Seed,"$2,000,000","Aug 6, 2019",EnjoyHQ,"EnjoyHQ is the easiest way to search, organize and share all your customer feedback and user research in one place.","Analytics, Product Management, Product Research, SaaS, Software, UX Design","Women Founded, Women Led","Los Angeles, California, United States, North America",getenjoyhq.com/,,"$2,000,000",M&A,4,Point Nine,6
Pre Seed Round - Thesis,Pre-Seed,Seed,"$135,000","Sep 1, 2019",Thesis,Thesis offers personalized brain supplements focused on mental performance.,"Health Care, Pharmaceutical, Wellness",—,"New York, New York, United States, North America",takethesis.com,,"$13,635,000",Early Stage Venture,3,XRC Ventures,1
Pre Seed Round - Seknd,Pre-Seed,Seed,"$400,000","Aug 19, 2019",Seknd,Seknd is a smart skincare discovery platform for personalized product recommendations.,"E-Commerce, Marketplace, Personal Health, Wellness","Women Founded, Women Led","Palo Alto, California, United States, North America",www.seknd.com,,"$400,000",Seed,1,—,1
Seed Round - Anvizent,Seed,Seed,"$1,000,000","Aug 10, 2019",Anvizent,"Anvizent Productizes Complex Data Integration at 100x speed, without needing the knowledge of Data Engineering. Embed Anvizent for scale.","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Cloud Data Services, Data Integration, Software",—,"Alpharetta, Georgia, United States, North America",www.anvizent.com,,"$1,000,000",Seed,1,—,1
Seed Round - KYC Hospitality,Seed,Seed,"$1,300,000","Aug 23, 2019",KYC Hospitality,KYC Hospitality is the Global Technology Ecosystem for Hotels (SaaS),"Hospitality, Information Technology, SaaS, Software","Women Founded, Women Led","San Francisco, California, United States, North America",kychospitality.com,,"$5,190,000",Seed,5,Bonfire Ventures,1
Seed Round - Pegara,Seed,Seed,"$1,040,000","Sep 12, 2019",Pegara,Pegara develops products that help achieve industry DX and the SDGs by utilizing proprietary computer vision technology.,"Artificial Intelligence, Computer Vision, Consulting, Food and Beverage, Industrial","East Asian Founded, East Asian Led","Irvine, California, United States, North America",www.pegara.com,,"$1,532,500",Seed,3,—,3
Seed Round - Tastemakers Africa,Seed,Seed,"$1,000,000","Aug 23, 2019",Tastemakers Africa,Experiences marketplace connecting black millennials to culture and heritage worldwide.,"Internet, Leisure, Marketplace, Travel","Black / African American Founded, Black / African American Led, Women Founded, Women Led","Brooklyn, New York, United States, North America",www.tastemakersafrica.com,,"$2,000,000",Seed,3,Precursor Ventures,1
Seed Round - Parative Revenue Expansion System,Seed,Seed,"$2,600,000","Aug 9, 2019",Parative Revenue Expansion System,Parative helps SaaS teams find new revenue by combining software and data science to identify expansion opportunities.,"Apps, Enterprise Software, SaaS, Software",Women Founded,"Boston, Massachusetts, United States, North America",parative.com,,"$8,700,000",Seed,3,Bain Capital Ventures,11
Pre Seed Round - BovControl,Pre-Seed,Seed,"R$200,000","Sep 1, 2019",BovControl,"BovControl is orchestrating the digitization of the Livestock Industry, from farmers to grocery stores, passing through processors.","Agriculture, Analytics, Internet of Things, Livestock","Hispanic / Latine Founded, Hispanic / Latine Led","Sunnyvale, California, United States, North America",www.bovcontrol.com/en,,"$2,138,191",Seed,11,—,1
Seed Round - KYC Hospitality,Seed,Seed,"$2,390,000","Sep 5, 2019",KYC Hospitality,KYC Hospitality is the Global Technology Ecosystem for Hotels (SaaS),"Hospitality, Information Technology, SaaS, Software","Women Founded, Women Led","San Francisco, California, United States, North America",kychospitality.com,,"$5,190,000",Seed,5,—,1
Seed Round - Bright Innovations Israel,Seed,Seed,"$100,000","Sep 1, 2019",Bright Innovations Israel,Bright Innovations Israel provides medical devices.,"Health Care, Medical Device",—,"Yorba Linda, California, United States, North America",www.brightinnovations.com,,"$200,000",Seed,2,—,0
Pre Seed Round - ChannelApe,Pre-Seed,Seed,"$2,400,000","Jul 21, 2019",ChannelApe,ChannelApe's enterprise fulfillment SaaS scales direct-to-consumer brands by separating supply chain software from physical operations.,"E-Commerce, Enterprise Software, Internet, Logistics, SaaS, Software, Supply Chain Management",—,"New York, New York, United States, North America",www.channelape.com,,"$9,550,000",Seed,3,—,3
Seed Round - Twelve,Seed,Seed,"$11,000,000","Aug 16, 2019",Twelve,Twelve is a carbon transformation company.,"Chemical, Fuel, GreenTech, Oil and Gas","Black / African American Founded, Women Founded","Berkeley, California, United States, North America",www.twelve.co,,"$199,434,997",Early Stage Venture,7,DCVC,16
Seed Round - Tugboat Logic,Seed,Seed,"$3,600,000","Jul 16, 2019",Tugboat Logic,Tugboat Logic address the skills and expertise gap in the security and compliance industry.,"Compliance, Cyber Security, Privacy, Project Management, Risk Management",—,"Burlingame, California, United States, North America",www.tugboatlogic.com,,"$12,900,000",M&A,2,—,2
Pre Seed Round - HotSpot CookTop,Pre-Seed,Seed,"$58,333","Aug 15, 2019",HotSpot CookTop,HotSpot CookTop specializes in sales of kitchen appliances.,"Consumer Electronics, Retail, Sales",—,"Cleveland, Ohio, United States, North America",hotspotcooktop.com/,,"$58,333",Seed,2,—,2
Pre Seed Round - Leigh & Siena,Pre-Seed,Seed,"$1,200,000","Aug 26, 2019",Leigh & Siena,"Leigh & Siena is a retail formal wear brand, selling customizable apparel direct-to-consumer through an at-home experiential styling kit.",—,—,"Los Angeles, California, United States, North America",leighsiena.com/,,"$1,200,000",Seed,1,—,2
Seed Round - Duality,Seed,Seed,"$3,100,000","Sep 3, 2019",Duality,Digital Twin Integration Platform for solving real-world problems,"Artificial Intelligence, Machine Learning, Robotics",—,"San Mateo, California, United States, North America",duality.ai/,,"$15,100,000",Early Stage Venture,3,Lemnos VC,5
Seed Round - Homeward,Seed,Seed,"$4,000,000","Jul 22, 2019",Homeward,Homeward is an Austin-based startup that enables homebuyers to make all-cash offers and buy a new home before they sell their old one.,Real Estate,—,"Austin, Texas, United States, North America",www.homeward.com/,,"$501,000,000",Early Stage Venture,6,LiveOak Venture Partners,3
Seed Round - IQ Bar,Seed,Seed,"$1,000,000","Aug 2, 2019",IQ Bar,IQ Bar is a food and beverage company that offers protein bars and IQMIX hydration mixes.,"Food and Beverage, Nutrition, Snack Food",—,"Boston, Massachusetts, United States, North America",www.eatiqbar.com/,,"$10,444,508",—,6,—,—
Seed Round - Ampool,Seed,Seed,"$399,999","Aug 19, 2019",Ampool,"Ampool enable real-time data-intensive applications through a distributed, memory-centric active data store.","Analytics, Big Data, Cloud Data Services, Data Storage, Software",—,"Los Altos, California, United States, North America",www.ampool-inc.com,,"$399,999",M&A,5,—,2
Seed Round - Endcrawl,Seed,Seed,"$450,000","Jul 23, 2019",Endcrawl,Endcrawl is a saas platform for managing Film and Television Credits.,"Content Creators, Digital Media, Film, Film Production, Media and Entertainment, SaaS, Software, TV, TV Production, Video",—,"New City, New York, United States, North America",endcrawl.com,,"$450,000",Seed,1,Calm Company Fund,1
Pre Seed Round - POP,Pre-Seed,Seed,"$10,000","Jul 17, 2019",POP,POP provides digital advertising services for brands.,Social Media,—,"Seattle, Washington, United States, North America",www.wearepop.com/,,"$60,000",Seed,3,—,1
Pre Seed Round - SaveDay,Pre-Seed,Seed,"$210,000","Jul 19, 2019",SaveDay,"We provide a $0 cost to employer, secure, fully bundled 401k plans; retirement investment plans that grow freely.","B2B, Financial Services, FinTech, Retirement, Small and Medium Businesses",—,"Austin, Texas, United States, North America",www.SaveDay.com,,"$2,860,000",Seed,7,—,1
Seed Round - Curtsy,Seed,Seed,"$150,000","Aug 19, 2019",Curtsy,"Curtsy is a software application platform that lets women buy and sell clothing, shoes, and accessories on their phones.","E-Commerce, Fashion, Mobile Apps, Shopping, Women's",—,"San Francisco, California, United States, North America",www.curtsyapp.com/,,"$12,570,000",Early Stage Venture,5,"1984 Ventures, Y Combinator",5
Seed Round - SAYA Life,Seed,Seed,"$300,000","Aug 16, 2019",SAYA Life,Saya deploys a certified water sub-metering platform  for multi-family residential and commercial properties for billing and risk management,"Information Technology, Water",—,"Los Angeles, California, United States, North America",saya.life,,"$800,000",Seed,3,Upward,2
Pre Seed Round - Era Software,Pre-Seed,Seed,"$1,600,000","Aug 30, 2019",Era Software,"Observability Data Management built for modern IT and security. Ingest, route, store, and analyze massive volumes of data with ease.",Software,—,"Seattle, Washington, United States, North America",era.co,,"$22,250,000",M&A,3,—,3
Seed Round - Rune Labs,Seed,Seed,"$1,455,000","Sep 3, 2019",Rune Labs,Rune Labs is a software and data platform for neuromodulation and brain therapies of the future.,"Health Care, Information Technology, SaaS, Software",—,"San Francisco, California, United States, North America",runelabs.io/,,"$29,255,000",Early Stage Venture,3,—,2
Seed Round - Sheets & Giggles,Seed,Seed,"$1,300,000","Aug 6, 2019",Sheets & Giggles,"Direct-to-consumer, eco-friendly lyocell bedding.","Consumer Goods, Green Consumer Goods, Home Decor, Retail, Textiles",—,"Denver, Colorado, United States, North America",sheetsgiggles.com,,"$1,941,597",Seed,5,Rockies Venture Club,11
Seed Round - Level AI,Seed,Seed,"$2,000,000","Jul 16, 2019",Level AI,Level AI is a platform for businesses to automate tedious workflows and transform customer experience.,"Analytics, Artificial Intelligence, Information Technology",—,"Mountain View, California, United States, North America",thelevel.ai,,"$35,000,000",Early Stage Venture,3,Eniac Ventures,2
Seed Round - Polysync,Seed,Seed,"$1,000,000","Jul 25, 2019",Polysync,"The bridge to a safer autonomous future, providing the vehicle interface platform connecting vehicles and developers.","Automotive, Autonomous Vehicles",—,"Portland, Oregon, United States, North America",www.polysync.io/,,"$2,755,081",Seed,5,Techstars,1
Pre Seed Round - Nori,Pre-Seed,Seed,"$25,000","Aug 2, 2019",Nori,Nori is a carbon dioxide removal marketplace that aims to reverse climate change.,"Agriculture, Marketplace, Renewable Energy",—,"Seattle, Washington, United States, North America",nori.com/,,"$18,695,000",—,6,Techstars,1
Pre Seed Round - Prompt,Pre-Seed,Seed,"$150,000","Aug 1, 2019",Prompt,Supercharged contacts app for busy professionals,"Contact Management, Productivity Tools, Software",—,"Mountain View, California, United States, North America",www.getprompt.app/,,"$150,000",Seed,1,—,1
Seed Round - Statespace,Seed,Seed,"$2,500,000","Aug 8, 2019",Statespace,Statespace provides performance analytics and a suite of tools for casual gamers and esports athletes to maximize their potential.,"Analytics, eSports, Sports, Video Games",—,"New York, New York, United States, North America",statespace.gg/,,"$102,105,126",Late Stage Venture,6,FirstMark,6
Pre Seed Round - Farcast,Pre-Seed,Seed,"$120,000","Jul 15, 2019",Farcast,Farcast develops a diagnostic platform that delivers powerful predictions for personalized cancer treatment selection and drug development.,"Biotechnology, Health Care, Health Diagnostics, Medical, Pharmaceutical",—,"Boston, Massachusetts, United States, North America",www.farcastbio.com/,,"$74,631,591",Seed,6,Techstars,1
Seed Round - Unified Esports Association,Seed,Seed,"$900,000","Sep 6, 2019",Unified Esports Association,Unified Esports Association offers virtual and onsite Esports competitions for aspiring gamers.,"eSports, Events, Gaming",—,"Wichita, Kansas, United States, North America",uea.gg,,"$1,800,000",Seed,2,—,1
Seed Round - Nomad Rides,Seed,Seed,"$1,700,000","Aug 15, 2019",Nomad Rides,Decentralizing and automating the gig-economy.,"Apps, Ride Sharing, Software, Travel",—,"Carmel, Indiana, United States, North America",www.nomadrides.app/,,"$3,500,000",Seed,2,Y Combinator,2
Seed Round - UpEquity,Seed,Seed,"$1,500,000","Aug 31, 2019",UpEquity,UpEquity is a tech-enabled mortgage platform.,"Financial Services, FinTech, Real Estate",—,"Austin, Texas, United States, North America",www.upequity.com/,,"$76,650,000",Early Stage Venture,6,—,1
Seed Round - TRAY,Seed,Seed,"$5,000,000","Aug 1, 2019",TRAY,TRAY® is a complete point of sale system for the enterprise that specializes in self-service ordering.,"Loyalty Programs, Mobile, Mobile Payments, Point of Sale, SaaS, Software",—,"Santa Monica, California, United States, North America",www.tray.com,,"$6,750,000",Seed,5,AgFunder,1
Seed Round - Tensil,Seed,Seed,"$150,000","Aug 22, 2019",Tensil,Open source machine learning accelerators,"Autonomous Vehicles, Internet of Things, Machine Learning, Semiconductor",—,"San Francisco, California, United States, North America",www.tensil.ai,,"$150,000",Seed,1,—,2
Seed Round - Fuse Inventory,Seed,Seed,"$2,700,000","Aug 20, 2019",Fuse Inventory,Fuse Inventory develops a cloud-based inventory forecasting and planning platform to generate inventory forecasts.,"E-Commerce, SaaS, Software","Women Founded, Women Led","Palo Alto, California, United States, North America",fuseinventory.com/,,"$5,699,998",Seed,3,Crosscut Ventures,6
Seed Round - The Cru,Seed,Seed,"$1,000,000","Sep 6, 2019",The Cru,The Cru provides a peer coaching service for women looking to accelerate their professional and personal growth.,"Information Technology, Personal Development, Professional Networking, Social, Training, Women's","Black / African American Founded, Black / African American Led, Women Founded, Women Led","New York, New York, United States, North America",www.thecru.com/,,"$1,000,000",Seed,3,—,4
Pre Seed Round - Dex,Pre-Seed,Seed,"$150,000","Aug 19, 2019",Dex,Dex is a personal CRM that gives you relationship superpowers.,"Computer, CRM, Enterprise Software, Software",—,"San Francisco, California, United States, North America",getdex.com/,,"$150,000",Seed,1,Y Combinator,3
Seed Round - Mentor Collective,Seed,Seed,"$3,200,000","Sep 5, 2019",Mentor Collective,Mentor Collective provides all students with a transformative mentoring experience,"EdTech, Education, Enterprise Software, Higher Education",—,"Boston, Massachusetts, United States, North America",www.mentorcollective.org,,"$28,446,188",Early Stage Venture,7,Lumina Foundation,9
Seed Round - Myro,Seed,Seed,"$7,000,000","Aug 8, 2019",Myro,Myro is a plant-powered deodorant that's better for you and better for the environment with ~50% less plastic used with every refill.,"Consumer Goods, Manufacturing, Medical, Personal Health, Product Management",—,"New York, New York, United States, North America",www.mymyro.com/,,"$13,125,016",Seed,6,—,6
Seed Round - Sunsama,Seed,Seed,"$1,400,000","Sep 1, 2019",Sunsama,Sunsama is a social network for scheduling meetings.,"Apps, Mobile Apps, Social Media, Software",—,"Oakland, California, United States, North America",sunsama.com/,,"$1,550,000",Seed,5,—,1
Seed Round - Tradefox,Seed,Seed,"$20,000","Aug 10, 2019",Tradefox,The leading business intelligence platform for the global trade of recyclables.,"Business Intelligence, Mineral, Paper Manufacturing, Plastics and Rubber Manufacturing, Precious Metals, Waste Management",—,"Dover, Delaware, United States, North America",www.tradefox.co,,"$3,774,761",Seed,14,—,—
Pre Seed Round - Signum City,Pre-Seed,Seed,"$200,000","Aug 12, 2019",Signum City,Signum City is a fantasy stock market gaming app.,"Education, FinTech, Gamification, Mobile Apps, Simulation",—,"Austin, Texas, United States, North America",signum.city,,"$225,000",Seed,2,—,1
Pre Seed Round - Womp,Pre-Seed,Seed,"$60,000","Jul 15, 2019",Womp,"Easy, collaborative 3D. The Web's most powetrful 3D software, made for anyone to use.","Hardware, Industrial Engineering, Product Design, Software","Women Founded, Women Led","San Francisco, California, United States, North America",www.womp3d.com/,,"$5,760,000",Seed,6,Techstars,1
Seed Round - UptimeHealth,Seed,Seed,"$1,220,000","Aug 1, 2019",UptimeHealth,"UptimeHealth simplifies medical device services, purchases, and compliance practices through automation and predictive analytics.","Health Care, Information Technology, SaaS",—,"Boston, Massachusetts, United States, North America",uptimehealth.com,,"$7,485,000",Early Stage Venture,7,2EnablePartners,4
Pre Seed Round - Adder,Pre-Seed,Seed,"$205,000","Aug 12, 2019",Adder,"Adder is a location data analytics platform for smart cities, logistics operators, out of home advertisers, and more.","Ad Retargeting, Ad Targeting, Advertising, Analytics, Database, GPS, Information Technology, Location Based Services, Market Research, Outdoor Advertising",—,"Louisville, Kentucky, United States, North America",adder.io/,,"$705,000",Seed,3,Boomtown Accelerators,1
Seed Round - Salaryo,Seed,Seed,"$5,500,000","Aug 28, 2019",Salaryo,Salaryo provides flexible and affordable financing for US small businesses. Salaryo is a Variant Investments company.,"Banking, Financial Services, FinTech, Lending",—,"New York, New York, United States, North America",www.salaryo.com,,"$12,100,000",M&A,3,Mike Ullmann,3
Seed Round - Concreit,Seed,Seed,"$500,000","Sep 3, 2019",Concreit,Concreit provides real estate software that enables users to invest in real estate.,"Real Estate, Software",—,"Seattle, Washington, United States, North America",concreit.com/,,"$6,500,000",Seed,6,—,1
Pre Seed Round - LiST Funding,Pre-Seed,Seed,"$1,500,000","Aug 15, 2019",LiST Funding,"Life Science AI company utilizing LLMs, Generative AI, NLP and DL for predicting mortality/longevity risks and other medical outcomes",InsurTech,—,"New York, New York, United States, North America",listfunding.com/,,"$5,620,000",Seed,3,—,3
Pre Seed Round - Lookin Inc.,Pre-Seed,Seed,"$490,000","Sep 1, 2019",Lookin Inc.,Lookin develops terahertz scanners for high-throughput and high-sensitivity material characterization and quality control.,"Battery, Fuel Cell, Hardware, Manufacturing, Quality Assurance",—,"Los Angeles, California, United States, North America",www.lookininc.com/,,"$3,590,000",Seed,2,—,3
Seed Round - Prophecy.io,Seed,Seed,"$6,600,000","Aug 16, 2019",Prophecy.io,Prophecy is an Enterprise Data Engineering Product for Visual & Code (with Git/CI/CD) development of Spark/Airflow data pipelines,"Analytics, Business Intelligence, Cloud Data Services, Developer Platform, Enterprise Software, Information Technology, Machine Learning, SaaS, Software",—,"Palo Alto, California, United States, North America",www.prophecy.io,,"$38,450,000",Early Stage Venture,5,SignalFire,2
Pre Seed Round - SoundSwell,Pre-Seed,Seed,"$500,000","Aug 1, 2019",SoundSwell,SoundSwell develops and sells waterproof headphones for sports and music lovers.,"Consumer Electronics, Hardware",—,"Honolulu, Hawaii, United States, North America",www.soundswell.com,,"$500,000",Seed,1,Unit Leader,1
Seed Round - Zanskar,Seed,Seed,"$230,000","Aug 28, 2019",Zanskar,Zanskar develops a predictive platform informed by massive data for discovering previously unknown geothermal resources.,"Analytics, GreenTech, Information Technology, Predictive Analytics, Renewable Energy",—,"Provo, Utah, United States, North America",zanskar.us,,"$12,230,000",Early Stage Venture,2,—,—
Seed Round - Dynamo Metrics,Seed,Seed,"$800,000","Aug 30, 2019",Dynamo Metrics,"Dynamo Metrics provides planning, analytics, and reporting software for governments and public-sector partners.","Analytics, Information Services",—,"Ann Arbor, Michigan, United States, North America",www.dynamometrics.com/,,"$800,000",M&A,5,"Cultivation Capital, M25",5
Seed Round - Meati,Seed,Seed,"$4,800,000","Jul 16, 2019",Meati,Meati Foods is a consumer goods company that provides fungi-based meat alternatives to everyone.,"Consumer Goods, Food and Beverage, Food Processing, Service Industry",—,"Boulder, Colorado, United States, North America",meati.com,,"$274,471,176",—,9,Congruent Ventures,9
Pre Seed Round - Real Grader,Pre-Seed,Seed,"$50,000","Sep 1, 2019",Real Grader,"RealGrader developed a new technology to measure, manage and maximize your online reputation and delivers unified branding and marketing.","Advertising, Brand Marketing, Digital Marketing, Social Media Marketing",—,"Fairfield, Connecticut, United States, North America",www.realgrader.com/,,"$1,422,000",—,7,—,—
Pre Seed Round - Assemble,Pre-Seed,Seed,"$1,000,000","Aug 1, 2019",Assemble,The project management platform for content creation teams.,"Asset Management, File Sharing, Film Production, Project Management, SaaS, Software, TV Production",—,"Los Angeles, California, United States, North America",www.assemble.tv,,"$1,000,000",Seed,2,—,5
Seed Round - Saltbox,Seed,Seed,"$3,200,000","Sep 5, 2019",Saltbox,Saltbox provides workspaces that offer fulfillment and logistics support to ecommerce entrepreneurs.,"E-Commerce, Logistics, Transportation, Warehousing","Black / African American Founded, Black / African American Led","Atlanta, Georgia, United States, North America",www.saltbox.com,,"$48,800,000",Early Stage Venture,4,Village Global,5
Seed Round - Edly,Seed,Seed,"$600,005","Sep 3, 2019",Edly,Edly specializes in income based repayment financing for college tuition.,"Education, Financial Services, FinTech, Internet",—,"Briarcliff Manor, New York, United States, North America",student.edly.co/student,,"$182,140,005",Seed,10,Mistral Venture Partners,1
Pre Seed Round - Dropby,Pre-Seed,Seed,"$400,000","Aug 10, 2019",Dropby,Realtime Map Network platform,—,—,"Baltimore, Maryland, United States, North America",www.dropby.org,,"$670,000",Seed,2,—,—
Seed Round - AwsomU,Seed,Seed,"$100,000","Aug 5, 2019",AwsomU,"AwsomU is an online e-commerce store for clothing and accessories for men, women, and children.",E-Commerce,—,"Edison, New Jersey, United States, North America",www.awsomu.com/,,"$100,000",Seed,1,—,—
Seed Round - Zuum Transportation,Seed,Seed,"$4,000,000","Sep 5, 2019",Zuum Transportation,"Zuum is a logistics platform that connects digital freight marketplaces, shipper TMS, broker software, carrier TMS, and mobile driver app.","Logistics, Software, Supply Chain Management, Transportation",—,"Irvine, California, United States, North America",www.zuumapp.com,,"$38,580,000",Early Stage Venture,5,Plug and Play Ventures,1
Seed Round - Hura Imaging,Seed,Seed,"$250,000","Aug 30, 2019",Hura Imaging,Hura Imaging develops and commercializes novel CT technology that decreases radiation dose significantly in patient management.,"Health Care, Health Diagnostics, Information Technology, Medical, Medical Device",—,"Los Angeles, California, United States, North America",www.huraimaging.com/,,"$250,000",Seed,1,—,—
Pre Seed Round - Dynamic Green Products,Pre-Seed,Seed,"$120,000","Jul 15, 2019",Dynamic Green Products,Dynamic Green Products offers high performance bio-based lubricants and outdoor solutions.,"Biotechnology, Chemical, Environmental Consulting, Renewable Energy",—,"Houston, Texas, United States, North America",dgpworks.com/,,"$120,000",Seed,1,Techstars,1
Pre Seed Round - Blooskai,Pre-Seed,Seed,"$35,000","Aug 1, 2019",Blooskai,Blooskai specializes in CBIR/CBVIR search and algorithms to derive insight from video and audio.,—,—,"Menlo Park, California, United States, North America",www.blooskai.com/,,"$155,000",Seed,2,—,0
Seed Round - Prenda,Seed,Seed,"$150,000","Aug 19, 2019",Prenda,Prenda is an ed-tech company with the vision of helping young people learn technology in fun informal settings.,"E-Learning, EdTech, Education, Internet",—,"Mesa, Arizona, United States, North America",www.prenda.com,,"$45,863,599",Early Stage Venture,8,Y Combinator,1
Seed Round - Serenity Kids,Seed,Seed,"$1,500,000","Jul 25, 2019",Serenity Kids,Serenity Kids is a baby food company offering nutrient-dense foods that taste great to kids and are convenient for parents.,"Food and Beverage, Food Processing","Women Founded, Women Led","Austin, Texas, United States, North America",myserenitykids.com,,"$11,500,000",Early Stage Venture,3,Wild Ventures,10
Seed Round - Skinny Dipped Almonds,Seed,Seed,"$14,146,657","Aug 1, 2019",Skinny Dipped Almonds,Skinny Dipped Almonds is a snack food company that offers chocolate-covered almond treats.,"Food and Beverage, Food Processing, Snack Food","Women Founded, Women Led","Seattle, Washington, United States, North America",skinnydipped.com,,"$35,146,657",Early Stage Venture,9,—,2
Seed Round - Benjamin,Seed,Seed,"$130,000","Sep 1, 2019",Benjamin,"SaaS, Predictive Analytics platform tied to healthcare mobile app","Artificial Intelligence, Health Care, Machine Learning, Mobile Apps, Predictive Analytics, Risk Management, SaaS, Software",—,"West Des Moines, Iowa, United States, North America",www.benjaminsaves.com/,,"$845,000",Seed,7,—,—
Seed Round - Basis,Seed,Seed,"$150,000","Aug 19, 2019",Basis,Basis is an online bid board that helps automate construction workflows.,"Construction, Funding Platform, Productivity Tools, Sales",—,"Arcadia, California, United States, North America",www.basisboard.com/,,"$150,000",Seed,1,—,2
Pre Seed Round - Revel,Pre-Seed,Seed,"$150,000","Aug 19, 2019",Revel,"Revel is a marketplace for women over 50 to host and attend small, local gatherings on topics of their choice.","Association, Communities, Marketplace, Women's",Women Founded,"San Francisco, California, United States, North America",www.hellorevel.com/,,"$6,150,000",Seed,3,Y Combinator,1
Pre Seed Round - BlueSuit,Pre-Seed,Seed,"$120,000","Sep 9, 2019",BlueSuit,API-forward document extraction service for the real estate world,"Commercial Real Estate, Information Technology, Machine Learning, Real Estate, Software",Women Founded,"Denver, Colorado, United States, North America",www.bluesuit.com,,"$2,501,329",Seed,2,—,1
