Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Pre Seed Round - inBuild,Pre-Seed,Seed,"$2,250,000","Sep 18, 2020",inBuild,inBuild is a powerful web-based application that provides financial automation and intelligent accounts payable solutions for home builders.,"Accounting, Construction, Financial Services, SaaS, Software",—,"San Francisco, California, United States, North America",www.inbuild.ai,,"$2,750,000",Seed,2,—,3
Seed Round - Neurotype Inc.,Seed,Seed,"$350,000","Sep 15, 2020",Neurotype Inc.,"Medical Device, SaMD, Software, Neurotechnology, Biofeedback, Neurofeedback","Health Care, Information Technology, Medical Device, Neuroscience, Software",—,"Minneapolis, Minnesota, United States, North America",www.neurotype.io,,"$837,983",Seed,10,—,1
Seed Round - Cherry Blossom Intimates,Seed,Seed,"$2,000,000","Oct 22, 2020",Cherry Blossom Intimates,"Fully customizable, fully insurance billable, breast prosthetics with a state-of-the-art fit experience.",Retail,"Black / African American Founded, Black / African American Led, Women Founded, Women Led","Lanham, Maryland, United States, North America",cherryblossomintimates.com,,"$2,270,000",Seed,2,Revolution’s Rise of the Rest Seed Fund,6
Seed Round - Roll,Seed,Seed,"$1,000,000","Oct 28, 2020",Roll,Roll builds social token infrastructure for the creator economy.,"Apps, Blockchain, Cryptocurrency, Ethereum, Information Technology","Black / African American Founded, Black / African American Led, East Asian Led, South Asian Founded, Women Led","New York, New York, United States, North America",www.tryroll.com,,"$12,700,000",Early Stage Venture,4,—,7
Seed Round - Sortera Technologies,Seed,Seed,"$2,000,000","Oct 13, 2020",Sortera Technologies,"Sortera Alloys manufactures low-cost, high-quality metal alloys for domestic manufacturing using its artificial intelligence technology.","Artificial Intelligence, Information Technology, Manufacturing",—,"Fort Wayne, Indiana, United States, North America",sorteraalloys.com/,,"$52,500,000",Late Stage Venture,4,Chrysalix Venture Capital,2
Seed Round - MNM Bioscience Inc.,Seed,Seed,"$2,436,141","Oct 20, 2020",MNM Bioscience Inc.,MNM integrates cutting-edge genomics with the latest breakthroughs in AI to fight cancer. Our goal is to crack the code of tumor biology,"Artificial Intelligence, Biotechnology, Genetics, Life Science, Pharmaceutical",—,"Cambridge, Massachusetts, United States, North America",mnmbioscience.com/,,"$3,291,141",Seed,3,RTA.vc,2
Seed Round - Circuit,Seed,Seed,"$1,000,000","Oct 31, 2020",Circuit,Circuit is a provider of micro-transition services intended to be offered through electric cars.,"CleanTech, Electric Vehicle, Ride Sharing, Transportation",—,"New York, New York, United States, North America",www.ridecircuit.com,,"$13,325,000",Early Stage Venture,5,Hudson Valley Startup Fund,1
Seed Round - Maven,Seed,Seed,"$4,322,477","Nov 12, 2020",Maven,Maven is a developer of an online cohort-based leadership program designed to create a community where anyone can start their own course.,"E-Learning, EdTech, Education",—,"Austin, Texas, United States, North America",maven.com/,,"$25,072,477",Early Stage Venture,3,First Round Capital,5
Seed Round - ThreatLocker,Seed,Seed,"$4,443,817","Sep 16, 2020",ThreatLocker,ThreatLocker develops an endpoint application control suite that protects businesses from security threats.,"Cyber Security, Information Technology, Network Security",Women Founded,"Orlando, Florida, United States, North America",www.threatlocker.com/,,"$188,336,192",—,5,Arthur Ventures,1
Pre Seed Round - Feedcast,Pre-Seed,Seed,"$500,000","Oct 1, 2020",Feedcast,We help creators to monetize their content through audio courses,Content Creators,—,"San Francisco, California, United States, North America",feedcast.me/,,"$500,000",Seed,1,Precursor Ventures,4
Seed Round - Driver Technologies,Seed,Seed,"$2,000,000","Nov 3, 2020",Driver Technologies,Driver is a hardware-free mobile app that allows users to video record their trip while receiving safety alerts.,"Apps, Mobile Apps, Social Media, Video","Black / African American Founded, Black / African American Led","Brooklyn, New York, United States, North America",driverdashcam.com,,"$16,256,000",—,4,—,3
Seed Round - ionobell,Seed,Seed,"$3,500,000","Oct 19, 2020",ionobell,Ionobell is a battery R&D company with expertise in battery material development and cell development.,"Energy Storage, Manufacturing",—,"San Jose, California, United States, North America",www.ionobell.com,,"$3,500,000",Seed,1,Trucks Venture Capital,3
Pre Seed Round - SaveDay,Pre-Seed,Seed,"$1,000,000","Oct 20, 2020",SaveDay,"We provide a $0 cost to employer, secure, fully bundled 401k plans; retirement investment plans that grow freely.","B2B, Financial Services, FinTech, Retirement, Small and Medium Businesses",—,"Austin, Texas, United States, North America",www.SaveDay.com,,"$2,860,000",Seed,7,—,1
Pre Seed Round - Guild Row,Pre-Seed,Seed,"$542,000","Nov 1, 2020",Guild Row,Third Space Membership Club (coworking + social) for People Who Give a Damn,"Communities, Coworking, Events, Real Estate, Rental, Social Impact",—,"Chicago, Illinois, United States, North America",www.guildrow.co,,"$1,242,000",Seed,3,—,—
Pre Seed Round - Viable,Pre-Seed,Seed,"$2,000,000","Sep 15, 2020",Viable,Viable provides a platform that automates customer feedback analysis to inform business decisions with data-backed insights.,"Analytics, Artificial Intelligence, Information Technology, Productivity Tools",—,"San Francisco, California, United States, North America",askviable.com,,"$10,900,000",Seed,4,"Craft Ventures, Javelin Venture Partners",3
Seed Round - Finmark,Seed,Seed,"$5,000,000","Oct 28, 2020",Finmark,"Finmark is financial planning software for startups; making it simple for companies to manage their runway, hiring, and cash.","Finance, Financial Services, FinTech, Information Technology, SaaS, Software",—,"Raleigh, North Carolina, United States, North America",finmark.com,,"$11,625,000",M&A,4,IDEA Fund Partners,11
Seed Round - neu,Seed,Seed,"$715,000","Oct 18, 2020",neu,"neu is a reliable platform that provides quality cleans, on-demand.","E-Commerce, Hospitality, Internet, Marketplace, Real Estate, Software, Travel",Black / African American Led,"Seattle, Washington, United States, North America",www.useneu.com,,"$1,075,000",Seed,5,New Stack Ventures,9
Pre Seed Round - WAVE,Pre-Seed,Seed,"$150,000","Sep 24, 2020",WAVE,WAVE offers a full complement of low-voltage systems.,"Consulting, Field Support, Project Management",—,"Westerville, Ohio, United States, North America",www.waveavsystems.com,,"$270,000",Seed,2,Techstars,1
Seed Round - Symbl.ai,Seed,Seed,"$4,700,000","Oct 30, 2020",Symbl.ai,"Symbl.ai is an early-stage, venture-backed startup that is democratizing access to conversational intelligence for developers.","Artificial Intelligence, Developer APIs, Information Technology","South Asian Founded, South Asian Led, Women Founded, Women Led","Seattle, Washington, United States, North America",symbl.ai,,"$23,620,000",Early Stage Venture,5,Crosscut Ventures,13
Seed Round - OthersideAI,Seed,Seed,"$2,600,000","Nov 12, 2020",OthersideAI,OthersideAI is a provider of an AI-driven software which turns summaries and shorthand notes into written emails.,"Artificial Intelligence, Email, Machine Learning, Natural Language Processing, Productivity Tools, Software",—,"Melville, New York, United States, North America",www.othersideai.com,,"$5,400,000",Seed,3,Madrona,7
Seed Round - Yotta Savings,Seed,Seed,"$3,300,000","Sep 30, 2020",Yotta Savings,Yotta Savings offers free FDIC-insured bank savings accounts and rewards savings account depositors with weekly prize drawings.,"Apps, Debit Cards, Finance, Financial Services, FinTech, Personal Finance",—,"New York, New York, United States, North America",withyotta.com/,,"$16,625,000",Early Stage Venture,3,—,10
Seed Round - Adrich,Seed,Seed,"$2,922,473","Oct 19, 2020",Adrich,Adrich connects brands and retailers through product usage data and analytics.,"Analytics, Information Services, Information Technology","Women Founded, Women Led","Pittsburgh, Pennsylvania, United States, North America",www.adrich.io,,"$3,072,473",Seed,8,—,2
Seed Round - Reco,Seed,Seed,"$4,200,000","Nov 12, 2020",Reco,Reco is a cloud collaboration tool that allows secure collaboration at the speed of business.,—,—,"New York, New York, United States, North America",www.recolabs.ai/,,"$34,200,000",Early Stage Venture,2,boldstart ventures,2
Seed Round - Clair,Seed,Seed,"$4,550,000","Oct 9, 2020",Clair,"Clair is the mission-driven fintech company that's created the first free, compliant, on-demand pay solution backed by a FDIC-insured bank.","Banking, Financial Services, FinTech, Human Resources",—,"New York, New York, United States, North America",getclair.com,,"$194,550,000",Early Stage Venture,4,Upfront Ventures,6
Seed Round - CoAqua,Seed,Seed,"$630,000","Oct 16, 2020",CoAqua,CoAqua offers coconut water beverages to provide a natural and healthy alternative to sugary sports drinks.,"Consumer Goods, E-Commerce Platforms, Food and Beverage",—,"Ponte Vedra, Florida, United States, North America",www.drinkcoaqua.com,,"$3,883,739",—,3,—,—
Seed Round - Bright Security,Seed,Seed,"$4,700,000","Oct 15, 2020",Bright Security,Bright Security is an AI -powered application security platform that integrates application security into SDLC.,"Artificial Intelligence, Cyber Security, Information Technology, Machine Learning, Network Security, SaaS, Security, Software",—,"San Francisco, California, United States, North America",brightsec.com/,,"$25,300,000",Early Stage Venture,4,DNX Ventures,5
Pre Seed Round - Ceremonia,Pre-Seed,Seed,"$1,000,000","Oct 30, 2020",Ceremonia,Ceremonia is a new modern haircare brand rooted in Latin heritage.,"Beauty, Personal Branding, Wellness","Hispanic / Latine Founded, Women Founded, Women Led","New York, New York, United States, North America",ceremonia.com,,"$13,000,000",Early Stage Venture,5,SoGal Ventures,4
Seed Round - Multis,Seed,Seed,"$2,200,000","Sep 29, 2020",Multis,Multis is a crypto treasury management tool designed for web3 organizations.,"Blockchain, Consulting, Cryptocurrency, Financial Services, FinTech, Information Technology, Insurance, Internet, Software, Venture Capital",—,"San Francisco, California, United States, North America",multis.com,,"$9,350,000",—,3,—,10
Seed Round - EmPath,Seed,Seed,"$1,000,000","Sep 15, 2020",EmPath,EmPath provides the workforce of the future with a greater understanding of employee skills and talent development.,"Artificial Intelligence, Human Resources, Information Technology, Machine Learning, SaaS",Hispanic / Latine Founded,"Austin, Texas, United States, North America",www.empath.net,,"$1,000,000",Seed,2,—,4
Pre Seed Round - Chattr,Pre-Seed,Seed,"$300,000","Oct 1, 2020",Chattr,Chattr is an AI powered end-to-end hiring automation platform built for the hourly workforce,"Artificial Intelligence, Internet, Recruiting, Retail, SaaS",—,"Tampa, Florida, United States, North America",chattr.ai/,,"$4,000,000",Seed,2,—,—
Pre Seed Round - ePurines,Pre-Seed,Seed,"$65,000","Oct 20, 2020",ePurines,"ePurines is a drug development company focused on purinergic-based therapies for obesity, metabolic syndrome renal and liver diseases.","Biotechnology, Medical, Therapeutics",—,"Sandy, Utah, United States, North America",www.epurines.com/,,"$65,000",Seed,2,—,—
Seed Round - TeamBridge,Seed,Seed,"$3,100,000","Oct 7, 2020",TeamBridge,TeamBridge designs and develops employee management solutions that leverage technology to empower companies.,"Home Health Care, Medical, Nursing and Residential Care, Project Management, Retail, SaaS, Staffing Agency","South Asian Founded, South Asian Led","San Francisco, California, United States, North America",teambridge.com,,"$3,100,000",Seed,1,"Abstract Ventures, General Catalyst",10
Seed Round - SINAI Technologies,Seed,Seed,"$3,800,000","Oct 28, 2020",SINAI Technologies,"SINAI Technologies builds enterprise decarbonization software to monitor, analyze, and reduce carbon emissions.","Enterprise Resource Planning (ERP), Enterprise Software, Information Technology, Sustainability","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","San Francisco, California, United States, North America",www.sinaitechnologies.com,,"$35,950,000",Early Stage Venture,4,Afore Capital,7
Seed Round - Lendai,Seed,Seed,"$2,050,000","Sep 13, 2020",Lendai,Lendai is a fintech platform company.,"Financial Services, FinTech, Real Estate",—,"Miami, Florida, United States, North America",www.lendai.us/,,"$37,050,000",Seed,4,—,4
Seed Round - CapWize,Seed,Seed,"$200,000","Oct 1, 2020",CapWize,CapWize is a sports betting start-up combining expert human opinions w/ simulation models to help sports bettors make more intelligent picks,—,—,"Denver, Colorado, United States, North America",capwize.com/,,"$200,000",Seed,1,—,—
Seed Round - Rewyndr,Seed,Seed,"$575,000","Oct 1, 2020",Rewyndr,"Rewyndr is a B2B SaaS mobile image-based interactive software application to empower industry to ""Digitize the Doing""","Chemical, Industrial, Mobile Apps, Oil and Gas, SaaS, Software",—,"Pittsburgh, Pennsylvania, United States, North America",www.rewyndr.com/,,"$936,225",Seed,3,—,—
Seed Round - kegg,Seed,Seed,"$1,500,000","Oct 13, 2020",kegg,Kegg is a two-in-one device that combines fertility tracking with pelvic floor exercising.,"Fertility, Health Care, Medical Device, Personal Health","Women Founded, Women Led","San Francisco, California, United States, North America",kegg.tech/,,"$4,500,000",Seed,7,—,5
Seed Round - Beereaders,Seed,Seed,"$960,000","Nov 1, 2020",Beereaders,Beereaders provides a digital reading experience that motivates and supports Spanish-speaking students.,"EdTech, Education, Language Learning",Hispanic / Latine Founded,"Austin, Texas, United States, North America",www.beereaders.com,,"$7,695,000",Seed,6,Jean Salata,9
Pre Seed Round - Abode,Pre-Seed,Seed,"$670,000","Oct 23, 2020",Abode,Abode is an early-career retention platform that predict and prevent employee turnover for companies.,"Employment, Information Technology, Software",—,"Denver, Colorado, United States, North America",www.abodehr.com,,"$5,200,000",Seed,4,LogicBoost Labs,1
Seed Round - PreDxion Bio,Seed,Seed,"$6,250,000","Sep 15, 2020",PreDxion Bio,"PreDxion Bio is revolutionizing testing and treatment through low-cost, user-friendly at-home diagnostics.","Biotechnology, Health Diagnostics, Medical Device",Women Founded,"South San Francisco, California, United States, North America",predxionbio.com,,"$6,370,000",Seed,3,—,2
Seed Round - Lightyear,Seed,Seed,"$3,700,000","Oct 27, 2020",Lightyear,Enterprise telecom made easy,"IT Infrastructure, Telecommunications",—,"New York, New York, United States, North America",lightyear.ai,,"$17,405,000",Early Stage Venture,4,Amplo,6
Seed Round - Owner.com,Seed,Seed,"$3,500,000","Oct 14, 2020",Owner.com,Owner.com helps restaurant owners manage their online presence and improve sales.,"Marketing, Restaurants, Sales Automation, Software",—,"Palo Alto, California, United States, North America",owner.com/,,"$29,200,000",Early Stage Venture,4,Redpoint,6
Seed Round - IGnation,Seed,Seed,"$50,000","Oct 3, 2020",IGnation,A members-only platform that turns anyone into a social media influencer.,Internet,Women Founded,"San Jose, California, United States, North America",www.ignation.me,,"$50,000",Seed,1,Ukrainian Startup Fund,1
Pre Seed Round - Beanstalk,Pre-Seed,Seed,"$500,000","Oct 1, 2020",Beanstalk,"Beanstalk is offering live interactive kids classes from home, designed for each specific age group.","E-Learning, EdTech, Education",—,"Denver, Colorado, United States, North America",beanstalk.co/,,"$725,000",Seed,4,—,1
Seed Round - MEALLOGIX,Seed,Seed,"$1,250,000","Sep 22, 2020",MEALLOGIX,Premier automation software for the meal prep industry,"Advertising Platforms, CRM, Food and Beverage, Food Delivery, Logistics, Payments, SaaS, Software",Women Founded,"San Diego, California, United States, North America",www.meallogix.com/,,"$2,950,000",Seed,4,—,—
Seed Round - Oncoheroes Biosciences,Seed,Seed,"$1,100,000","Oct 1, 2020",Oncoheroes Biosciences,Oncoheroes Biosciences is a biotech company.,Biotechnology,—,"Brookline, Massachusetts, United States, North America",oncoheroes.com/,,"$1,100,000",—,2,—,—
Seed Round - Vivoblu,Seed,Seed,"$435,000","Sep 24, 2020",Vivoblu,Vivoblu is a clean water social venture using its water filters to provide clean water to the global poor.,"Sustainability, Water, Water Purification",—,"Parker, Colorado, United States, North America",vivoblu.com,,"$435,000",Seed,1,—,—
Pre Seed Round - Seedy,Pre-Seed,Seed,"$250,000","Sep 20, 2020",Seedy,"Seedy is the world’s first cannabis marketplace that lets you buy, sell and connect.","Agriculture, Cannabis, E-Commerce, Farming, Marketplace",—,"Phoenix, Arizona, United States, North America",seedy.com,,"$250,000",Seed,1,—,—
Pre Seed Round - Diapente Capital,Pre-Seed,Seed,"$498,750","Oct 20, 2020",Diapente Capital,Diapente Capital is formed to acquire and continue to operate a small to medium business.,Venture Capital,—,"Midland, Texas, United States, North America",www.diapentecapital.com/,,"$498,750",Seed,1,—,—
Seed Round - Frontegg,Seed,Seed,"$5,000,000","Oct 14, 2020",Frontegg,"Frontegg provides a powerful user management infrastructure, designed for modern applications.","Compliance, Developer Tools, Enterprise Software, SaaS",—,"Mountain View, California, United States, North America",frontegg.com/,,"$70,000,000",Early Stage Venture,3,Pitango VC,3
Pre Seed Round - Drope.me,Pre-Seed,Seed,"$25,000","Sep 25, 2020",Drope.me,Engage micro influencers at scale. Performance based.,"Content Creators, Digital Marketing, Information Technology, Internet",—,"Wilmington, Delaware, United States, North America",drope.me,,"$1,635,000",Seed,3,Ukrainian Startup Fund,1
Pre Seed Round - Stirlingshire,Pre-Seed,Seed,"$600,000","Nov 6, 2020",Stirlingshire,Stirlingshire develops a full-service broker-dealer model for accredited investors and finance professionals.,"Apps, Financial Exchanges, Financial Services, FinTech, Stock Exchanges",—,"New York, New York, United States, North America",www.stirlingshire.com/,,"$1,600,000",Seed,2,—,—
Seed Round - Abfero Pharmaceuticals,Seed,Seed,"$4,000,000","Sep 30, 2020",Abfero Pharmaceuticals,Abfero Pharmaceuticals is a clinical stage pharmaceutical company that specializes in healthcare and medical industry.,"Biotechnology, Health Care, Medical, Pharmaceutical",—,"Boston, Massachusetts, United States, North America",www.abferopharmaceuticals.com,,"$6,680,000",M&A,4,DeepWork Capital,1
Pre Seed Round - Metrist,Pre-Seed,Seed,"$1,500,000","Sep 22, 2020",Metrist,Performance & availability monitoring for the cloud apps your SaaS depends on,"Application Performance Management, Cloud Data Services, Cloud Infrastructure, Developer APIs, Developer Tools, SaaS, Software",—,"San Francisco, California, United States, North America",metrist.io/,,"$5,500,000",Seed,2,—,—
Pre Seed Round - Rebound,Pre-Seed,Seed,"$370,000","Nov 1, 2020",Rebound,"Instant access to metrics, alerts, and insights through the first AI-chatbot that’s connected to your Amazon and Shopify data. #nodashboards","Analytics, Artificial Intelligence, E-Commerce, Predictive Analytics, Software",—,"Detroit, Michigan, United States, North America",rebound.ai,,"$370,000",Seed,4,—,—
Pre Seed Round - Vurbl,Pre-Seed,Seed,"$1,300,000","Sep 21, 2020",Vurbl,"Vurbl is a creator-first, free streaming audio platform for all audio types, including user generated audio.","Audio, Music, Music Streaming, Software","Women Founded, Women Led","Los Angeles, California, United States, North America",vurbl.com/,,"$1,300,000",Seed,5,Alpha Edison,8
Seed Round - Airway Innovations,Seed,Seed,"$20,000","Sep 14, 2020",Airway Innovations,Airway Innovations develops airway management solutions to prevent unplanned extubations.,"Health Care, Hospital, Medical Device",—,"Grand Rapids, Michigan, United States, North America",www.airwayinnovations.com,,"$95,000",Seed,4,Conquer Accelerator,1
Seed Round - Builder.io,Seed,Seed,"$3,250,000","Oct 1, 2020",Builder.io,"Builder.io caters drag-and-drop visual editor, a headless content management system, and Developer Tools.","Developer Tools, Software, Web Design",—,"San Francisco, California, United States, North America",www.builder.io,,"$17,250,000",Early Stage Venture,2,Greylock,6
Pre Seed Round - ZeroIn,Pre-Seed,Seed,"$23,500","Sep 21, 2020",ZeroIn,Virtual queuing platform to share incoming patients and track tasks.,"Health Care, SaaS, Software",—,"Boulder, Colorado, United States, North America",zeroin.ai/,,"$58,500",Seed,2,—,1
Seed Round - Kairos,Seed,Seed,"$3,000,000","Nov 1, 2020",Kairos,Kairos manufactures water leak detection and control systems for commercial and residential properties.,"Internet of Things, Manufacturing, Predictive Analytics, Risk Management, SaaS, Smart Building",—,"Atlanta, Georgia, United States, North America",www.kairoswater.io,,"$5,255,000",Seed,3,Shadow Ventures,1
Seed Round - Epitome Energy,Seed,Seed,"$95,000","Sep 30, 2020",Epitome Energy,Epitome Energy specializing in soybean crush biodiesel plant proposed for construction in their neighborhood.,"Agriculture, Energy, Oil and Gas",—,"Red Wing, Minnesota, United States, North America",epitomeenergy.com/,,"$420,000",Seed,3,—,—
