Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Goody,Seed,Seed,"$4,000,000","Feb 8, 2021",Goody,Goody makes sending gifts as easy as sending a text.,"Consumer, E-Commerce, Gift, Social Network, Software",—,"Miami, Florida, United States, North America",www.ongoody.com/,,"$32,100,000",Early Stage Venture,3,Index Ventures,9
Seed Round - Nebula Studios,Seed,Seed,"$750,000","Jan 15, 2021",Nebula Studios,"Nebula Studios offers editing, motion graphics, 3D animation, audio sweetening, color grading, and visual design services.","Graphic Design, Media and Entertainment, Motion Capture",—,"Minnesota City, Minnesota, United States, North America",studios.nebula.tv/,,"$750,000",Seed,1,—,—
Seed Round - SparkPlug,Seed,Seed,"$2,500,000","Feb 11, 2021",SparkPlug,"SparkPlug is a performance management software that motivates, engages, and incentivizes sales employees.","Brand Marketing, Gamification, Retail Technology, SaaS",—,"San Francisco, California, United States, North America",sparkplug.app,,"$11,510,000",Early Stage Venture,6,TenOneTen Ventures,7
Seed Round - Synatic,Seed,Seed,"$1,000,000","Feb 12, 2021",Synatic,"Synatic is a modern data automation platform that combines iPaaS, ESB, ETL and API Management into a simple yet powerful tool","Analytics, SaaS, Software",—,"Newark, Delaware, United States, North America",www.synatic.com,,"$4,500,000",Seed,3,UW Ventures,3
Seed Round - Spiegel & Grau,Seed,Seed,"$4,600,000","Jan 27, 2021",Spiegel & Grau,Spiegel & Grau is a multi-platform publisher of novel books in film or television or a podcast.,"EBooks, Film, Publishing, TV","Women Founded, Women Led","New York, New York, United States, North America",www.spiegelandgrau.com/,,"$4,600,000",Seed,1,—,1
Seed Round - SecureSave,Seed,Seed,"$3,500,000","Jan 13, 2021",SecureSave,SecureSave provides a purpose-built emergency savings solution.,"Employee Benefits, Financial Services","Middle Eastern / North African Founded, Women Founded, Women Led","Kirkland, Washington, United States, North America",www.securesave.com,,"$14,500,000",Seed,3,SeaChange,5
Pre Seed Round - Kintsugi,Pre-Seed,Seed,"$150,000","Jan 14, 2021",Kintsugi,Kintsugi detects signs of clinical depression and anxiety using machine learning and voice biomarkers.,"Artificial Intelligence, Biotechnology, Health Care, Health Diagnostics, Machine Learning","Women Founded, Women Led","Berkeley, California, United States, North America",kintsugihealth.com,,"$30,875,772",Early Stage Venture,9,"KidsX, Techstars",3
Pre Seed Round - Bowlton Kitchens,Pre-Seed,Seed,"$500,000","Jan 16, 2021",Bowlton Kitchens,"Robotic Kitchens Cook Salads, Soups and Hot Bowls 2x Faster and 3x Cheaper",—,—,"San Francisco, California, United States, North America",bowlton.com,,"$615,000",M&A,3,One Way Ventures,1
Seed Round - NALA Membranes,Seed,Seed,"$700,000","Jan 15, 2021",NALA Membranes,NALA Membranes provides environmental services with an intention to bring new reverse osmosis membranes.,"Environmental Engineering, Service Industry, Water Purification",—,"Morrisville, North Carolina, United States, North America",www.nalamembranes.com,,"$3,337,335",Seed,6,Good Growth Capital,3
Seed Round - AQUAOSO,Seed,Seed,"$2,000,000","Feb 2, 2021",AQUAOSO,"AQUAOSO is a climate fintech company providing data, analytics and risk reports to financial institutions.","Agriculture, Finance, FinTech, Risk Management, SaaS, Software, Water",—,"Denver, Colorado, United States, North America",aquaoso.com/,,"$2,482,000",—,4,—,2
Seed Round - Partnered,Seed,Seed,"$3,000,000","Jan 31, 2021",Partnered,Partnered is where you can connect your sales team with your partner sales teams to exchange customer introductions.,"B2B, CRM, Sales Automation",—,"Hoboken, New Jersey, United States, North America",partnered.com,,"$3,000,000",M&A,1,—,1
Pre Seed Round - AlgoPay,Pre-Seed,Seed,"$100,000","Jan 21, 2021",AlgoPay,Algopay issues mobile-based debit Mastercards to cash consumers in emerging markets.,FinTech,"Women Founded, Women Led","Los Angeles, California, United States, North America",algopay.io,,"$525,000",Seed,2,—,1
Seed Round - Casa,Seed,Seed,"$4,000,000","Feb 3, 2021",Casa,Casa helps consumers and companies securely store cryptocurrencies and manage private keys.,"Bitcoin, Cryptocurrency, FinTech, Security, Wealth Management",—,"Denver, Colorado, United States, North America",keys.casa/,,"$27,100,000",Early Stage Venture,5,"Avon Ventures, Tioga Capital Partners",10
Pre Seed Round - Stel Life,Pre-Seed,Seed,"$1,500,000","Jan 31, 2021",Stel Life,"Stel Life simplifies health device connectivity for patients, care teams, and device companies.","Electronic Health Record (EHR), Health Care, Home Health Care, IT Infrastructure, Medical Device, mHealth","South Asian Founded, South Asian Led, Women Led","Philadelphia, Pennsylvania, United States, North America",www.stel.life/,,"$2,800,000",Seed,3,—,2
Pre Seed Round - Floop,Pre-Seed,Seed,"$120,000","Feb 1, 2021",Floop,Floop is a social networking company offering a mobile application with a real-time graphical interface.,"Mobile Apps, Real Time, Social Media, Social Network",—,"Woodbridge, Connecticut, United States, North America",www.floop.com,,"$595,000",Seed,4,Techstars,1
Seed Round - HelloLend,Seed,Seed,"$500,000","Jan 15, 2021",HelloLend,"HelloLend is a fintech, focused on providing and optimizing financial solutions for homeowners.",—,—,"Tempe, Arizona, United States, North America",www.hellolend.com,,"$1,000,000",Seed,2,Finaventures,1
Seed Round - WingTips,Seed,Seed,"$1,085,000","Jan 25, 2021",WingTips,"WingTips offers flights to destinations commercial airlines don’t, taking the hassle and inconvenience out of long drive times.","Air Transportation, Logistics, Travel",—,"Temecula, California, United States, North America",www.flywingtips.com,,"$1,385,000",Seed,2,Temeku Holdings,1
Seed Round - FINESSE,Seed,Seed,"$4,500,000","Jan 27, 2021",FINESSE,FINESSE is the first AI-led fashion house leveraging machine learning on big data and consumer feedback to predict trends & forecast demand.,"Artificial Intelligence, Fashion, Market Research","Middle Eastern / North African Founded, Middle Eastern / North African Led, Women Led","Los Angeles, California, United States, North America",www.finesse.us,,"$44,875,000",Early Stage Venture,3,—,8
Pre Seed Round - Podz,Pre-Seed,Seed,"$2,500,000","Feb 10, 2021",Podz,Podz is a podcast discovery platform that identifies and transforms the podcast episodes into a personalized feed of animated highlights.,Audio,—,"New York, New York, United States, North America",www.listentopodz.com/,,"$2,500,000",M&A,1,M13,8
Pre Seed Round - Jam,Pre-Seed,Seed,"$200,000","Jan 19, 2021",Jam,Jam provides the connections for an organization that needs to succeed in the post-COVID environment.,Communications Infrastructure,—,"New York, New York, United States, North America",www.joinjam.io,,"$200,000",Seed,1,—,1
Pre Seed Round - Carbon Counts,Pre-Seed,Seed,"$2,500,000","Feb 6, 2021",Carbon Counts,"Carbon Counts is a mobile game platform that harnesses the power of play, people, and technology to positively impact climate change.","Computer, Mobile Apps, Online Games, Software",—,"Cambridge, Massachusetts, United States, North America",www.carboncounts.tech/,,"$7,000,000",Seed,2,—,3
Seed Round - Kit.com,Seed,Seed,"$3,323,000","Jan 29, 2021",Kit.com,"At-home medical exams, delivered. Kit enables insurers and telehealth companies to test their patients from home.","Health Care, Health Diagnostics, Home Health Care, InsurTech, Medical, Mobile, Wellness",—,"San Francisco, California, United States, North America",kit.com,,"$3,323,000",M&A,1,Expa,13
Seed Round - Manta Biofuel,Seed,Seed,"$1,600,000","Feb 6, 2021",Manta Biofuel,Manta Biofuel produces cost-effective renewable fuel oil from algae.,"Agriculture, Energy, Oil and Gas, Renewable Energy",—,"Owings Mills, Maryland, United States, North America",mantabiofuel.com/,,"$4,250,000",Seed,7,—,4
Seed Round - Mylance,Seed,Seed,"$500,000","Jan 31, 2021",Mylance,"Mylance is a comprehensive community, business-suite, and project generator for independent consultants.","Accounting, EdTech, Freelance, Training",—,"San Francisco, California, United States, North America",mylance.co/,,"$500,000",Seed,1,—,2
Seed Round - Nitricity,Seed,Seed,"$800,000","Jan 19, 2021",Nitricity,Nitricity is an energy company that creates renewable on-site nitrogen fertilizer production with zero carbon emissions.,"Agriculture, Chemical, Energy, Machinery Manufacturing, Renewable Energy",—,"Stanford, California, United States, North America",www.nitricity.co,,"$26,919,641",—,5,—,2
Pre Seed Round - Boomy,Pre-Seed,Seed,"$1,256,016","Jan 30, 2021",Boomy,Generative music company building AI-powered tools that creators use to make original songs.,"Artificial Intelligence, Music, Music Label, Music Streaming, Musical Instruments",East Asian Founded,"Berkeley, California, United States, North America",boomy.com,,"$4,451,016",Seed,4,—,4
Seed Round - Bizwise,Seed,Seed,"$1,500,000","Feb 1, 2021",Bizwise,Bizwise is a platform that enables anyone to start their own small business in the information age.,Software,—,"San Francisco, California, United States, North America",bizwise.com,,"$1,830,000",Seed,3,"Comma Capital, Sequoia Capital",6
Seed Round - Hosta Labs,Seed,Seed,"$3,007,466","Jan 22, 2021",Hosta Labs,Hosta Labs automates the analysis of images of interior property structures to provide in-depth property data and technical drawings.,"3D Technology, Image Recognition, Software","Women Founded, Women Led","Cambridge, Massachusetts, United States, North America",hostalabs.com,,"$14,742,466",Early Stage Venture,7,Eclipse Ventures,2
Seed Round - P0x Labs,Seed,Seed,"$1,100,000","Feb 2, 2021",P0x Labs,P0x Labs is the team behind Manta Network is a privacy-preserving technology operating on the Polkadot blockchain.,—,—,"Boston, Massachusetts, United States, North America",p0xlabs.xyz/,,"$31,600,000",Early Stage Venture,4,Polychain,9
Pre Seed Round - Liker Land,Pre-Seed,Seed,"$400,000","Feb 1, 2021",Liker Land,New open content culture backed by true fans.Writing NFT-based subscriptions for blogging sites.,"Blockchain, CivicTech, Collectibles, Content Creators, CRM, DRM, EBooks, Online Portals, Publishing, SaaS",—,"Delaware, Ohio, United States, North America",liker.land/en,,"$400,000",Seed,1,—,—
Seed Round - Tennibot,Seed,Seed,"$150,000","Feb 5, 2021",Tennibot,Tennibot builds autonomous robots for sports.,"Autonomous Vehicles, Robotics, Sporting Goods","East Asian Led, Middle Eastern / North African Led","Auburn, Alabama, United States, North America",www.tennibot.com,,"$270,000",Seed,3,Techstars,1
Pre Seed Round - Shoal Draft Cider,Pre-Seed,Seed,"$25,000","Jan 22, 2021",Shoal Draft Cider,Hard Cider For Fun People!,"Brewing, Craft Beer, Food and Beverage, Wholesale, Wine And Spirits",—,"Annapolis, Maryland, United States, North America",www.shoaldraftcider.com/,,"$90,000",Seed,3,—,—
Pre Seed Round - Pipedream,Pre-Seed,Seed,"$120,000","Jan 28, 2021",Pipedream,The integration platform built for developers,—,—,"San Francisco, California, United States, North America",pipedream.com/,,"$20,120,000",Early Stage Venture,2,Techstars,1
Pre Seed Round - Bloomi,Pre-Seed,Seed,"$600,000","Jan 30, 2021",Bloomi,Bloomi is a wellness company that is transforming the intimacy category by bridging accessible products and education.,"Consumer Goods, E-Commerce, Health Care","Black / African American Led, Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","Oakland, California, United States, North America",thebloomi.com/,,"$2,600,000",Seed,3,—,3
Seed Round - Poppy Flowers,Seed,Seed,"$1,650,000","Feb 1, 2021",Poppy Flowers,The only way to buy full service wedding florals online,"Consumer, E-Commerce, Events, Flowers, Marketplace, Retail Technology, Wholesale","Women Founded, Women Led","Charlottesville, Virginia, United States, North America",www.poppyflowers.com/,,"$4,025,000",Seed,5,IDEA Fund Partners,4
Pre Seed Round - Teal Health,Pre-Seed,Seed,"$1,000,000","Feb 1, 2021",Teal Health,At-Home Cervical Cancer Screening and Communication Platform,Health Care,—,"San Francisco, California, United States, North America",getteal.com/,,"$9,800,000",Seed,2,—,1
Seed Round - Living Ink Technologies,Seed,Seed,"$1,500,000","Jan 29, 2021",Living Ink Technologies,"Living Ink Technologies is developing bio-based pigments for ink, dying, leathers, plastics and rubbers","Advanced Materials, AgTech, Biotechnology, Chemical, CleanTech, GreenTech, Manufacturing, Printing",—,"Berthoud, Colorado, United States, North America",www.livinginktechnologies.com,,"$3,034,999",Seed,5,—,—
Seed Round - Expedock,Seed,Seed,"$4,000,000","Feb 4, 2021",Expedock,Expedock is an AI-based outsourcing services provider for logistics and freight providers.,"Artificial Intelligence, Freight Service, Logistics, Software",—,"Palo Alto, California, United States, North America",www.expedock.com/,,"$21,651,000",Early Stage Venture,4,Ali Partovi,3
Seed Round - Trunk,Seed,Seed,"$3,525,000","Feb 4, 2021",Trunk,Trunk is a DevEx toolkit that enables you to ship code quickly while maintaining the guardrails necessary for a large team,"Developer Tools, Information Technology, Software",—,"San Francisco, California, United States, North America",trunk.io,,"$28,525,000",Early Stage Venture,2,—,2
Seed Round - Tome,Seed,Seed,"$6,300,000","Jan 21, 2021",Tome,"Tome is an AI-powered, storytelling productivity tool that helps users transform ideas into visually appealing narratives.","Artificial Intelligence, Information Technology, Software, Web Development",—,"San Francisco, California, United States, North America",beta.tome.app,,"$75,300,000",Early Stage Venture,4,Greylock,1
Seed Round - Hosta a.i.,Seed,Seed,"$149,999","Jan 21, 2021",Hosta a.i.,"Hosta a.i. leverages Artificial Intelligence to detect 1,2, and 3-dimensional measurements.",Artificial Intelligence,—,"Cambridge, Massachusetts, United States, North America",www.hosta.ai/,,"$11,769,999",Early Stage Venture,3,Techstars,1
Seed Round - Model Medicines,Seed,Seed,"$4,100,000","Feb 1, 2021",Model Medicines,Model Medicines uses human expertise and AI to accelerate the development of life-changing drugs at scale.,"Artificial Intelligence, Biotechnology, Machine Learning, Medical, Pharmaceutical",—,"La Jolla, California, United States, North America",www.modelmedicines.com,,"$4,100,000",Seed,1,—,6
Pre Seed Round - Hyparz,Pre-Seed,Seed,"$560,000","Feb 9, 2021",Hyparz,Hire Remote software developer,"Information Technology, Recruiting, Software",—,"Chandler, Arizona, United States, North America",hyparz.com/,,"$560,000",Seed,1,—,—
Pre Seed Round - Avana Health,Pre-Seed,Seed,"$100,000","Feb 1, 2021",Avana Health,Avana Health is a life sciences company addressing critical unmet needs in uterine health with a drug and device treatment system.,"Health Care, Life Science, Medical, Medical Device, Women's",—,"Raleigh, North Carolina, United States, North America",www.avana.health/,,"$610,000",Seed,3,—,—
Seed Round - Cabinet Health,Seed,Seed,"$4,266,000","Feb 5, 2021",Cabinet Health,"Cabinet Health is on a mission to eliminate single-use plastic from healthcare, starting with everyday medicines.","Consumer Goods, Health Care, Pharmaceutical, Sustainability","East Asian Founded, South Asian Founded, South Asian Led","New City, New York, United States, North America",cabinethealth.com,,"$23,575,000",—,5,SoGal Ventures,7
Pre Seed Round - UpdateAI,Pre-Seed,Seed,"$850,000","Jan 22, 2021",UpdateAI,UpdateAI is a meeting assistant built for CS that works with B2B SaaS companies.,Software,—,"Pasadena, California, United States, North America",www.update.ai,,"$3,150,000",Seed,2,—,1
Pre Seed Round - Boober,Pre-Seed,Seed,"$200,000","Feb 12, 2021",Boober,Boober is the beloved marketplace for expectant and new parents,"Marketplace, Wellness","Women Founded, Women Led","Brooklyn, New York, United States, North America",getboober.com/,,"$530,000",Seed,2,—,1
Pre Seed Round - Zeta,Pre-Seed,Seed,"$1,500,000","Feb 9, 2021",Zeta,Zeta is a fintech focused on helping families thrive. Our core products include a modern-day joint account and money manager.,"Banking, Credit Cards, Finance, Financial Services, FinTech, Personal Finance","Women Founded, Women Led","San Francisco, California, United States, North America",www.askzeta.com/,,"$1,500,000",Seed,2,"Deciens Capital, Precursor Ventures",3
Pre Seed Round - Renew,Pre-Seed,Seed,"$3,175,000","Feb 1, 2021",Renew,Renew helps renters seamlessly renew their lease or find another home within their property's network.,"Real Estate, Rental, Software",—,"Brooklyn, New York, United States, North America",heyrenew.com/,,"$16,325,000",Seed,3,—,—
Pre Seed Round - WeStrive,Pre-Seed,Seed,"$300,000","Feb 4, 2021",WeStrive,"WeStrive is a SaaS platform that allows personal trainers to build, operate, and grow businesses online and from our mobile app.","Mobile, Mobile Apps, Personal Health, SaaS, Software, Training",—,"Austin, Texas, United States, North America",www.westrive.com,,"$445,000",Seed,4,—,1
Pre Seed Round - Cosmic Shielding Corporation,Pre-Seed,Seed,"$1,000,000","Feb 1, 2021",Cosmic Shielding Corporation,Enabling the New Space economy through resilient materials,"Advanced Materials, Simulation, Space Travel",—,"Atlanta, Georgia, United States, North America",cosmicshielding.com/,,"$1,050,000",Seed,4,SpaceFund,7
Seed Round - Movably,Seed,Seed,"$1,480,000","Feb 5, 2021",Movably,Movably is a Fitness & Wellness company.,"Fitness, Furniture, Health Care, Productivity Tools, Wellness",—,"Boston, Massachusetts, United States, North America",www.movably.com/,,"$2,840,000",Seed,3,—,—
Pre Seed Round - Vero Technologies,Pre-Seed,Seed,"$100,000","Feb 2, 2021",Vero Technologies,Vero Technologies is a commercial lending platform providing end-to-end inventory loan management software for SMBs.,"Commercial Lending, Financial Services, FinTech",—,"New York, New York, United States, North America",www.vero-technologies.com/,,"$4,100,000",Seed,3,—,1
Seed Round - Rarible,Seed,Seed,"$1,750,000","Feb 3, 2021",Rarible,Rarible is a community-centric NFT marketplace and infrastructure provider,"Blockchain, Ethereum, Marketplace",—,"Wilmington, Delaware, United States, North America",rarible.com,,"$15,950,000",Early Stage Venture,3,1kx,5
Pre Seed Round - Sona Healthy Sleep,Pre-Seed,Seed,"$50,000","Feb 11, 2021",Sona Healthy Sleep,Sona is developing Edu+Health personalized AI-assisted insomnia treatment for 40+ audience.,"Artificial Intelligence, Gamification, Health Care, mHealth, Personal Health, Personalization, Predictive Analytics, Wellness",—,"Delaware City, Delaware, United States, North America",about.sona.health,,"$50,000",Seed,1,—,—
Pre Seed Round - Martha Headwear,Pre-Seed,Seed,"$400,000","Feb 1, 2021",Martha Headwear,Elevating local support,"Fashion, Retail, Sustainability",—,"Los Angeles, California, United States, North America",marthaheadwear.com,,"$400,000",Seed,1,—,2
Seed Round - Clinetic,Seed,Seed,"$6,400,000","Feb 1, 2021",Clinetic,Clinetic is a provider of health software and technology services.,"Health Care, Software",—,"Raleigh, North Carolina, United States, North America",www.clinetic.com/,,"$11,400,000",Early Stage Venture,2,—,—
Seed Round - segaudience,Seed,Seed,"$1,500,000","Feb 12, 2021",segaudience,SaaS Audience Management,—,—,"Kansas City, Missouri, United States, North America",segaudience.com,,"$1,500,000",Seed,1,—,—
Seed Round - MGLogics (A MarbGroup Company),Seed,Seed,"$1,080,000","Feb 4, 2021",MGLogics (A MarbGroup Company),A Northern Virginia based Digital Commerce software development company specialized in developing applications and integration solutions.,"E-Commerce, E-Commerce Platforms, Mobile Apps, Software, Web Development",—,"Broadlands, Illinois, United States, North America",www.mglogics.com/,,"$1,080,000",Seed,1,—,—
Seed Round - Regard,Seed,Seed,"$5,000,000","Feb 2, 2021",Regard,Regard uses AI to automatically diagnose patients and generate accurate notes for doctors to improve patient care and reduce burnout.,"Artificial Intelligence, Electronic Health Record (EHR), Health Care, Machine Learning, Software",—,"Los Angeles, California, United States, North America",withregard.com,,"$20,420,000",Early Stage Venture,4,"Calibrate Ventures, Susa Ventures, TenOneTen Ventures",7
Pre Seed Round - AfriBlocks,Pre-Seed,Seed,"$120,000","Jan 25, 2021",AfriBlocks,A global Pan-African freelance marketplace and collaboration platform.,"Freelance, Marketplace, Virtual Workforce",Black / African American Founded,"Los Angeles, California, United States, North America",www.afriblocks.com,,"$320,000",—,3,Techstars,1
Pre Seed Round - Junction AI,Pre-Seed,Seed,"$350,000","Feb 1, 2021",Junction AI,"Junction AI fine tunes the last mile of the supply chain for successful, predictable, and profitable product merchandising.","Artificial Intelligence, E-Commerce, Predictive Analytics, Retail Technology, SaaS",—,"Dallas, Texas, United States, North America",junction.ai,,"$1,034,000",Seed,4,—,1
Seed Round - Valted Seq,Seed,Seed,"$2,500,000","Jan 15, 2021",Valted Seq,Valted Seq is a discovery stage biopharmaceutical company that utilizes big data to develop lifesaving therapeutics.,"Biopharma, Biotechnology, Pharmaceutical, Therapeutics",Women Led,"Gaithersburg, Maryland, United States, North America",www.valtedseq.com/,,"$12,500,000",Seed,2,—,1
Seed Round - Polygon,Seed,Seed,"$3,600,000","Feb 1, 2021",Polygon,"Polygon is a new kind of psychology practice that provides remote diagnostics for dyslexia, ADHD, and other learning differences.","Health Care, Health Diagnostics, Psychology",—,"Santa Monica, California, United States, North America",hellopolygon.com,,"$4,230,000",Seed,2,Spark Capital,5
Seed Round - Sea Pharmaceuticals,Seed,Seed,"$1,490,435","Jan 29, 2021",Sea Pharmaceuticals,Sea Pharmaceuticals specializes in the development of new oral molecules for the treatment of tinnitus and epilepsy.,"Biotechnology, Health Care, Medical, Pharmaceutical",—,"Cambridge, Massachusetts, United States, North America",www.seapharmaceuticals.com,,"$1,690,435",Seed,2,—,—
Pre Seed Round - CHEQ,Pre-Seed,Seed,"$5,470,000","Jan 15, 2021",CHEQ,"CHEQ is a social payments platform that provides POS services, mobile orders, and peer to peer payments.","FinTech, Payments, Social, Software",—,"Kirkland, Washington, United States, North America",cheqplease.com,,"$13,470,000",Seed,2,WestRiver Group,2
Seed Round - Xplore,Seed,Seed,"$9,000,000","Jan 26, 2021",Xplore,Xplore is an agile space company dedicated to deep space exploration.,"Aerospace, Commercial, Robotics",Women Founded,"Redmond, Washington, United States, North America",www.xplore.com,,"$25,200,000",Early Stage Venture,4,—,3
Seed Round - Apres,Seed,Seed,"$1,663,411","Jan 25, 2021",Apres,Engaged AI - Helping the world build AI people can trust,"Analytics, Artificial Intelligence, Developer APIs, Machine Learning, SaaS",—,"San Francisco, California, United States, North America",www.apres.io,,"$1,783,411",Seed,2,"Adara Ventures, Faber",3
Seed Round - Textlify,Seed,Seed,"$50,000","Feb 5, 2021",Textlify,Text Message Marketing Service & SMS Platform,"Marketing, SMS, Software",—,"New York, New York, United States, North America",textlify.com,,"$160,000",Early Stage Venture,2,—,—
Pre Seed Round - Memory Gardens,Pre-Seed,Seed,"$250,000","Jan 15, 2021",Memory Gardens,Digital storage solution for preserving life's most precious moments,"Blockchain, Software, Virtual Reality",—,"Mckinney, Texas, United States, North America",memorygardens.xyz,,"$275,000",Seed,3,—,—
Seed Round - Applied Impact Robotics,Seed,Seed,"$1,250,000","Feb 1, 2021",Applied Impact Robotics,Applied Impact Robotics develops a robotic solution capable of inspecting a crude oil tank floor while the tank remains in-service.,"Industrial, Oil and Gas, Service Industry",—,"Sterling, Virginia, United States, North America",www.appliedimpactrobotics.com/,,"$1,325,000",Seed,2,—,1
Seed Round - Rightfoot,Seed,Seed,"$5,000,000","Feb 3, 2021",Rightfoot,Rightfoot enables developers to quickly and easily add debt repayment to any application.,"Financial Services, Information Technology, Payments","Women Founded, Women Led","San Francisco, California, United States, North America",www.rightfoot.com,,"$20,000,000",Early Stage Venture,5,Bain Capital Ventures,11
Seed Round - Club Feast,Seed,Seed,"$3,500,000","Jan 26, 2021",Club Feast,Club Feast is a restaurant delivery application that provides pre-scheduled food delivery.,"Delivery, Food and Beverage, Food Delivery",—,"San Francisco, California, United States, North America",www.clubfeast.com/,,"$13,750,000",Seed,3,General Catalyst,2
Seed Round - Drata,Seed,Seed,"$3,240,856","Jan 13, 2021",Drata,Drata is a compliance and security SaaS platform that automates the compliance workflows on a company's security controls.,"Compliance, SaaS, Security",—,"San Diego, California, United States, North America",drata.com,,"$328,240,856",Late Stage Venture,4,Cowboy Ventures,5
Pre Seed Round - Cognitive Talent Solutions,Pre-Seed,Seed,"$125,000","Jan 14, 2021",Cognitive Talent Solutions,Organizational Network Analysis (ONA) powered by Artificial Intelligence (AI),"Analytics, Artificial Intelligence, Human Resources, Information Technology, Software",—,"Palo Alto, California, United States, North America",www.cognitivetalentsolutions.com/,,"$1,200,000",Seed,4,—,—
Pre Seed Round - Last Lock,Pre-Seed,Seed,"$750,000","Feb 1, 2021",Last Lock,Last Lock is a enterprise access control and technologies intended for creating commercial smart locks that support multiple access methods.,—,—,"Madison, Wisconsin, United States, North America",lastlock.com,,"$2,310,000",Seed,4,—,—
Seed Round - Candle Labs,Seed,Seed,"$1,000","Feb 5, 2021",Candle Labs,A fraudulent crypto startup.,"Cryptocurrency, Payments, Software",—,"Dover, Delaware, United States, North America",candlelabs.org,,"$1,000",Early Stage Venture,3,Samuel Safahi,1
Seed Round - Maxwell Biomedical,Seed,Seed,"$8,000,000","Jan 13, 2021",Maxwell Biomedical,Maxwell Biomedical is developing the 1st of its kind device designed to treat every episode of AF imperceptible to patient,"Health Care, Medical, Medical Device, Wellness",—,"San Diego, California, United States, North America",www.maxwellbiomedical.com,,"$8,000,000",Seed,2,—,—
Pre Seed Round - Seasats,Pre-Seed,Seed,"$10,000","Feb 1, 2021",Seasats,Seasats: Effortless ocean data.,"Artificial Intelligence, Drones, Marine Technology, National Security, Robotics",—,"San Diego, California, United States, North America",seasats.com/,,"$10,010,000",Seed,5,—,—
